k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8733248813327, 2.008055740320745]                                            |102.8223958950029981|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[1.9063593228788773, 0.008328577512845]                                         |  2.8967608168446239|      4.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       3|[1.9063593228788773, 0.008328577512845]                                         |  2.8967608168446239|      2.00000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[1.9063593228788773, 0.008328577512845]                                         |  2.8967608168446239|      1.00000000|[16, 0, 3, 7]                                                              |  | used linear model with 4 points | actual_k=0
       5|[1.9063593228788773, 0.008328577512845]                                         |  2.8967608168446239|      0.50000000|[19, 0, 4, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[1.5464817471102834, 0.3554425796201066]                                        |  0.3202183700814517|      1.00000000|[23, 0, 5, 11]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       7|[1.5464817471102834, 0.3554425796201066]                                        |  0.3202183700814517|      0.50000000|[27, 0, 6, 13]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[1.5464817471102834, 0.3554425796201066]                                        |  0.3202183700814517|      0.25000000|[31, 0, 7, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[1.5464817471102834, 0.3554425796201066]                                        |  0.3202183700814517|      0.12500000|[35, 0, 8, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[1.4251046554580113, 0.3255661403738383]                                        |  0.2086169458309990|      0.25000000|[39, 0, 9, 19]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
      11|[1.4251046554580113, 0.3255661403738383]                                        |  0.2086169458309990|      0.12500000|[43, 0, 10, 21]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
