k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8183433774690227, 399999.6405873712, 24999.084673045443]                     |3735952606363648.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.460573898682813, 400000.27728062746, 25000.407958252752]                     |238140098871296.0000000000000000|      4.00000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.460573898682813, 400000.27728062746, 25000.407958252752]                     |238140098871296.0000000000000000|      2.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.460573898682813, 400000.27728062746, 25000.407958252752]                     |238140098871296.0000000000000000|      1.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.460573898682813, 400000.27728062746, 25000.407958252752]                     |238140098871296.0000000000000000|      0.50000000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.0228758731851562, 400000.40466316504, 25000.400886675467]                   |672468566016.0000000000000000|      1.00000000|[37, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.0228758731851562, 400000.40466316504, 25000.400886675467]                   |672468566016.0000000000000000|      0.50000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.0228758731851562, 400000.40466316504, 25000.400886675467]                   |672468566016.0000000000000000|      0.25000000|[49, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.0228758731851562, 400000.40466316504, 25000.400886675467]                   |672468566016.0000000000000000|      0.12500000|[55, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.0228758731851562, 400000.40466316504, 25000.400886675467]                   |672468566016.0000000000000000|      0.06250000|[61, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.0059439430819027, 400000.4600932387, 25000.399104786276]                     |23737155584.0000000000000000|      0.12500000|[67, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.0059439430819027, 400000.4600932387, 25000.399104786276]                     |23737155584.0000000000000000|      0.06250000|[73, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.0059439430819027, 400000.4600932387, 25000.399104786276]                     |23737155584.0000000000000000|      0.03125000|[79, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0059439430819027, 400000.4600932387, 25000.399104786276]                     |23737155584.0000000000000000|      0.01562500|[85, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.0059439430819027, 400000.4600932387, 25000.399104786276]                     |23737155584.0000000000000000|      0.00781250|[91, 30, 1, 31]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
