k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725383823168, 0.4285364672711673]                                        |  0.6568235545385903|      2.00000000|[3, 0, 1, 2]                                                               |  | used linear model with 3 points | iterate success | actual_k=0
       2|[0.1793725383823168, 0.4285364672711673]                                        |  0.6568235545385903|      1.00000000|[6, 0, 2, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       3|[0.1793725383823168, 0.4285364672711673]                                        |  0.6568235545385903|      0.50000000|[9, 0, 2, 5]                                                               |  | used linear model with 3 points | actual_k=0
       4|[0.1793725383823168, 0.4285364672711673]                                        |  0.6568235545385903|      0.25000000|[11, 0, 3, 7]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       5|[0.3690197378753308, 0.2656440496316193]                                        |  0.5139225795019737|      0.50000000|[14, 0, 4, 9]                                                              |  | used linear model with 3 points | iterate success | actual_k=0
       6|[-0.104374514763883, 0.4265722372438588]                                        |  0.3869510628453547|      1.00000000|[17, 0, 5, 11]                                                             |  | used linear model with 3 points | iterate success | actual_k=0
       7|[-0.104374514763883, 0.4265722372438588]                                        |  0.3869510628453547|      0.50000000|[20, 0, 6, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[-0.104374514763883, 0.4265722372438588]                                        |  0.3869510628453547|      0.25000000|[23, 0, 7, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[-0.104374514763883, 0.4265722372438588]                                        |  0.3869510628453547|      0.12500000|[26, 0, 8, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      10|[-0.2256426160961305, 0.3962564393940288]                                       |  0.2681408254842237|      0.25000000|[29, 0, 9, 19]                                                             |  | used linear model with 3 points | iterate success | actual_k=0
      11|[-0.0763944650329987, 0.1956947546079346]                                       |  0.0609898725782339|      0.50000000|[32, 0, 10, 21]                                                            |  | used linear model with 3 points | iterate success | actual_k=0
