k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9298949522202702, 2.002484664527922, -8.006959725125983]                     | 40.8731384277343750|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[2.5544147931210324, 0.1527836959263562, -7.572700246155498]                    |  7.5550270080566406|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[2.5544147931210324, 0.1527836959263562, -7.572700246155498]                    |  7.5550270080566406|      2.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[2.5544147931210324, 0.1527836959263562, -7.572700246155498]                    |  7.5550270080566406|      1.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.7358437913395324, -0.229814156940839, -8.001139737827126]                    |  4.0438122749328613|      2.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[-0.0130220629454527, -1.1263949585650403, -7.630180050158838]                  |  1.0194680690765381|      4.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[-0.0130220629454527, -1.1263949585650403, -7.630180050158838]                  |  1.0194680690765381|      2.00000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.0130220629454527, -1.1263949585650403, -7.630180050158838]                  |  1.0194680690765381|      1.00000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.0130220629454527, -1.1263949585650403, -7.630180050158838]                  |  1.0194680690765381|      0.50000000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[-0.0130220629454527, -1.1263949585650403, -7.630180050158838]                  |  1.0194680690765381|      0.25000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[-0.0130220629454527, -1.1263949585650403, -7.630180050158838]                  |  1.0194680690765381|      0.12500000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.0764298880955225, -1.0705455572281743, -7.563066766635555]                   |  1.0105068683624268|      0.25000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.0764298880955225, -1.0705455572281743, -7.563066766635555]                   |  1.0105068683624268|      0.12500000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[-0.0356427588653692, -1.0246582482412034, -7.5940357297617815]                 |  1.0009021759033203|      0.25000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[-0.0356427588653692, -1.0246582482412034, -7.5940357297617815]                 |  1.0009021759033203|      0.12500000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
