k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|328350.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.108920641584053, 1.0887143955298826, 1.0036554332341112, 0.9929450012539395, 1.1811300310073802, 1.103963624813471, 1.0233330370658242, 0.9027208294181811, 0.8876430491765938, 0.9370752622734322, 0.9672664179289765, 1.0894384552870098, 1.0592126514838414, 1.1107737370542023, 0.87398233029014, 1.0320526727499741, 1.0159149810589074, 0.9327216422582659, 1.0518188462873461, 1.2167441248643485, 0.9002865033854743, 0.8886480409987217, 1.0939027846666902, 1.0097289882584812, 0.993120604201394, 0.9074374011960504, 0.9980687055503288, 0.9365346266853766, 1.0302047681014492, 0.9675393916630304, 0.9717025172945521, 0.9812727809555435, 0.8376051098004691, 1.0190346127547076, 1.1528708255818596, 1.0533349481340506, 1.0050540602169211, 1.00334842218845, 1.1899655597790115, 0.9719661391987732, 0.951416435065041, 1.0975251610726462, 1.0552763232396256, 0.9597058272140934, 1.089378315897295, 1.226179820013917, 0.7595489258241794, 1.0879160014307951, 1.055109217109745, 1.0331549799609303, 1.0777403402596573, 1.0841473793994507, 0.9967084984632728, 1.0383207851612355, 1.026630434680695, 1.0791726027976567, 0.9563119953959883, 1.1675322801508536, 1.2262287416580515, 0.967724449557957, 0.853264752438601, 1.0929867838018286, 1.0074082691618913, 0.9827811180095358, 0.9600019655079146, 1.0218705679951832, 1.2597675206056635, 1.1338877349046337, 1.0075604215497582, 0.9441140652285791, 0.8778017524464086, 0.9548599985597142, 0.8520145401377741, 1.0311118209414938, 1.0753689593088531, 1.0798103268731103, 0.9547725934361659, 1.1260702084528498, 1.1042153960653076, 1.155462336849525, 0.9722402216977016, 1.0688855009494977, 1.0618075239323403, 0.9668079677468371, 1.0582168324775383, 1.1748290135080206, 1.0135517362448099, 0.891556720196301, 1.080337222770632, 1.0563338700634402, 0.9911669540543778, 0.9420529248220775, 1.0632394706098094, 1.1346510316625165, 1.1090278533860414, 1.0862952524588985, 1.0864873368003205, 0.9992713388412519, 1.0833918985719109, 1.2764346490699068]|327471.9062500000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.790081077413041, 1.0511278209678034, 1.1705481198240841, 1.3052118191992386, 1.4486835682683263, 1.4325935848393678, 0.8527594759712126, 1.1241773666309685, 1.0004618662951439, 1.1552720619593593, 0.8844759123490933, 0.8981778746297961, 1.1637893233994134, 1.2446378852429134, 1.112029053734754, 1.1396934324381935, 1.122779331813348, 0.9835401561908939, 0.9245997721788269, 1.1413404409701227, 1.3787498023648679, 0.9514077400936731, 1.325314692751119, 1.3474395371682955, 0.9899799475482399, 0.7736836818374332, 1.106520428947419, 1.171658181221999, 1.0381043012213258, 1.1849078121918417, 1.177062705608927, 0.8657588413425972, 0.6746008052484105, 0.773679582706584, 1.1043853241915977, 0.7832193355731903, 1.092031153395635, 0.8090153407165379, 1.5263902387694406, 1.2479245144667557, 1.1627612820753586, 1.3592810413295529, 1.1797771086955664, 1.121466609014726, 0.9658856206182838, 1.330350407976461, 0.8695163179639624, 1.4664792561275448, 1.0540746957250497, 0.7851355830806838, 1.1188854436250775, 1.4252147104787523, 1.2356424274680733, 0.9743789977653445, 1.0855916754736898, 1.0341957881350832, 1.0682256518863202, 1.0786797288760954, 1.2338459140182634, 1.321120302679269, 1.090699166748884, 1.3260631042954618, 1.1786415437634237, 0.6908012394748205, 0.7815748853772366, 0.8456116589921785, 1.0817453849280894, 1.2368039469226448, 0.8684558465997207, 1.1660412679822694, 0.6782849975749757, 1.2331479831108456, 0.788085364726594, 1.1511592225455005, 1.3548837839009513, 1.056402777728388, 0.9901860604889374, 1.2337337957390022, 1.1348625932367624, 1.3347918339333844, 1.1980421486615502, 0.8822155685175065, 1.0603182973411658, 1.3043187292668037, 1.1422240349524615, 1.0321314201243914, 1.003737969658961, 1.096763339269558, 0.9615158889716192, 1.308310015365196, 1.0366260545143464, 0.6170429328200643, 1.0748390521896634, 1.3321403027154908, 1.261850893388106, 1.2139179120519883, 1.4976806090798211, 0.8388924169263892, 0.9485608088481696, 1.6743008666957375]|325754.8437500000000000|      4.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[1.2506760487855448, 0.7022744077231138, 0.3600078602189751, 1.5513491933726395, 1.220068252723987, 1.5007549356477932, 0.3409635985343403, 2.157303547201174, 1.5546008569236474, 0.7176002012405288, 0.9152990756282158, 0.85043727427833, 0.7750401695364051, 0.6347277821870352, 0.6998784126916845, 0.9781088228633272, 1.5063769444350075, 0.6863251049582084, 0.8939179346516803, 1.4805572091354688, 1.7193035770812468, 0.7598082558242479, 0.8160020077290276, 1.1165632108396877, 1.5009921560305641, 1.2289514324174549, 1.2999220807945777, 1.5471693573597465, 1.3320124381064553, 1.534346225219012, 0.9013373354351832, 0.655597624334852, 1.3351919509229755, 0.2262452991381061, 0.8536820660195956, 0.478970825445287, 1.6778167570539728, 0.9700783079459226, 1.4564029729822108, 1.6309255197734238, 0.6969343699427892, 1.2996403316819785, 0.982027465581685, 1.2047075035561912, 1.252218163411112, 1.7766165312499502, 0.7636618832542974, 1.8168747697974632, 1.8741380529171883, 0.6207530710627334, 1.2154150009312836, 1.29926627814096, 1.9761836565645603, 0.853632506575511, 1.611873748315342, 0.9249913255696782, 1.4372765937352507, 1.1049162198900915, 1.600437907184868, 1.332315938521344, 0.8261739431267239, 1.3729238480966526, 1.7116481020999714, 0.8472257860415923, 0.7285858182770251, 1.10905861594572, 2.4807150567337475, 1.2179695762337972, 0.6752823614416734, 2.1793317366989395, 0.9088783010072337, 1.2460925284463291, 0.9918292026675972, 0.9758964701861259, 1.8300379910984381, 1.1878260906833717, 1.4296993872686379, 1.3225179596244412, 0.6232043650370245, 1.6990184039025589, 1.6686996545910877, 0.6454273813830419, 1.4541419805855778, 1.2490724160398357, 1.336212453111633, 0.7904475351504983, 1.046207916192914, 1.1584909391013058, 0.7500014574636498, 1.542283449030918, 1.0183631620560614, 0.1325912457090051, 0.872394197700139, 1.6706995028551757, 1.8856112525122084, 1.8575074693534988, 1.3255375837600123, 0.9886018544632323, 1.2543564250323138, 2.112765852955484]|321091.5937500000000000|      8.00000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[2.9774176919679403, -0.2050195499773833, -0.4201883297707543, 0.96980671874376, -0.3690135168094886, 1.532704928501834, -0.145782200833171, 2.777823835368699, 1.5962635317221092, 1.6920300264725308, 0.7221731627091059, 1.9186615034609575, 0.3699929363078315, 1.9487992635934324, 0.9852642455545768, 1.8329411770723758, 1.8904891301294025, 2.4544966519717644, 0.2779913898981365, 1.0021182265896995, 2.463793175290497, 1.085792719310423, 1.1284620577617388, 1.611110800724235, 1.8329192635198748, 0.5993202843206259, 1.4433477089213838, 1.2712622987630913, 1.196180578588907, 1.0474328969191942, 0.8382952174551803, 1.176476459693868, 0.6281624871200506, 0.558731438301916, 0.6955388193429789, 0.35744293962581, 2.42801544282948, 1.7480939090464027, 2.6595495194897936, 1.993497721930889, -0.4084966608988581, 0.9134671493355166, 0.3421780789303055, 1.6041060071824593, 0.1642231621218058, 0.7342186937189148, 0.4078465591069574, 1.5100598594098849, 2.3619378929827315, 2.297353031266981, 1.95965598784891, 1.1630385539951473, 2.045931438558327, 0.2674594093665024, 2.3721897994796723, 0.5632380413667082, 1.9294506698348128, 1.8512486326293605, 0.5944583639453775, 1.8898519912444445, 1.061822674125335, 2.3638902450776005, 1.1177416392460002, 0.5967592212591584, 2.76335005879999, 0.7447094077861305, 2.133811351062612, 2.355943627562276, -0.3962522380043132, 2.835716886119699, 0.7248876353137164, 0.9236381891949077, 0.901502698908973, 1.0431667565936507, 3.477900886941754, 1.0926977014223556, 1.3973753328212999, 0.8612670772170452, 1.3992279421952314, 2.335780894707372, 2.667771657335039, 1.450559632699828, 1.5114538625785843, 1.4979667332183817, 0.7950009229475032, 0.4263384835106138, 1.958397414273009, 1.2202240508569395, 1.7346147683443862, 3.398701979739177, 2.077108639152268, 0.3042922816665898, 0.6927229052731747, 3.2644112746959735, 3.489029732203327, 1.8251413421606835, 2.703903800909158, 0.5021966543994523, -0.0813494826511827, 1.6676165541877255]|309027.6562500000000000|     16.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[0.8351920683168146, -1.767622036855704, -0.8520745206755658, 2.6930126647547183, 0.2967781169186731, 5.062756844967791, -1.0790761076851165, 0.8095467310066287, 1.7000534278431234, 1.3224686709098594, 0.6581071251241385, 4.67420238252767, 2.073683414565022, 2.7225342594432926, 1.9389526425973094, 1.8875782344160792, 0.6128424732759414, 3.4301594058091265, 0.0187519472061613, 0.5438042860258814, 2.7189616548144993, 1.9522643786619331, 2.652388729439913, 3.059703503055558, 1.5473367628647776, -1.641036883933706, -0.1613584874395013, 3.8943473398892543, 2.7658633352878805, -0.1867645873711887, 2.5307145331876644, 5.911280985878369, 2.6160908503323856, 0.5773558528552327, 2.7772391956787765, 0.9523713325902506, 3.4794507844491176, 0.1963811665363615, 0.9914082655210954, 3.712300925313665, -1.3565422523820865, -1.4959183735660986, 0.6859983740121517, 1.94864719819827, -1.3085295358030489, 2.2585947717391983, 2.1970074362649834, 0.5047250663244047, 3.161204438056213, 4.044667342042008, 1.78058783244162, 0.5761382098443149, 1.8159095413422186, -0.2765078106448369, 0.1393286629278934, 3.6325470311756893, 2.5532601279648595, 2.4513289336800406, 0.8367661934512526, 1.9113650413287637, 1.396530490364924, 4.268974424389357, 0.461441932891286, -3.168591289693599, 3.1976317891778727, 0.7776410365750808, 2.3260187698071904, 3.62570826680725, 3.0239622741104184, 2.560127800780645, -2.35774794024565, 2.8407690490443036, 0.9056572957615472, 2.1488547152323267, 3.015076903989423, -2.693934047614291, 1.878646054559835, -1.6101034193377155, 1.4181656148107238, 2.9277479147663357, 2.6739755547368027, 2.330872501631803, 2.025617246749973, 3.747505647214556, 0.9714848626294268, 0.0750505298298356, 0.7238272330125803, 2.2253821930867295, 3.5256742961079923, 5.714185231039517, 1.2061507465059105, 0.9328332441674958, 0.0745244061421023, 4.958910218855886, 3.017321634179173, 2.623964724505363, 0.209054602240168, 0.3137491919035709, -3.1969919106078306, 3.8388891635625457]|282180.3750000000000000|     32.00000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[-3.191639751239112, -5.410171649649895, 0.8836318996836021, 2.945072416080643, 1.5487455511422592, 4.123321235367655, 0.86983714276363, -0.0106954448652808, 2.835014812500994, 1.9911214733889848, -2.3377724624189025, 7.476127931139075, 1.592210416597986, 3.929457148388848, 3.2305582118003056, 8.5394935193864, -3.922037636276566, 5.062313241138499, 0.9541568012905337, -4.486244324916749, 1.8498267478725543, 3.896108752500176, -3.092617641160815, 9.02947741230171, 4.985533264041922, -2.5829017167081973, 1.4479794832790456, 4.04251342928312, 0.512819912105372, -0.9124397570346261, 8.05159810038726, 1.1454978666548694, 4.27606311569304, 3.7976352541294407, 3.6525012432201605, -3.8718971734848493, 3.131552938694926, 2.683323964152632, 4.9086264945988765, 4.628242775919922, -4.517115713793927, -4.098394102413399, 4.016137075541282, 6.456130445965076, -1.0502484690936695, 5.607427620002651, -4.63650321781525, -0.7131392137933978, 8.776415914644922, 6.3741542888933385, 3.9157490547384786, -0.1604209195111402, 2.2287050930808867, -1.1184513173569472, 0.5268893746228603, 9.525370646350634, 7.808942519859402, 5.434604573402437, 1.4724043893754515, 2.924966001122785, 3.7432388372712135, 6.406693219433557, -3.040440669916479, -12.604829451218066, 2.2061734687542986, 2.036366980357645, -1.766396451874488, 4.490756385188716, 6.040734238288981, 1.2305915784594232, -4.2583534607964175, -0.0187935245744506, 2.4483795869930347, 6.595858736652556, 5.837963760837444, -2.01606931680832, -2.0734868807876863, -11.87429751840291, 1.3359375569392475, 1.6699179885357707, 5.944528406175906, 0.8465009315502534, 4.669427977569012, -1.320505401591615, 3.1263889398818936, -2.6396958460943925, 1.035173404182999, 2.3370300312626884, 4.587190671317548, 3.8721230416105406, -1.2723430744612525, 2.1252985416899595, -2.161862854420667, 4.655515971584993, 4.8189292770688015, 3.993467179132761, -3.179169212343415, 0.1196237786732778, -8.880266061347912, 6.5843766135061195]|239088.2500000000000000|     64.00000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[-3.191639751239112, -5.410171649649895, 0.8836318996836021, 2.945072416080643, 1.5487455511422592, 4.123321235367655, 0.86983714276363, -0.0106954448652808, 2.835014812500994, 1.9911214733889848, -2.3377724624189025, 7.476127931139075, 1.592210416597986, 3.929457148388848, 3.2305582118003056, 8.5394935193864, -3.922037636276566, 5.062313241138499, 0.9541568012905337, -4.486244324916749, 1.8498267478725543, 3.896108752500176, -3.092617641160815, 9.02947741230171, 4.985533264041922, -2.5829017167081973, 1.4479794832790456, 4.04251342928312, 0.512819912105372, -0.9124397570346261, 8.05159810038726, 1.1454978666548694, 4.27606311569304, 3.7976352541294407, 3.6525012432201605, -3.8718971734848493, 3.131552938694926, 2.683323964152632, 4.9086264945988765, 4.628242775919922, -4.517115713793927, -4.098394102413399, 4.016137075541282, 6.456130445965076, -1.0502484690936695, 5.607427620002651, -4.63650321781525, -0.7131392137933978, 8.776415914644922, 6.3741542888933385, 3.9157490547384786, -0.1604209195111402, 2.2287050930808867, -1.1184513173569472, 0.5268893746228603, 9.525370646350634, 7.808942519859402, 5.434604573402437, 1.4724043893754515, 2.924966001122785, 3.7432388372712135, 6.406693219433557, -3.040440669916479, -12.604829451218066, 2.2061734687542986, 2.036366980357645, -1.766396451874488, 4.490756385188716, 6.040734238288981, 1.2305915784594232, -4.2583534607964175, -0.0187935245744506, 2.4483795869930347, 6.595858736652556, 5.837963760837444, -2.01606931680832, -2.0734868807876863, -11.87429751840291, 1.3359375569392475, 1.6699179885357707, 5.944528406175906, 0.8465009315502534, 4.669427977569012, -1.320505401591615, 3.1263889398818936, -2.6396958460943925, 1.035173404182999, 2.3370300312626884, 4.587190671317548, 3.8721230416105406, -1.2723430744612525, 2.1252985416899595, -2.161862854420667, 4.655515971584993, 4.8189292770688015, 3.993467179132761, -3.179169212343415, 0.1196237786732778, -8.880266061347912, 6.5843766135061195]|239088.2500000000000000|     32.00000000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-1.1637214802311036, -2.4459834344836064, 1.0084716219659366, 3.4771766468806344, 3.8351101511824526, 8.089592449766606, 6.0612893714651275, -2.2307386062323937, 7.048947395284939, 4.68196334483885, -2.32623156802894, 5.558897361093365, -0.7553914317570789, -3.4355842796110316, 5.306847120999198, 11.524433330386604, -3.665196018672952, -1.4913372776087241, 6.586586641614061, -5.544348112486165, 6.025391229037309, 3.5648929740470194, -2.1550615043617465, 5.939820074210829, 3.844504124040815, -0.7303405049409013, 1.7287694432632135, 3.046045163071298, 0.0704145282293761, 0.6071617539863059, -0.9449952122668819, 0.5910381788268206, -2.3440997089745856, 5.631301119377107, 1.7855038174601998, -5.701446024282202, 1.5731892205004014, 6.584928933730411, 9.48007034914501, 6.37951568400563, -5.477992265456066, -4.874139143814805, 0.9161649657838988, 9.655723100758493, -3.2624090278949414, 7.1616531270479715, 0.3919538483084199, -1.793582627794635, 10.313624528361084, 5.82149174215001, 5.136970214823688, -2.4135042464048655, 3.8575742152899926, 0.2925707172322274, 2.294437147553006, 3.752927636558457, 7.424942260312018, 9.273330211382284, 4.058869201443192, 0.8909067196813565, 4.654401193541618, 3.0289176816127235, -6.07166855075633, -10.280177296701822, 1.2811611070897209, 0.5918823871703158, 0.9785589560182668, 4.002474330831989, 8.825863674249446, 5.249201815233146, -6.459390386566275, 0.9545024062042877, -3.877722351235189, 7.2675794141204015, 11.986074366146365, -4.1764115988533685, -2.228450411368541, -5.6273256653161665, 0.4578678455521095, 1.405032716541956, 5.843656333364585, 2.0567431247436985, 2.4612367523264087, -5.865247448066517, 6.223462812852364, -3.2377140825296435, 5.881595158337953, 2.8375623448427048, 7.237307203084942, 8.18248461505344, -8.052858767404352, -0.7942003192378109, 6.134735423265504, 1.8043071803624224, 8.805060568349791, 2.3061068811418837, -4.484986453375368, 2.7206192200382104, -7.950208511389379, 7.050396165719059]|208261.8437500000000000|     64.00000000|[291, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[-1.1637214802311036, -2.4459834344836064, 1.0084716219659366, 3.4771766468806344, 3.8351101511824526, 8.089592449766606, 6.0612893714651275, -2.2307386062323937, 7.048947395284939, 4.68196334483885, -2.32623156802894, 5.558897361093365, -0.7553914317570789, -3.4355842796110316, 5.306847120999198, 11.524433330386604, -3.665196018672952, -1.4913372776087241, 6.586586641614061, -5.544348112486165, 6.025391229037309, 3.5648929740470194, -2.1550615043617465, 5.939820074210829, 3.844504124040815, -0.7303405049409013, 1.7287694432632135, 3.046045163071298, 0.0704145282293761, 0.6071617539863059, -0.9449952122668819, 0.5910381788268206, -2.3440997089745856, 5.631301119377107, 1.7855038174601998, -5.701446024282202, 1.5731892205004014, 6.584928933730411, 9.48007034914501, 6.37951568400563, -5.477992265456066, -4.874139143814805, 0.9161649657838988, 9.655723100758493, -3.2624090278949414, 7.1616531270479715, 0.3919538483084199, -1.793582627794635, 10.313624528361084, 5.82149174215001, 5.136970214823688, -2.4135042464048655, 3.8575742152899926, 0.2925707172322274, 2.294437147553006, 3.752927636558457, 7.424942260312018, 9.273330211382284, 4.058869201443192, 0.8909067196813565, 4.654401193541618, 3.0289176816127235, -6.07166855075633, -10.280177296701822, 1.2811611070897209, 0.5918823871703158, 0.9785589560182668, 4.002474330831989, 8.825863674249446, 5.249201815233146, -6.459390386566275, 0.9545024062042877, -3.877722351235189, 7.2675794141204015, 11.986074366146365, -4.1764115988533685, -2.228450411368541, -5.6273256653161665, 0.4578678455521095, 1.405032716541956, 5.843656333364585, 2.0567431247436985, 2.4612367523264087, -5.865247448066517, 6.223462812852364, -3.2377140825296435, 5.881595158337953, 2.8375623448427048, 7.237307203084942, 8.18248461505344, -8.052858767404352, -0.7942003192378109, 6.134735423265504, 1.8043071803624224, 8.805060568349791, 2.3061068811418837, -4.484986453375368, 2.7206192200382104, -7.950208511389379, 7.050396165719059]|208261.8437500000000000|     32.00000000|[401, 62, 0, 31]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-1.1637214802311036, -2.4459834344836064, 1.0084716219659366, 3.4771766468806344, 3.8351101511824526, 8.089592449766606, 6.0612893714651275, -2.2307386062323937, 7.048947395284939, 4.68196334483885, -2.32623156802894, 5.558897361093365, -0.7553914317570789, -3.4355842796110316, 5.306847120999198, 11.524433330386604, -3.665196018672952, -1.4913372776087241, 6.586586641614061, -5.544348112486165, 6.025391229037309, 3.5648929740470194, -2.1550615043617465, 5.939820074210829, 3.844504124040815, -0.7303405049409013, 1.7287694432632135, 3.046045163071298, 0.0704145282293761, 0.6071617539863059, -0.9449952122668819, 0.5910381788268206, -2.3440997089745856, 5.631301119377107, 1.7855038174601998, -5.701446024282202, 1.5731892205004014, 6.584928933730411, 9.48007034914501, 6.37951568400563, -5.477992265456066, -4.874139143814805, 0.9161649657838988, 9.655723100758493, -3.2624090278949414, 7.1616531270479715, 0.3919538483084199, -1.793582627794635, 10.313624528361084, 5.82149174215001, 5.136970214823688, -2.4135042464048655, 3.8575742152899926, 0.2925707172322274, 2.294437147553006, 3.752927636558457, 7.424942260312018, 9.273330211382284, 4.058869201443192, 0.8909067196813565, 4.654401193541618, 3.0289176816127235, -6.07166855075633, -10.280177296701822, 1.2811611070897209, 0.5918823871703158, 0.9785589560182668, 4.002474330831989, 8.825863674249446, 5.249201815233146, -6.459390386566275, 0.9545024062042877, -3.877722351235189, 7.2675794141204015, 11.986074366146365, -4.1764115988533685, -2.228450411368541, -5.6273256653161665, 0.4578678455521095, 1.405032716541956, 5.843656333364585, 2.0567431247436985, 2.4612367523264087, -5.865247448066517, 6.223462812852364, -3.2377140825296435, 5.881595158337953, 2.8375623448427048, 7.237307203084942, 8.18248461505344, -8.052858767404352, -0.7942003192378109, 6.134735423265504, 1.8043071803624224, 8.805060568349791, 2.3061068811418837, -4.484986453375368, 2.7206192200382104, -7.950208511389379, 7.050396165719059]|208261.8437500000000000|     16.00000000|[513, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
