k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.25000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.12500000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.06250000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[-0.0301566383817915, -0.014787546181781, -0.0281027571240248, -0.0378398084278448, -0.0464677527660018, -0.0611978175849841, -0.0723688827049221, -0.0657309983032625, -0.0627755731012519, -0.0838239304622391, -0.0970493157090832, -0.1077666234303194, -0.1093059124827693, -0.1203383741083272, -0.1177460861862191, -0.1311525207671608, -0.1427985491301674, -0.1489872679010538, -0.1475700015372885, -0.1492206344289509, -0.165377207584795, -0.1647066124780021, -0.1719394834838343, -0.1816811832566324, -0.1831743279160312, -0.1917058534760706, -0.1987857088923988, -0.2128937940117713, -0.2098529150519033, -0.1997809536660877, -0.2168219238601983, -0.2169075298509715, -0.2142956203380539, -0.2218950824212041, -0.2251784934813791, -0.2306437439448744, -0.2186154888411368, -0.2304921739706503, -0.2425484224790689, -0.2377732326944078, -0.2320597023621217, -0.2344788492346531, -0.2468805387496208, -0.2475688814665667, -0.2461962969237835, -0.2452534936005265, -0.2496960247804138, -0.2568217202505151, -0.2478202819585624, -0.2435388443493016, -0.2393274081765581, -0.2585503323093547, -0.2564392060344206, -0.2499051356849321, -0.250401496766574, -0.2446458038517635, -0.2442993464658631, -0.2459884176913505, -0.2462692688913023, -0.2396782760108633, -0.2425640481871537, -0.2404627621432272, -0.2425209041214525, -0.2271887773795992, -0.2243472784710298, -0.2288931187435716, -0.2229751785944442, -0.2220211036364243, -0.2108107721744625, -0.2082738700436394, -0.2123110180495145, -0.2046711166571887, -0.1958711589201133, -0.1986573159792584, -0.194142747641789, -0.1800310151957154, -0.1873767989283588, -0.1666031811189063, -0.1707143968440512, -0.1635425087413226, -0.1527369191947855, -0.1549478596783784, -0.1562556858276775, -0.1376937642805739, -0.1538347044637429, -0.11826587802038, -0.1199836354200733, -0.1115090001191602, -0.1088617205064412, -0.1016687825408084, -0.0896461537634439, -0.0857177458133705, -0.0702486647906267, -0.077660323135407, -0.0581310636460506, -0.0446412125437246, -0.0407575972444484, -0.0167293038013024, -0.0241142728452367, -0.019718469532036]| 99.9495925903320312|      0.12500000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       6|[-0.0301566383817915, -0.014787546181781, -0.0281027571240248, -0.0378398084278448, -0.0464677527660018, -0.0611978175849841, -0.0723688827049221, -0.0657309983032625, -0.0627755731012519, -0.0838239304622391, -0.0970493157090832, -0.1077666234303194, -0.1093059124827693, -0.1203383741083272, -0.1177460861862191, -0.1311525207671608, -0.1427985491301674, -0.1489872679010538, -0.1475700015372885, -0.1492206344289509, -0.165377207584795, -0.1647066124780021, -0.1719394834838343, -0.1816811832566324, -0.1831743279160312, -0.1917058534760706, -0.1987857088923988, -0.2128937940117713, -0.2098529150519033, -0.1997809536660877, -0.2168219238601983, -0.2169075298509715, -0.2142956203380539, -0.2218950824212041, -0.2251784934813791, -0.2306437439448744, -0.2186154888411368, -0.2304921739706503, -0.2425484224790689, -0.2377732326944078, -0.2320597023621217, -0.2344788492346531, -0.2468805387496208, -0.2475688814665667, -0.2461962969237835, -0.2452534936005265, -0.2496960247804138, -0.2568217202505151, -0.2478202819585624, -0.2435388443493016, -0.2393274081765581, -0.2585503323093547, -0.2564392060344206, -0.2499051356849321, -0.250401496766574, -0.2446458038517635, -0.2442993464658631, -0.2459884176913505, -0.2462692688913023, -0.2396782760108633, -0.2425640481871537, -0.2404627621432272, -0.2425209041214525, -0.2271887773795992, -0.2243472784710298, -0.2288931187435716, -0.2229751785944442, -0.2220211036364243, -0.2108107721744625, -0.2082738700436394, -0.2123110180495145, -0.2046711166571887, -0.1958711589201133, -0.1986573159792584, -0.194142747641789, -0.1800310151957154, -0.1873767989283588, -0.1666031811189063, -0.1707143968440512, -0.1635425087413226, -0.1527369191947855, -0.1549478596783784, -0.1562556858276775, -0.1376937642805739, -0.1538347044637429, -0.11826587802038, -0.1199836354200733, -0.1115090001191602, -0.1088617205064412, -0.1016687825408084, -0.0896461537634439, -0.0857177458133705, -0.0702486647906267, -0.077660323135407, -0.0581310636460506, -0.0446412125437246, -0.0407575972444484, -0.0167293038013024, -0.0241142728452367, -0.019718469532036]| 99.9495925903320312|      0.06250000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       7|[-0.0557847852602127, -0.0167703105517396, -0.0295935556210491, -0.043104068910526, -0.0520966167355513, -0.0613992781412826, -0.0734471402051661, -0.0606782249748034, -0.0662185882786957, -0.0823487633817198, -0.0925213310389812, -0.1106512547757836, -0.1106300635850288, -0.1158089009425436, -0.112392633274011, -0.1405430094621454, -0.1498634902098538, -0.1519068820665574, -0.1485604004000519, -0.1489644101491672, -0.1704300960460158, -0.1778800200137838, -0.1763558196963613, -0.1845984847215602, -0.1924896828904093, -0.1965925076646661, -0.2033196157489602, -0.2190403909028124, -0.2090635357000634, -0.2010595016647025, -0.2096883661726703, -0.2128588606908256, -0.2170904991406892, -0.2212690975946905, -0.2205791809220384, -0.2386315505090734, -0.2177158738120309, -0.2390872501925697, -0.2445846893396456, -0.2342486528308412, -0.2394030869828639, -0.2388275899212256, -0.2466336837345334, -0.2420907976372617, -0.2410097983994161, -0.2382213012319009, -0.2489159840760955, -0.268828523105533, -0.2430196448788266, -0.2535482891851746, -0.2487871169484143, -0.257207308604084, -0.2662455980450517, -0.2447180389908811, -0.2515580008904321, -0.235817134735353, -0.2371895501441305, -0.2472582432533972, -0.2566656823395273, -0.2343775831106029, -0.2345742354480561, -0.239281083698979, -0.2487659364310028, -0.2253667157661275, -0.2280166548860083, -0.2315611967255498, -0.2272087589169232, -0.2330036135005059, -0.2110353289191803, -0.203491322241086, -0.2152653110709329, -0.2145183349959285, -0.1959780333891183, -0.2006595817211486, -0.1900291217516091, -0.1764170174095417, -0.1773624212414752, -0.1717848335531834, -0.1695404048266486, -0.1591616086144598, -0.1494785912931865, -0.157413538695424, -0.1600559181681363, -0.140521939983173, -0.1357874517206178, -0.1245638407750906, -0.1204702929756755, -0.1149011841488867, -0.1156658900260871, -0.0953609419704221, -0.0890867408164302, -0.0856216225111872, -0.076246370158518, -0.0736344438416577, -0.0515166674614727, -0.0478980221441283, -0.0386022177832856, -0.0175778831017211, -0.0228593214592848, -0.0316889467390291]| 99.8912887573242188|      0.12500000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[-0.0557847852602127, -0.0167703105517396, -0.0295935556210491, -0.043104068910526, -0.0520966167355513, -0.0613992781412826, -0.0734471402051661, -0.0606782249748034, -0.0662185882786957, -0.0823487633817198, -0.0925213310389812, -0.1106512547757836, -0.1106300635850288, -0.1158089009425436, -0.112392633274011, -0.1405430094621454, -0.1498634902098538, -0.1519068820665574, -0.1485604004000519, -0.1489644101491672, -0.1704300960460158, -0.1778800200137838, -0.1763558196963613, -0.1845984847215602, -0.1924896828904093, -0.1965925076646661, -0.2033196157489602, -0.2190403909028124, -0.2090635357000634, -0.2010595016647025, -0.2096883661726703, -0.2128588606908256, -0.2170904991406892, -0.2212690975946905, -0.2205791809220384, -0.2386315505090734, -0.2177158738120309, -0.2390872501925697, -0.2445846893396456, -0.2342486528308412, -0.2394030869828639, -0.2388275899212256, -0.2466336837345334, -0.2420907976372617, -0.2410097983994161, -0.2382213012319009, -0.2489159840760955, -0.268828523105533, -0.2430196448788266, -0.2535482891851746, -0.2487871169484143, -0.257207308604084, -0.2662455980450517, -0.2447180389908811, -0.2515580008904321, -0.235817134735353, -0.2371895501441305, -0.2472582432533972, -0.2566656823395273, -0.2343775831106029, -0.2345742354480561, -0.239281083698979, -0.2487659364310028, -0.2253667157661275, -0.2280166548860083, -0.2315611967255498, -0.2272087589169232, -0.2330036135005059, -0.2110353289191803, -0.203491322241086, -0.2152653110709329, -0.2145183349959285, -0.1959780333891183, -0.2006595817211486, -0.1900291217516091, -0.1764170174095417, -0.1773624212414752, -0.1717848335531834, -0.1695404048266486, -0.1591616086144598, -0.1494785912931865, -0.157413538695424, -0.1600559181681363, -0.140521939983173, -0.1357874517206178, -0.1245638407750906, -0.1204702929756755, -0.1149011841488867, -0.1156658900260871, -0.0953609419704221, -0.0890867408164302, -0.0856216225111872, -0.076246370158518, -0.0736344438416577, -0.0515166674614727, -0.0478980221441283, -0.0386022177832856, -0.0175778831017211, -0.0228593214592848, -0.0316889467390291]| 99.8912887573242188|      0.06250000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[-0.0557847852602127, -0.0167703105517396, -0.0295935556210491, -0.043104068910526, -0.0520966167355513, -0.0613992781412826, -0.0734471402051661, -0.0606782249748034, -0.0662185882786957, -0.0823487633817198, -0.0925213310389812, -0.1106512547757836, -0.1106300635850288, -0.1158089009425436, -0.112392633274011, -0.1405430094621454, -0.1498634902098538, -0.1519068820665574, -0.1485604004000519, -0.1489644101491672, -0.1704300960460158, -0.1778800200137838, -0.1763558196963613, -0.1845984847215602, -0.1924896828904093, -0.1965925076646661, -0.2033196157489602, -0.2190403909028124, -0.2090635357000634, -0.2010595016647025, -0.2096883661726703, -0.2128588606908256, -0.2170904991406892, -0.2212690975946905, -0.2205791809220384, -0.2386315505090734, -0.2177158738120309, -0.2390872501925697, -0.2445846893396456, -0.2342486528308412, -0.2394030869828639, -0.2388275899212256, -0.2466336837345334, -0.2420907976372617, -0.2410097983994161, -0.2382213012319009, -0.2489159840760955, -0.268828523105533, -0.2430196448788266, -0.2535482891851746, -0.2487871169484143, -0.257207308604084, -0.2662455980450517, -0.2447180389908811, -0.2515580008904321, -0.235817134735353, -0.2371895501441305, -0.2472582432533972, -0.2566656823395273, -0.2343775831106029, -0.2345742354480561, -0.239281083698979, -0.2487659364310028, -0.2253667157661275, -0.2280166548860083, -0.2315611967255498, -0.2272087589169232, -0.2330036135005059, -0.2110353289191803, -0.203491322241086, -0.2152653110709329, -0.2145183349959285, -0.1959780333891183, -0.2006595817211486, -0.1900291217516091, -0.1764170174095417, -0.1773624212414752, -0.1717848335531834, -0.1695404048266486, -0.1591616086144598, -0.1494785912931865, -0.157413538695424, -0.1600559181681363, -0.140521939983173, -0.1357874517206178, -0.1245638407750906, -0.1204702929756755, -0.1149011841488867, -0.1156658900260871, -0.0953609419704221, -0.0890867408164302, -0.0856216225111872, -0.076246370158518, -0.0736344438416577, -0.0515166674614727, -0.0478980221441283, -0.0386022177832856, -0.0175778831017211, -0.0228593214592848, -0.0316889467390291]| 99.8912887573242188|      0.03125000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[-0.0620880901467, -0.0219125590196513, -0.0280184295515321, -0.0400104787823705, -0.054383852628251, -0.0582976136803379, -0.0676653262685073, -0.0625115099547816, -0.0644517594647806, -0.0800011031845721, -0.0950749114024873, -0.1113821753117081, -0.1146286238004226, -0.1154024609520078, -0.1121781836378472, -0.1440047889297381, -0.1493927424898792, -0.1485133238755318, -0.1461775571131697, -0.1524903107338243, -0.1683256772449928, -0.1794519729230001, -0.1734304854085705, -0.1867400574444739, -0.1923749987046601, -0.1968121307946063, -0.2061035240328418, -0.2203693076516314, -0.2089758586839724, -0.2024491547882331, -0.2072424033451058, -0.2119885958516424, -0.2125427892684649, -0.2201215272584826, -0.2214348466199098, -0.2376873267480005, -0.2161011746500953, -0.2375549166271341, -0.2503213666045503, -0.2337975459430368, -0.235309705339294, -0.2399552962815159, -0.2497933197175822, -0.2393685029897963, -0.2448356528379732, -0.2401087807326377, -0.2487714995125404, -0.2665693120579954, -0.2377045890294554, -0.2528597960925273, -0.24918962764831, -0.2553366380623202, -0.2663584049338278, -0.2470165130601367, -0.2512716414791676, -0.2318243743014275, -0.2356016124007928, -0.2500507723124146, -0.2547897269271671, -0.2347148750711932, -0.2357896815607688, -0.2367070433768283, -0.2491078897773411, -0.2328631762976314, -0.2341278577457264, -0.233782632035151, -0.2239448674348513, -0.2327284606920607, -0.2118449667647007, -0.2050747156141246, -0.2171890193534758, -0.213990714139299, -0.1924311605513821, -0.2011593733186489, -0.188937291146434, -0.1833955413026996, -0.1746011440455056, -0.1664748179102049, -0.1668962553820433, -0.1582878959513623, -0.147218688311102, -0.1529297831081418, -0.1586119813694607, -0.1355405841591137, -0.1375326137458495, -0.1263668001759208, -0.1164233973152022, -0.1129709670389818, -0.1189672927941796, -0.0956654204719756, -0.0922316914926836, -0.0822861818376516, -0.0770338969165294, -0.0703094985697423, -0.0548032273077048, -0.0395287307880593, -0.0352457440817982, -0.0184171774856303, -0.0229510958782565, -0.0417236767061435]| 99.8638687133789062|      0.06250000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
