k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      0.25000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      0.12500000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      0.06250000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      0.03125000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      0.01562500|[37, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1, 0.01, 0.02]                                                               |50068.6489144979932462|      0.00781250|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.0947266976050848, 0.0047659962922856, 0.0175849133991898]                    |9411.6669921875000000|      0.01562500|[49, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.0947266976050848, 0.0047659962922856, 0.0175849133991898]                    |9411.6669921875000000|      0.00781250|[55, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0947266976050848, 0.0047659962922856, 0.0175849133991898]                    |9411.6669921875000000|      0.00390625|[61, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.0947266976050848, 0.0047659962922856, 0.0175849133991898]                    |9411.6669921875000000|      0.00195312|[67, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.0941406796726106, 0.0039713987262743, 0.0158997146107578]                    |3223.8283691406250000|      0.00390625|[73, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.0941406796726106, 0.0039713987262743, 0.0158997146107578]                    |3223.8283691406250000|      0.00195312|[79, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0954558528010238, 0.0043038878933488, 0.0144945570175666]                    |2710.9394531250000000|      0.00390625|[85, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.0954558528010238, 0.0043038878933488, 0.0144945570175666]                    |2710.9394531250000000|      0.00195312|[91, 30, 1, 31]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
