k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       2|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      1.00000000|[72, 10, 1, 6]                                                             |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[9.996049113980751, -1.051650034358101, -0.7098882331412976, -0.0523505757742444, 0.6854709388955349, 0.0054253540932356, -0.4342453749412968]|54660.8554687500000000|      2.00000000|[100, 14, 1, 8]                                                            |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       4|[9.996049113980751, -1.051650034358101, -0.7098882331412976, -0.0523505757742444, 0.6854709388955349, 0.0054253540932356, -0.4342453749412968]|54660.8554687500000000|      1.00000000|[142, 20, 1, 11]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.202315960793813, -0.8675029725458656, -0.7991094504600166, -0.9762843517788672, 0.4823915825832985, 0.1470226109669939, -0.4595196969966465]|42274.1562500000000000|      2.00000000|[170, 24, 1, 13]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       6|[10.202315960793813, -0.8675029725458656, -0.7991094504600166, -0.9762843517788672, 0.4823915825832985, 0.1470226109669939, -0.4595196969966465]|42274.1562500000000000|      1.00000000|[212, 30, 1, 16]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[10.202315960793813, -0.8675029725458656, -0.7991094504600166, -0.9762843517788672, 0.4823915825832985, 0.1470226109669939, -0.4595196969966465]|42274.1562500000000000|      0.50000000|[255, 36, 2, 20]                                                           |  | trying quadratic partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[10.202315960793813, -0.8675029725458656, -0.7991094504600166, -0.9762843517788672, 0.4823915825832985, 0.1470226109669939, -0.4595196969966465]|42274.1562500000000000|      0.25000000|[297, 42, 2, 23]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.200707215723428, -0.8637975391341173, -0.7884633928395112, -1.0737207285810437, 0.4933389816929512, 0.1446571430306189, -0.2298437194772056]|29260.1601562500000000|      0.50000000|[325, 46, 2, 25]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      10|[10.200707215723428, -0.8637975391341173, -0.7884633928395112, -1.0737207285810437, 0.4933389816929512, 0.1446571430306189, -0.2298437194772056]|29260.1601562500000000|      0.25000000|[367, 52, 2, 28]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[10.200707215723428, -0.8637975391341173, -0.7884633928395112, -1.0737207285810437, 0.4933389816929512, 0.1446571430306189, -0.2298437194772056]|29260.1601562500000000|      0.12500000|[409, 58, 2, 31]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[10.184390570195628, -0.8504396952417048, -0.7857886756892334, -1.107790925177246, 0.4925319267100403, 0.1458938568813018, -0.1114789363766808]|12413.7216796875000000|      0.25000000|[437, 62, 2, 33]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      13|[10.184390570195628, -0.8504396952417048, -0.7857886756892334, -1.107790925177246, 0.4925319267100403, 0.1458938568813018, -0.1114789363766808]|12413.7216796875000000|      0.12500000|[479, 68, 2, 36]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[10.169111889743434, -0.9088221757028141, -0.7386576968776744, -1.1133943128920734, 0.5289567549035905, 0.0550703776339432, -0.0990431698259372]|10180.2734375000000000|      0.25000000|[521, 74, 2, 39]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=2
      15|[10.169111889743434, -0.9088221757028141, -0.7386576968776744, -1.1133943128920734, 0.5289567549035905, 0.0550703776339432, -0.0990431698259372]|10180.2734375000000000|      0.12500000|[563, 80, 3, 43]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[10.169111889743434, -0.9088221757028141, -0.7386576968776744, -1.1133943128920734, 0.5289567549035905, 0.0550703776339432, -0.0990431698259372]|10180.2734375000000000|      0.06250000|[606, 86, 3, 46]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[10.169111889743434, -0.9088221757028141, -0.7386576968776744, -1.1133943128920734, 0.5289567549035905, 0.0550703776339432, -0.0990431698259372]|10180.2734375000000000|      0.03125000|[648, 92, 3, 49]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[10.171841506566622, -0.9080715878180486, -0.7367839837893218, -1.118886344341754, 0.532192730184375, 0.0531969717748811, -0.0686969358896899]|9849.2041015625000000|      0.06250000|[690, 98, 3, 52]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=2
