k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[4418, 632, 1, 80]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[8837, 1263, 2, 160]                                                       |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[13256, 1894, 3, 240]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[17674, 2526, 4, 320]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[22093, 3157, 5, 400]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       6|[0.5989717059955855, 0.0203336797474278, 1.8878702718579257, 0.6525973047133203, 0.0200971212002867, 2.0012998955842076, 1.298349560627289, 0.0217556699748405, 2.1187787653019257, -0.0219886827099319, 0.0196894169738415, 2.1624629929339036, 1.2315402951582752, 0.0212782404992801, 2.219215790828903, 0.2186879188586162, 0.0199605923237852, 2.2810358452962625, 1.3346612734600047, 0.021278025034916, 2.3899361215438906, 4.504782029310337, 0.0420860577978262, 2.488524342604837, 0.6610925097695393, 0.0199736644958271, 2.5596272881515834, 4.388554079274852, 0.041660730784529, 2.707538481671319, 0.2278909945819861, 0.020089376891141, 2.940460189770041, 0.2355360664900406, 0.0201679345623626, 2.9666242154285856, 0.7109604944673926, 0.0206356378878484, 3.1292075014392617, 0.2043970417200777, 0.0197283817631836, 3.2268452197709996, -0.0666533502238884, 0.0197978884215113, 3.255578357751698, 1.380892882861436, 0.0224587231864251, 3.3802604487009296, 0.2416321283427712, 0.0200244140814603, 3.6694124395059124, 0.0602190375694469, 0.019855349575693, 3.7219115679820542, 0.0173558355629915, 0.0202348975291389, 3.8314299839459327, 0.4154741044832719, 0.0203480996031257, 3.958889948909198, 0.2628009976834634, 0.0198485527133226, 4.0524475347396205, 0.8188703809347995, 0.0208471601812965, 4.17472956971839, 0.9647884632013045, 0.0212422283531914, 4.43071488231719, 0.7437691214981035, 0.0205545273312153, 4.55947787352876, 0.2136714243612398, 0.0202575676656468, 4.601762350865376, 0.502477344129301, 0.0200696853622393, 4.704767326818449, 0.0491047642312109, 0.0195734207106931, 4.800575133123397, 0.3685853648719248, 0.0198916396543876, 4.968647144630244, 0.1619630611470996, 0.0203609965868817, 5.395184462800811, 0.2899087362227836, 0.0202511308440262, 5.418766252654144, 0.0980979793591802, 0.0196221804592168, 2.5862704673478873, 0.0006639900548038, 0.0199349005176082, 3.8617197638478475, 0.1553548339454014, 0.0200845710408752, 5.198935519646502]|332367.4155236551887356|      0.06250000|[26513, 3787, 6, 480]                                                      |  | used quadratic model with 5050 points | iterate success | actual_k=8
       7|[0.5999154733630468, 0.0245188853183871, 1.8860598686741072, 0.6517428097508264, 0.0238475378047676, 2.0013181597236898, 1.2953208462479089, 0.0360423499467941, 2.11779648254987, -0.0244435481676774, 0.0218081789505843, 2.1640937326564176, 1.232313906087905, 0.0332030319354098, 2.2208193816318746, 0.2143293788970076, 0.0212695379974421, 2.2840367101178733, 1.3322043247066855, 0.0387165600051376, 2.3857086835631023, 4.503180333025317, 0.0737754464830745, 2.4836837961286684, 0.6603332822798504, 0.0239999533379291, 2.565663929025029, 4.390908412540439, 0.0723835784800865, 2.713017119886732, 0.2292097884411725, 0.0193387948358099, 2.938359855223109, 0.2356783220730122, 0.0213409832095241, 2.96361385545045, 0.7095728505656621, 0.0318011053608058, 3.127594471419624, 0.2009826291766177, 0.018898676675941, 3.226713641966913, -0.0668982197773671, 0.0202992986023361, 3.2549173811877554, 1.3816595293279983, 0.0423961061767565, 3.3823699457786107, 0.2409339054799786, 0.0223568891046258, 3.6728703638624354, 0.0609567913528703, 0.0213339877760569, 3.7196873253727976, 0.019974327058178, 0.0222252638709565, 3.8313141734304756, 0.4164102724188968, 0.0257367802459829, 3.960265879843638, 0.2587556899572368, 0.0217718162316952, 4.053512342591565, 0.8181869990972754, 0.0315971827176377, 4.174337327863212, 0.9644082639180029, 0.0320498658054331, 4.425692940869086, 0.7395757586260305, 0.0254110375103562, 4.56037512374515, 0.2167005391141185, 0.0189508718091474, 4.605179116551096, 0.5056039912414503, 0.0221288833826268, 4.703989233485884, 0.0516313421279972, 0.0180985446698994, 4.799037003441376, 0.3675362435971051, 0.0200087834121466, 4.970321102834117, 0.160299232550604, 0.0184328504637535, 5.392763535226537, 0.2944545965421181, 0.0227706262512502, 5.41597574651909, 0.0985463559220339, 0.0182314130505795, 2.58850740794041, -0.0020755425667357, 0.0214666639563769, 3.861655371725355, 0.1573084514301346, 0.0179677056325857, 5.1985433506817165]|260795.5348952580243349|      0.12500000|[30933, 4417, 7, 560]                                                      |  | used quadratic model with 5050 points | iterate success | actual_k=8
       8|[0.5999154733630468, 0.0245188853183871, 1.8860598686741072, 0.6517428097508264, 0.0238475378047676, 2.0013181597236898, 1.2953208462479089, 0.0360423499467941, 2.11779648254987, -0.0244435481676774, 0.0218081789505843, 2.1640937326564176, 1.232313906087905, 0.0332030319354098, 2.2208193816318746, 0.2143293788970076, 0.0212695379974421, 2.2840367101178733, 1.3322043247066855, 0.0387165600051376, 2.3857086835631023, 4.503180333025317, 0.0737754464830745, 2.4836837961286684, 0.6603332822798504, 0.0239999533379291, 2.565663929025029, 4.390908412540439, 0.0723835784800865, 2.713017119886732, 0.2292097884411725, 0.0193387948358099, 2.938359855223109, 0.2356783220730122, 0.0213409832095241, 2.96361385545045, 0.7095728505656621, 0.0318011053608058, 3.127594471419624, 0.2009826291766177, 0.018898676675941, 3.226713641966913, -0.0668982197773671, 0.0202992986023361, 3.2549173811877554, 1.3816595293279983, 0.0423961061767565, 3.3823699457786107, 0.2409339054799786, 0.0223568891046258, 3.6728703638624354, 0.0609567913528703, 0.0213339877760569, 3.7196873253727976, 0.019974327058178, 0.0222252638709565, 3.8313141734304756, 0.4164102724188968, 0.0257367802459829, 3.960265879843638, 0.2587556899572368, 0.0217718162316952, 4.053512342591565, 0.8181869990972754, 0.0315971827176377, 4.174337327863212, 0.9644082639180029, 0.0320498658054331, 4.425692940869086, 0.7395757586260305, 0.0254110375103562, 4.56037512374515, 0.2167005391141185, 0.0189508718091474, 4.605179116551096, 0.5056039912414503, 0.0221288833826268, 4.703989233485884, 0.0516313421279972, 0.0180985446698994, 4.799037003441376, 0.3675362435971051, 0.0200087834121466, 4.970321102834117, 0.160299232550604, 0.0184328504637535, 5.392763535226537, 0.2944545965421181, 0.0227706262512502, 5.41597574651909, 0.0985463559220339, 0.0182314130505795, 2.58850740794041, -0.0020755425667357, 0.0214666639563769, 3.861655371725355, 0.1573084514301346, 0.0179677056325857, 5.1985433506817165]|260795.5348952580243349|      0.06250000|[35354, 5046, 8, 640]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       9|[0.5998472472066249, 0.0329505513179189, 1.8859829018431395, 0.650909929019206, 0.0291246220098617, 1.9979226265924097, 1.2923258821581878, 0.0446502135725122, 2.111406239872009, -0.0255325269469036, 0.0244796410604936, 2.1644229179971046, 1.2315466616736872, 0.0419394319221623, 2.218324567082664, 0.2120815660380016, 0.0217066126945746, 2.2863636177847093, 1.3281500070613614, 0.0506523985712865, 2.3743211483640336, 4.499372875822444, 0.108169396189685, 2.4805337385398913, 0.6564485039746495, 0.0361406374758428, 2.5697506069095275, 4.387620090958664, 0.1005638855430366, 2.7301014079415706, 0.226894054434629, 0.022344275860667, 2.937697801088512, 0.232939257937948, 0.0219699678313398, 2.9643755832333545, 0.7073256863670367, 0.0361436267745157, 3.1279971082069853, 0.2021041075004751, 0.022268089326211, 3.228168434805253, -0.068830608986736, 0.0190783970911428, 3.2559836856095683, 1.3800294060270017, 0.0531570989679161, 3.381805837989798, 0.2395845295144794, 0.0234068890610918, 3.674752434424052, 0.0616139234217503, 0.0213031178995411, 3.717514909823762, 0.017343244953681, 0.0204425379007105, 3.8295955024901938, 0.415942810763713, 0.0281230588005774, 3.958597945375054, 0.258681545926457, 0.0218320370009562, 4.0518816051851845, 0.8180182318739327, 0.0403818518446019, 4.173849213618012, 0.9616389315010133, 0.0411232143805713, 4.424421874059684, 0.7367316903346264, 0.0363521843692241, 4.556711383913337, 0.2180179547025791, 0.0221387753882228, 4.605361545012191, 0.5029976574272726, 0.0314346261594305, 4.706809159553148, 0.0515181770903313, 0.0178954689956615, 4.799322876174606, 0.3678533027598074, 0.0279391435213323, 4.971863849277217, 0.1612552235041787, 0.0216843265702989, 5.392440637685239, 0.2937252346804495, 0.0258819855058946, 5.42109744554263, 0.0933174410737798, 0.0183374817551641, 2.590155968072778, -0.0019961393966291, 0.0225922116649539, 3.8631154039403643, 0.1557493042107577, 0.0183700249120466, 5.197787272981596]|226925.4800774427421857|      0.12500000|[39772, 5678, 9, 720]                                                      |  | used quadratic model with 5050 points | iterate success | actual_k=8
      10|[0.5998472472066249, 0.0329505513179189, 1.8859829018431395, 0.650909929019206, 0.0291246220098617, 1.9979226265924097, 1.2923258821581878, 0.0446502135725122, 2.111406239872009, -0.0255325269469036, 0.0244796410604936, 2.1644229179971046, 1.2315466616736872, 0.0419394319221623, 2.218324567082664, 0.2120815660380016, 0.0217066126945746, 2.2863636177847093, 1.3281500070613614, 0.0506523985712865, 2.3743211483640336, 4.499372875822444, 0.108169396189685, 2.4805337385398913, 0.6564485039746495, 0.0361406374758428, 2.5697506069095275, 4.387620090958664, 0.1005638855430366, 2.7301014079415706, 0.226894054434629, 0.022344275860667, 2.937697801088512, 0.232939257937948, 0.0219699678313398, 2.9643755832333545, 0.7073256863670367, 0.0361436267745157, 3.1279971082069853, 0.2021041075004751, 0.022268089326211, 3.228168434805253, -0.068830608986736, 0.0190783970911428, 3.2559836856095683, 1.3800294060270017, 0.0531570989679161, 3.381805837989798, 0.2395845295144794, 0.0234068890610918, 3.674752434424052, 0.0616139234217503, 0.0213031178995411, 3.717514909823762, 0.017343244953681, 0.0204425379007105, 3.8295955024901938, 0.415942810763713, 0.0281230588005774, 3.958597945375054, 0.258681545926457, 0.0218320370009562, 4.0518816051851845, 0.8180182318739327, 0.0403818518446019, 4.173849213618012, 0.9616389315010133, 0.0411232143805713, 4.424421874059684, 0.7367316903346264, 0.0363521843692241, 4.556711383913337, 0.2180179547025791, 0.0221387753882228, 4.605361545012191, 0.5029976574272726, 0.0314346261594305, 4.706809159553148, 0.0515181770903313, 0.0178954689956615, 4.799322876174606, 0.3678533027598074, 0.0279391435213323, 4.971863849277217, 0.1612552235041787, 0.0216843265702989, 5.392440637685239, 0.2937252346804495, 0.0258819855058946, 5.42109744554263, 0.0933174410737798, 0.0183374817551641, 2.590155968072778, -0.0019961393966291, 0.0225922116649539, 3.8631154039403643, 0.1557493042107577, 0.0183700249120466, 5.197787272981596]|226925.4800774427421857|      0.06250000|[44192, 6308, 10, 800]                                                     |  | used quadratic model with 5050 points | iterate failure | actual_k=8
      11|[0.5972679302326824, 0.0387284724014927, 1.8820480321934614, 0.6479863154394816, 0.0372958591635232, 1.994101230426039, 1.2900987018050658, 0.0539863918809332, 2.1041746853972034, -0.0285261316021275, 0.024122845268435, 2.1640542521184205, 1.228196702701258, 0.0531066872008647, 2.2128274244108708, 0.2073196455050822, 0.0217204180226695, 2.2864143717762815, 1.3237239432737273, 0.0667075336234843, 2.364903912410591, 4.49520387686052, 0.1426503167928483, 2.4784548314361903, 0.6520848891194903, 0.0488019599551943, 2.570509968054297, 4.384010256814187, 0.1271898375562301, 2.750251507325537, 0.224862183873537, 0.0246502069630967, 2.937568077139273, 0.2307944095325389, 0.0242029778887443, 2.967618692857631, 0.7062580272746364, 0.0414754765579938, 3.1289339408320966, 0.2015745679758143, 0.0237311121921382, 3.2298580682896434, -0.0694803207158867, 0.0201056561653762, 3.255761910524466, 1.3788954099821482, 0.0629051917867135, 3.3832103208526854, 0.2388646838210236, 0.0255273996232038, 3.6747482999986185, 0.0614969298616869, 0.0216383067142672, 3.7185827074505466, 0.016549916796695, 0.0214897308363549, 3.8300171073814426, 0.4146937293316593, 0.0315916326376094, 3.957936995260284, 0.2569337929688799, 0.0240864061162674, 4.051592479817275, 0.817776550829308, 0.046815818603694, 4.17312609476796, 0.9600908956554906, 0.0506454947223564, 4.423101978546217, 0.7361386725427767, 0.0444307956070347, 4.556007033186841, 0.215012166184605, 0.0265156311338774, 4.60645143784003, 0.5024352324105308, 0.0349006554933168, 4.709514538933362, 0.0501834734455028, 0.018165725075378, 4.798450143333978, 0.3664335926026913, 0.0319484782194226, 4.971628990931221, 0.1601022159979122, 0.0236743109983676, 5.390955453984681, 0.2921223313484113, 0.030386061431038, 5.422534441851232, 0.0894800682719726, 0.0200678404883621, 2.590612745562933, -0.0030340500016022, 0.0218193188764893, 3.8643183246946555, 0.1551031657734702, 0.0216990561041964, 5.1970493387950984]|204799.8689700644754339|      0.12500000|[48612, 6938, 11, 880]                                                     |  | used quadratic model with 5050 points | iterate success | actual_k=8
