k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.360751046546046, 10.118307280218666, 1.3253645184453813]                     |  0.1514913087733325|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[0.360751046546046, 10.118307280218666, 1.3253645184453813]                     |  0.1514913087733325|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.360751046546046, 10.118307280218666, 1.3253645184453813]                     |  0.1514913087733325|      0.25000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.5612799917375841, 10.211637824544642, 1.2088417668636156]                    |  0.0556375369530192|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[0.5612799917375841, 10.211637824544642, 1.2088417668636156]                    |  0.0556375369530192|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.5612799917375841, 10.211637824544642, 1.2088417668636156]                    |  0.0556375369530192|      0.12500000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.6752556653476689, 10.226682032958811, 1.159768172963041]                     |  0.0249833981629886|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[0.6752556653476689, 10.226682032958811, 1.159768172963041]                     |  0.0249833981629886|      0.12500000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.6752556653476689, 10.226682032958811, 1.159768172963041]                     |  0.0249833981629886|      0.06250000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.7315780073364875, 10.239594181659049, 1.183586657567178]                     |  0.0199681251404109|      0.12500000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[0.7315780073364875, 10.239594181659049, 1.183586657567178]                     |  0.0199681251404109|      0.06250000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.7315780073364875, 10.239594181659049, 1.183586657567178]                     |  0.0199681251404109|      0.03125000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[0.7356597177854396, 10.239572574692998, 1.1526043775840984]                    |  0.0149341304497409|      0.06250000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      15|[0.7356597177854396, 10.239572574692998, 1.1526043775840984]                    |  0.0149341304497409|      0.03125000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
