k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[142, 20, 1, 11]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points | trying quadratic partial model with 113 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 128 points | exploitation failed, decreasing delta | actual_k=2
       2|[0.9066251569420888, 0.8764622369650383, 0.9237067299708607, 0.8992100747267577, 0.9205287088571836, 0.916914708146868, 0.9397735225213902, 0.8814179165995978, 0.8241867914292442, 0.9376730784774224, 1.0377847474343136, 0.6513451939210653, 1.0201438840228905, 1.0530471777714, 1.0357130977828373, 0.9363815928790656, 1.0123279164114436, 0.9240898282825879, 0.95383600516493, 0.9727605554646434, 1.0253088874019907, 1.0581311184324613]|  1.3830194473266602|      1.00000000|[184, 26, 1, 14]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | iterate success | actual_k=2
       3|[0.9066251569420888, 0.8764622369650383, 0.9237067299708607, 0.8992100747267577, 0.9205287088571836, 0.916914708146868, 0.9397735225213902, 0.8814179165995978, 0.8241867914292442, 0.9376730784774224, 1.0377847474343136, 0.6513451939210653, 1.0201438840228905, 1.0530471777714, 1.0357130977828373, 0.9363815928790656, 1.0123279164114436, 0.9240898282825879, 0.95383600516493, 0.9727605554646434, 1.0253088874019907, 1.0581311184324613]|  1.3830194473266602|      0.50000000|[325, 46, 2, 25]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 44 points | trying quadratic partial model with 58 points | trying quadratic partial model with 72 points | trying quadratic partial model with 86 points | trying quadratic partial model with 100 points | trying quadratic partial model with 114 points | trying quadratic partial model with 128 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.7883942758973181, 0.7614540250116886, 0.8139774699210917, 0.7765928088140263, 0.8092325691248821, 0.804563552253427, 0.8343508173938603, 0.7628217492790339, 0.7130189631899873, 0.8221626951336987, 1.066560895036206, 0.3136781651175347, 1.0129007477762835, 1.0339605506521536, 1.0233476204909555, 0.9268423041610765, 0.9854621842518887, 0.8742467701061936, 0.9270008507711494, 0.9663474295433753, 1.006674435067199, 1.0554531928671518]|  1.2369108200073242|      1.00000000|[382, 54, 3, 30]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 30 points | trying quadratic partial model with 44 points | iterate success | actual_k=2
       5|[0.7883942758973181, 0.7614540250116886, 0.8139774699210917, 0.7765928088140263, 0.8092325691248821, 0.804563552253427, 0.8343508173938603, 0.7628217492790339, 0.7130189631899873, 0.8221626951336987, 1.066560895036206, 0.3136781651175347, 1.0129007477762835, 1.0339605506521536, 1.0233476204909555, 0.9268423041610765, 0.9854621842518887, 0.8742467701061936, 0.9270008507711494, 0.9663474295433753, 1.006674435067199, 1.0554531928671518]|  1.2369108200073242|      0.50000000|[522, 74, 3, 40]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points | trying quadratic partial model with 113 points | trying quadratic partial model with 127 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.681309639164159, 0.6425606792211771, 0.7000797451757804, 0.6677452805226726, 0.6911640132395764, 0.6941973794445615, 0.7137184512126109, 0.6515127329537819, 0.5981572815520532, 0.7043479443670659, 1.0970867429652185, -0.0235852563163421, 0.9976331764170266, 1.0262609968241594, 1.0152065773209729, 0.9102780370635642, 0.94863521173624, 0.8336754621479582, 0.8965598408791887, 0.9533205007055161, 1.0060078546988784, 1.0499776965720529]|  1.1022591590881348|      1.00000000|[578, 82, 3, 44]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | iterate success | actual_k=2
       7|[0.681309639164159, 0.6425606792211771, 0.7000797451757804, 0.6677452805226726, 0.6911640132395764, 0.6941973794445615, 0.7137184512126109, 0.6515127329537819, 0.5981572815520532, 0.7043479443670659, 1.0970867429652185, -0.0235852563163421, 0.9976331764170266, 1.0262609968241594, 1.0152065773209729, 0.9102780370635642, 0.94863521173624, 0.8336754621479582, 0.8965598408791887, 0.9533205007055161, 1.0060078546988784, 1.0499776965720529]|  1.1022591590881348|      0.50000000|[718, 102, 3, 54]                                                          |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points | trying quadratic partial model with 113 points | trying quadratic partial model with 127 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.681309639164159, 0.6425606792211771, 0.7000797451757804, 0.6677452805226726, 0.6911640132395764, 0.6941973794445615, 0.7137184512126109, 0.6515127329537819, 0.5981572815520532, 0.7043479443670659, 1.0970867429652185, -0.0235852563163421, 0.9976331764170266, 1.0262609968241594, 1.0152065773209729, 0.9102780370635642, 0.94863521173624, 0.8336754621479582, 0.8965598408791887, 0.9533205007055161, 1.0060078546988784, 1.0499776965720529]|  1.1022591590881348|      0.25000000|[858, 122, 4, 65]                                                          |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points | trying quadratic partial model with 113 points | trying quadratic partial model with 127 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=2
       9|[0.6487152028677683, 0.5678089720890898, 0.6300036390655616, 0.6386929636879434, 0.7466656583314543, 0.6197456859205313, 0.6276275638558723, 0.5754970882579973, 0.5935217046563405, 0.7126182179777204, 1.1405647835805237, -0.114051918883575, 0.9749020719412428, 0.9749443604597068, 1.0039739440631121, 0.9833212810480878, 0.9827497422145792, 0.8261450475048505, 0.9424535332155772, 0.928240185618575, 1.0587709433299957, 1.102568997309618]|  1.0660793781280518|      0.50000000|[887, 126, 4, 67]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
