k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[143, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 27 points | trying quadratic partial model with 40 points | trying quadratic partial model with 54 points | trying quadratic partial model with 66 points | trying quadratic partial model with 79 points | trying quadratic partial model with 91 points | trying quadratic partial model with 104 points | trying quadratic partial model with 117 points | trying quadratic partial model with 130 points | exploitation failed, decreasing delta | actual_k=2
       2|[0.8834284839537202, 0.8864048067642543, 0.8958871243193207, 1.0156659369686123, 0.8482709481069125, 1.0064877484590118, 0.8759854329716901, 0.9586281263051251, 0.861471179842743, 0.8105058949305293, 0.9932650418062661, 0.7451514795628478, 1.1280886217477921, 0.9637601739639101, 0.9123741547799609, 0.9954451955529493, 1.01868800783784, 0.9734899735557446, 1.0525172835471028, 1.0211977488063813, 0.8932257830366648, 1.1053406917566173]|  1.4068547487258911|      1.00000000|[170, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[0.8834284839537202, 0.8864048067642543, 0.8958871243193207, 1.0156659369686123, 0.8482709481069125, 1.0064877484590118, 0.8759854329716901, 0.9586281263051251, 0.861471179842743, 0.8105058949305293, 0.9932650418062661, 0.7451514795628478, 1.1280886217477921, 0.9637601739639101, 0.9123741547799609, 0.9954451955529493, 1.01868800783784, 0.9734899735557446, 1.0525172835471028, 1.0211977488063813, 0.8932257830366648, 1.1053406917566173]|  1.4068547487258911|      0.50000000|[308, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 27 points | trying quadratic partial model with 39 points | trying quadratic partial model with 52 points | trying quadratic partial model with 65 points | trying quadratic partial model with 77 points | trying quadratic partial model with 90 points | trying quadratic partial model with 102 points | trying quadratic partial model with 115 points | trying quadratic partial model with 127 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.8922772435736445, 0.6378623300566363, 0.8969012449884904, 0.8213209936359269, 0.87853822702801, 0.9116092558558533, 0.858943696482191, 0.9194853798958467, 0.8616083314154799, 0.6736158968859113, 0.8317939285478417, 0.6979182752993197, 1.1505283234503678, 1.0846604906097523, 0.9539008765941718, 0.8922122584028362, 0.7995488314821994, 0.9690721407131123, 1.0355410906884848, 0.9983070376190211, 0.8695175797627425, 1.2264863385484441]|  1.3513144254684448|      1.00000000|[346, 54, 0, 27]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 27 points | iterate success | actual_k=2
       5|[0.8922772435736445, 0.6378623300566363, 0.8969012449884904, 0.8213209936359269, 0.87853822702801, 0.9116092558558533, 0.858943696482191, 0.9194853798958467, 0.8616083314154799, 0.6736158968859113, 0.8317939285478417, 0.6979182752993197, 1.1505283234503678, 1.0846604906097523, 0.9539008765941718, 0.8922122584028362, 0.7995488314821994, 0.9690721407131123, 1.0355410906884848, 0.9983070376190211, 0.8695175797627425, 1.2264863385484441]|  1.3513144254684448|      0.50000000|[482, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 27 points | trying quadratic partial model with 39 points | trying quadratic partial model with 51 points | trying quadratic partial model with 63 points | trying quadratic partial model with 76 points | trying quadratic partial model with 88 points | trying quadratic partial model with 100 points | trying quadratic partial model with 112 points | trying quadratic partial model with 125 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.7536651909584852, 0.5193326334431193, 0.7891959999472236, 0.7121779090702195, 0.7399260069291294, 0.7466561777241328, 0.665420853411765, 0.8859442524581932, 0.8741887049258934, 0.6137849350080757, 0.8973042441337731, 0.4069839987365745, 1.1335892442683835, 1.0303316292797275, 0.9553066050152689, 0.8267359688887264, 0.7547104843177127, 0.97956993488814, 1.0926245591101598, 0.9728880399193793, 0.8269965105650084, 1.2403571982569706]|  1.2216778993606567|      1.00000000|[508, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[0.7536651909584852, 0.5193326334431193, 0.7891959999472236, 0.7121779090702195, 0.7399260069291294, 0.7466561777241328, 0.665420853411765, 0.8859442524581932, 0.8741887049258934, 0.6137849350080757, 0.8973042441337731, 0.4069839987365745, 1.1335892442683835, 1.0303316292797275, 0.9553066050152689, 0.8267359688887264, 0.7547104843177127, 0.97956993488814, 1.0926245591101598, 0.9728880399193793, 0.8269965105650084, 1.2403571982569706]|  1.2216778993606567|      0.50000000|[644, 102, 0, 51]                                                          |  | trying linear partial model with 15 points | trying quadratic partial model with 28 points | trying quadratic partial model with 40 points | trying quadratic partial model with 52 points | trying quadratic partial model with 64 points | trying quadratic partial model with 77 points | trying quadratic partial model with 89 points | trying quadratic partial model with 101 points | trying quadratic partial model with 113 points | trying quadratic partial model with 125 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.6490506557243142, 0.3063277111283665, 0.6999130841141269, 0.6483932765944183, 0.6681601867946315, 0.6417704758027851, 0.5846260381362323, 0.7958411959169354, 0.6836482327288846, 0.5837193102593234, 0.8425937676136667, 0.0978440616640445, 1.104197872315442, 1.0710503256331871, 0.8711719059644115, 0.8611434123085198, 0.7913227872343758, 0.9513729944302456, 1.0648861079936591, 1.0069691946193262, 0.8363611056282503, 1.2521118449298034]|  1.1014075279235840|      1.00000000|[671, 106, 0, 53]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[0.6490506557243142, 0.3063277111283665, 0.6999130841141269, 0.6483932765944183, 0.6681601867946315, 0.6417704758027851, 0.5846260381362323, 0.7958411959169354, 0.6836482327288846, 0.5837193102593234, 0.8425937676136667, 0.0978440616640445, 1.104197872315442, 1.0710503256331871, 0.8711719059644115, 0.8611434123085198, 0.7913227872343758, 0.9513729944302456, 1.0648861079936591, 1.0069691946193262, 0.8363611056282503, 1.2521118449298034]|  1.1014075279235840|      0.50000000|[809, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | trying quadratic partial model with 27 points | trying quadratic partial model with 39 points | trying quadratic partial model with 52 points | trying quadratic partial model with 65 points | trying quadratic partial model with 77 points | trying quadratic partial model with 89 points | trying quadratic partial model with 102 points | trying quadratic partial model with 114 points | trying quadratic partial model with 126 points | exploitation failed, decreasing delta | actual_k=2
