k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837057867838084, 10.080228829728316, 9.016631708642711]                      |33322534.0642592646181583|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[10.387920262847475, 10.05455316411169, 7.0941615835277165]                     |4184516.6129115694202483|      4.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       3|[10.387920262847475, 10.05455316411169, 7.0941615835277165]                     |4184516.6129115694202483|      2.00000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[10.5943003305478, 9.059233858592433, 5.371736912397894]                        |1074320.1949895648285747|      4.00000000|[16, 0, 4, 8]                                                              |  | used linear model with 4 points | iterate success | actual_k=0
       5|[10.5943003305478, 9.059233858592433, 5.371736912397894]                        |1074320.1949895648285747|      2.00000000|[20, 0, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[10.269611596500157, 8.027083172816232, 3.6897017796392895]                     |574300.1543287527747452|      4.00000000|[24, 0, 6, 12]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       7|[12.785226455576419, 5.443078943208267, 1.9592093577654275]                     |187939.2275404581159819|      8.00000000|[28, 0, 7, 14]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       8|[12.785226455576419, 5.443078943208267, 1.9592093577654275]                     |187939.2275404581159819|      4.00000000|[32, 0, 8, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[10.940873417805053, 1.9897423931234273, 1.1389480921240003]                    |20730.0103031661928981|      8.00000000|[36, 0, 9, 18]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
      10|[10.940873417805053, 1.9897423931234273, 1.1389480921240003]                    |20730.0103031661928981|      4.00000000|[40, 0, 10, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      11|[9.285603963956587, -1.4765267014276144, 2.2547713753174037]                    |7101.8129022891116620|      8.00000000|[44, 0, 11, 22]                                                            |  | used linear model with 4 points | iterate success | actual_k=0
      12|[9.285603963956587, -1.4765267014276144, 2.2547713753174037]                    |7101.8129022891116620|      4.00000000|[48, 0, 12, 24]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      13|[9.285603963956587, -1.4765267014276144, 2.2547713753174037]                    |7101.8129022891116620|      2.00000000|[52, 0, 13, 26]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      14|[8.632470351413913, 0.3662013663355943, 2.6763988796913765]                     |1528.8030442826325270|      4.00000000|[56, 0, 14, 28]                                                            |  | used linear model with 4 points | iterate success | actual_k=0
      15|[8.632470351413913, 0.3662013663355943, 2.6763988796913765]                     |1528.8030442826325270|      2.00000000|[60, 0, 15, 30]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
