k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4749510684676054, 0.8016477286008866, 0.2858050712036613]                   |940.2492065429687500|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.1625480536018156, 0.2353710068736578, 1.2847681834614357]                    | 98.5929489135742188|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[1.1625480536018156, 0.2353710068736578, 1.2847681834614357]                    | 98.5929489135742188|      2.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.1625480536018156, 0.2353710068736578, 1.2847681834614357]                    | 98.5929489135742188|      1.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.3140870363451824, 0.3547616981908135, 0.7691522750347747]                    | 61.6304168701171875|      2.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.3140870363451824, 0.3547616981908135, 0.7691522750347747]                    | 61.6304168701171875|      1.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.3140870363451824, 0.3547616981908135, 0.7691522750347747]                    | 61.6304168701171875|      0.50000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.3140870363451824, 0.3547616981908135, 0.7691522750347747]                    | 61.6304168701171875|      0.25000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.3140870363451824, 0.3547616981908135, 0.7691522750347747]                    | 61.6304168701171875|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.4234531472609664, 0.3093231911341616, 0.8091447225670154]                    | 27.0748634338378906|      0.25000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.4234531472609664, 0.3093231911341616, 0.8091447225670154]                    | 27.0748634338378906|      0.12500000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.5224574157132854, 0.2495856914516373, 0.8566272031246017]                    | 20.6276855468750000|      0.25000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.5224574157132854, 0.2495856914516373, 0.8566272031246017]                    | 20.6276855468750000|      0.12500000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.5824141213632444, 0.3516919410138354, 0.8165709021477728]                    | 11.1143102645874023|      0.25000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.5824141213632444, 0.3516919410138354, 0.8165709021477728]                    | 11.1143102645874023|      0.12500000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
