k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.641718864461508, 0.233060042119181]                                          |  1.6557748317718506|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.641718864461508, 0.233060042119181]                                          |  1.6557748317718506|      1.00000000|[13, 4, 1, 5]                                                              |  | trying quadratic partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.8958271728579632, -0.7341157266032846]                                       |  0.0873948335647583|      2.00000000|[20, 6, 1, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[1.8958271728579632, -0.7341157266032846]                                       |  0.0873948335647583|      1.00000000|[26, 8, 1, 9]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.8958271728579632, -0.7341157266032846]                                       |  0.0873948335647583|      0.50000000|[32, 10, 1, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.8958271728579632, -0.7341157266032846]                                       |  0.0873948335647583|      0.25000000|[38, 12, 1, 13]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.08605115270411, -0.8963342135013812]                                         |  0.0241005253046751|      0.50000000|[44, 14, 1, 15]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[2.08605115270411, -0.8963342135013812]                                         |  0.0241005253046751|      0.25000000|[50, 16, 1, 17]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.08605115270411, -0.8963342135013812]                                         |  0.0241005253046751|      0.12500000|[56, 18, 1, 19]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.9694349099572646, -0.9413414565585692]                                       |  0.0052028880454600|      0.25000000|[62, 20, 1, 21]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
