k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[4738, 316, 1, 80]                                                         |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[9476, 632, 2, 160]                                                        |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[14214, 948, 3, 240]                                                       |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[18952, 1264, 4, 320]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[23690, 1580, 5, 400]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       6|[0.5996556871750374, 0.0201426635719251, 1.887236774918278, 0.6529430804279458, 0.0208741516083557, 2.00050308931687, 1.2961309012824294, 0.0236970349982273, 2.1201339307653257, -0.0180552207231106, 0.0227207503567171, 2.1643192162772027, 1.229912543580048, 0.0205839621065218, 2.2213628748158367, 0.2183402148613447, 0.0196475467724532, 2.2813439870786394, 1.3363691533579418, 0.0186556797662492, 2.387533146954834, 4.505028628881619, 0.0414317972797102, 2.4889090646137473, 0.6593083601524272, 0.0205305822498174, 2.5609239384352476, 4.388686713888627, 0.0359009641486439, 2.7036400642660343, 0.2294441438518941, 0.0187262059043358, 2.9405678350629314, 0.2341601078274634, 0.0195683862664271, 2.966193921633136, 0.711676153931794, 0.0205382699724419, 3.1302921121890352, 0.2046800236868966, 0.0198648291092598, 3.228536844882682, -0.0680683465131639, 0.0211479562201153, 3.2553939739000763, 1.3802839118926877, 0.021103025732181, 3.382739723240197, 0.2424560071487592, 0.0198245525396636, 3.6675641957341467, 0.0626054608385114, 0.0197498309860422, 3.7210608935782994, 0.0144628009267984, 0.0195586154085627, 3.831771580957863, 0.4187544507708536, 0.0205365144988757, 3.959006245506669, 0.2642716040092895, 0.0213868585113658, 4.054751560638838, 0.8211553132930085, 0.0223503296187313, 4.173398697082942, 0.9646206492243693, 0.0238506402545528, 4.4307560777565875, 0.7438456225938952, 0.022173899695805, 4.560919630873092, 0.2122097037850562, 0.0183199490409669, 4.60370047459475, 0.5040182198616111, 0.0221560639461457, 4.704128880432665, 0.0484742573541123, 0.0209125734374312, 4.800402075768634, 0.368928486647439, 0.0184483785123204, 4.965605369667567, 0.16563404454848, 0.0211686537473851, 5.39286507052426, 0.2899686364829954, 0.0188112156848843, 5.417742045158337, 0.0982997740153707, 0.0194707500540567, 2.584414158499923, 0.0013254180193248, 0.0211461466841771, 3.865831086410893, 0.1560793864188395, 0.0203518818403043, 5.198981220214942]|343628.3910407609655522|      0.06250000|[28428, 1896, 6, 480]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
       7|[0.5996556871750374, 0.0201426635719251, 1.887236774918278, 0.6529430804279458, 0.0208741516083557, 2.00050308931687, 1.2961309012824294, 0.0236970349982273, 2.1201339307653257, -0.0180552207231106, 0.0227207503567171, 2.1643192162772027, 1.229912543580048, 0.0205839621065218, 2.2213628748158367, 0.2183402148613447, 0.0196475467724532, 2.2813439870786394, 1.3363691533579418, 0.0186556797662492, 2.387533146954834, 4.505028628881619, 0.0414317972797102, 2.4889090646137473, 0.6593083601524272, 0.0205305822498174, 2.5609239384352476, 4.388686713888627, 0.0359009641486439, 2.7036400642660343, 0.2294441438518941, 0.0187262059043358, 2.9405678350629314, 0.2341601078274634, 0.0195683862664271, 2.966193921633136, 0.711676153931794, 0.0205382699724419, 3.1302921121890352, 0.2046800236868966, 0.0198648291092598, 3.228536844882682, -0.0680683465131639, 0.0211479562201153, 3.2553939739000763, 1.3802839118926877, 0.021103025732181, 3.382739723240197, 0.2424560071487592, 0.0198245525396636, 3.6675641957341467, 0.0626054608385114, 0.0197498309860422, 3.7210608935782994, 0.0144628009267984, 0.0195586154085627, 3.831771580957863, 0.4187544507708536, 0.0205365144988757, 3.959006245506669, 0.2642716040092895, 0.0213868585113658, 4.054751560638838, 0.8211553132930085, 0.0223503296187313, 4.173398697082942, 0.9646206492243693, 0.0238506402545528, 4.4307560777565875, 0.7438456225938952, 0.022173899695805, 4.560919630873092, 0.2122097037850562, 0.0183199490409669, 4.60370047459475, 0.5040182198616111, 0.0221560639461457, 4.704128880432665, 0.0484742573541123, 0.0209125734374312, 4.800402075768634, 0.368928486647439, 0.0184483785123204, 4.965605369667567, 0.16563404454848, 0.0211686537473851, 5.39286507052426, 0.2899686364829954, 0.0188112156848843, 5.417742045158337, 0.0982997740153707, 0.0194707500540567, 2.584414158499923, 0.0013254180193248, 0.0211461466841771, 3.865831086410893, 0.1560793864188395, 0.0203518818403043, 5.198981220214942]|343628.3910407609655522|      0.03125000|[33166, 2212, 7, 560]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       8|[0.5995458417703126, 0.0217190997027616, 1.8873470047703234, 0.6531328675820448, 0.0234017290246963, 1.999780673743463, 1.2949864041826467, 0.0284312129338592, 2.118533293965026, -0.0176087845116384, 0.0230396675221407, 2.16506928042457, 1.2293763796024793, 0.026701680373325, 2.2212293181375222, 0.2184327851490154, 0.0194781576228807, 2.2806337655975404, 1.3357935346500847, 0.0293029242121019, 2.385064285201619, 4.504870165169358, 0.0553713027232397, 2.4882605258153254, 0.6584006968775515, 0.0225661827915986, 2.5622197704315433, 4.388365732356747, 0.0566533441639517, 2.706121980313091, 0.2297664722534756, 0.0191399620065342, 2.9400216192457336, 0.2347426016177303, 0.0202645915380225, 2.9669934128805435, 0.7104290030455174, 0.0231620044360262, 3.130633336778116, 0.2053618766729586, 0.0201851291596682, 3.2284079236799856, -0.0680176453685416, 0.0208697902194859, 3.2548599722844793, 1.379550793618829, 0.0308981598491332, 3.3830846819476323, 0.2422283821597536, 0.0211236115168663, 3.6669332102049803, 0.0625244022534905, 0.019424254009575, 3.721101376761408, 0.0137950163139782, 0.0184129254490554, 3.831392626185138, 0.4183602326600357, 0.0208865926591853, 3.9586778746347107, 0.263635346367324, 0.0223036314207818, 4.054515795180667, 0.8201051192437473, 0.0255508698834386, 4.173553135110292, 0.9643063282482716, 0.0261198057166586, 4.430109880770563, 0.7439220959782422, 0.0241087303667928, 4.560683792844515, 0.2117481055589588, 0.0187841845664791, 4.604258356148227, 0.5039199808068736, 0.0234223686222899, 4.7037234114502535, 0.0481165620798559, 0.0218991293352335, 4.800951926571698, 0.3688823088577352, 0.0187954930605391, 4.965622182908864, 0.1649764254194887, 0.0219064056105753, 5.393314790770459, 0.2900266083271012, 0.0200307029984544, 5.417843556673585, 0.0989808594729858, 0.0200128478235984, 2.5850777743205455, 0.0007749618113945, 0.0212260125351999, 3.8655221763168433, 0.1561433892857116, 0.0209931984090635, 5.198934080731543]|290197.0276832492672838|      0.06250000|[37905, 2527, 8, 640]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
       9|[0.5995458417703126, 0.0217190997027616, 1.8873470047703234, 0.6531328675820448, 0.0234017290246963, 1.999780673743463, 1.2949864041826467, 0.0284312129338592, 2.118533293965026, -0.0176087845116384, 0.0230396675221407, 2.16506928042457, 1.2293763796024793, 0.026701680373325, 2.2212293181375222, 0.2184327851490154, 0.0194781576228807, 2.2806337655975404, 1.3357935346500847, 0.0293029242121019, 2.385064285201619, 4.504870165169358, 0.0553713027232397, 2.4882605258153254, 0.6584006968775515, 0.0225661827915986, 2.5622197704315433, 4.388365732356747, 0.0566533441639517, 2.706121980313091, 0.2297664722534756, 0.0191399620065342, 2.9400216192457336, 0.2347426016177303, 0.0202645915380225, 2.9669934128805435, 0.7104290030455174, 0.0231620044360262, 3.130633336778116, 0.2053618766729586, 0.0201851291596682, 3.2284079236799856, -0.0680176453685416, 0.0208697902194859, 3.2548599722844793, 1.379550793618829, 0.0308981598491332, 3.3830846819476323, 0.2422283821597536, 0.0211236115168663, 3.6669332102049803, 0.0625244022534905, 0.019424254009575, 3.721101376761408, 0.0137950163139782, 0.0184129254490554, 3.831392626185138, 0.4183602326600357, 0.0208865926591853, 3.9586778746347107, 0.263635346367324, 0.0223036314207818, 4.054515795180667, 0.8201051192437473, 0.0255508698834386, 4.173553135110292, 0.9643063282482716, 0.0261198057166586, 4.430109880770563, 0.7439220959782422, 0.0241087303667928, 4.560683792844515, 0.2117481055589588, 0.0187841845664791, 4.604258356148227, 0.5039199808068736, 0.0234223686222899, 4.7037234114502535, 0.0481165620798559, 0.0218991293352335, 4.800951926571698, 0.3688823088577352, 0.0187954930605391, 4.965622182908864, 0.1649764254194887, 0.0219064056105753, 5.393314790770459, 0.2900266083271012, 0.0200307029984544, 5.417843556673585, 0.0989808594729858, 0.0200128478235984, 2.5850777743205455, 0.0007749618113945, 0.0212260125351999, 3.8655221763168433, 0.1561433892857116, 0.0209931984090635, 5.198934080731543]|290197.0276832492672838|      0.03125000|[42644, 2842, 9, 720]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
      10|[0.599437271942457, 0.0276269188449372, 1.8872650866190592, 0.6519059257265464, 0.0267143206550152, 1.999288906653017, 1.2940961568840164, 0.0342541214929216, 2.1163001222614355, -0.0179651342843429, 0.0225561681000887, 2.1645603831853126, 1.2284843101357443, 0.0329904645265534, 2.2207592463231416, 0.2182665083149938, 0.0193356618649992, 2.2804876684065256, 1.3351114995650513, 0.0355749400260782, 2.3802152672079626, 4.503510885373813, 0.0730646679201044, 2.4862233870958588, 0.6569279995710151, 0.0265535209255687, 2.5644673166726504, 4.387787894300127, 0.0719277083628616, 2.711426249486437, 0.2289859190800287, 0.0201583085688669, 2.9409755627217344, 0.2346649877367247, 0.0203297104032252, 2.966790203779049, 0.7097649737167909, 0.0276666701408051, 3.131211432420855, 0.2041442009734019, 0.0204182981512366, 3.2276485941175466, -0.0675860454130125, 0.0215099077689858, 3.2552339356739215, 1.3788983141812008, 0.0389711938659123, 3.38395084591575, 0.2430034853847018, 0.0216491812446545, 3.6667521929780964, 0.0623248784689926, 0.0200179404731031, 3.7206334489890467, 0.0135521403049017, 0.017972006439741, 3.8309966657939336, 0.4183547560817117, 0.0225175536837698, 3.9590751008739007, 0.2641689825511027, 0.0232561244410011, 4.054057847398448, 0.8202097361393371, 0.0297356001874476, 4.173584567959061, 0.9637779596887199, 0.0311680247126634, 4.4299928037162495, 0.7427213414503272, 0.0281265220797109, 4.560032066722259, 0.2118127484780036, 0.018992490807641, 4.60428002941919, 0.5034116559140412, 0.0258117843393947, 4.703495477398228, 0.0477950386190033, 0.0223992894494668, 4.801132492615729, 0.368361494522281, 0.0206830603530205, 4.965110609737776, 0.1657392132242447, 0.0213543799866737, 5.392687194101441, 0.2895459452785153, 0.0217597896937863, 5.418300608966041, 0.0971828168981596, 0.0204125218932359, 2.586010052827481, 0.0011935853199035, 0.0216138573789909, 3.8660878330765627, 0.1557932977761679, 0.0210987718908343, 5.1992176699976484]|261384.6465258771495428|      0.06250000|[47382, 3158, 10, 800]                                                     |  | used quadratic model with 5054 points | iterate success | actual_k=4
      11|[0.599437271942457, 0.0276269188449372, 1.8872650866190592, 0.6519059257265464, 0.0267143206550152, 1.999288906653017, 1.2940961568840164, 0.0342541214929216, 2.1163001222614355, -0.0179651342843429, 0.0225561681000887, 2.1645603831853126, 1.2284843101357443, 0.0329904645265534, 2.2207592463231416, 0.2182665083149938, 0.0193356618649992, 2.2804876684065256, 1.3351114995650513, 0.0355749400260782, 2.3802152672079626, 4.503510885373813, 0.0730646679201044, 2.4862233870958588, 0.6569279995710151, 0.0265535209255687, 2.5644673166726504, 4.387787894300127, 0.0719277083628616, 2.711426249486437, 0.2289859190800287, 0.0201583085688669, 2.9409755627217344, 0.2346649877367247, 0.0203297104032252, 2.966790203779049, 0.7097649737167909, 0.0276666701408051, 3.131211432420855, 0.2041442009734019, 0.0204182981512366, 3.2276485941175466, -0.0675860454130125, 0.0215099077689858, 3.2552339356739215, 1.3788983141812008, 0.0389711938659123, 3.38395084591575, 0.2430034853847018, 0.0216491812446545, 3.6667521929780964, 0.0623248784689926, 0.0200179404731031, 3.7206334489890467, 0.0135521403049017, 0.017972006439741, 3.8309966657939336, 0.4183547560817117, 0.0225175536837698, 3.9590751008739007, 0.2641689825511027, 0.0232561244410011, 4.054057847398448, 0.8202097361393371, 0.0297356001874476, 4.173584567959061, 0.9637779596887199, 0.0311680247126634, 4.4299928037162495, 0.7427213414503272, 0.0281265220797109, 4.560032066722259, 0.2118127484780036, 0.018992490807641, 4.60428002941919, 0.5034116559140412, 0.0258117843393947, 4.703495477398228, 0.0477950386190033, 0.0223992894494668, 4.801132492615729, 0.368361494522281, 0.0206830603530205, 4.965110609737776, 0.1657392132242447, 0.0213543799866737, 5.392687194101441, 0.2895459452785153, 0.0217597896937863, 5.418300608966041, 0.0971828168981596, 0.0204125218932359, 2.586010052827481, 0.0011935853199035, 0.0216138573789909, 3.8660878330765627, 0.1557932977761679, 0.0210987718908343, 5.1992176699976484]|261384.6465258771495428|      0.03125000|[52121, 3473, 11, 880]                                                     |  | used quadratic model with 5054 points | iterate failure | actual_k=4
