k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.8886911867938218, 0.8893892783171901, 0.8873406610243483, 0.8875998392659238, 0.8877213156956222, 0.8874381988428021, 0.8878340262039492, 0.8877507941436598, 0.8870592199169441, 0.8886592087556436, 1.0412325010079797, 0.6539637736588662, 0.9887416683091205, 0.9880738253499255, 0.9882460227555461, 0.9885005793285426, 0.9745795379130959, 0.9650960850062578, 0.9795496801398824, 0.9946766702126414, 0.9910592175934506, 0.9917531557865259]|  1.3729269504547119|      1.00000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[0.8886911867938218, 0.8893892783171901, 0.8873406610243483, 0.8875998392659238, 0.8877213156956222, 0.8874381988428021, 0.8878340262039492, 0.8877507941436598, 0.8870592199169441, 0.8886592087556436, 1.0412325010079797, 0.6539637736588662, 0.9887416683091205, 0.9880738253499255, 0.9882460227555461, 0.9885005793285426, 0.9745795379130959, 0.9650960850062578, 0.9795496801398824, 0.9946766702126414, 0.9910592175934506, 0.9917531557865259]|  1.3729269504547119|      0.50000000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.7770234006078901, 0.7781269085717153, 0.7740771098741773, 0.774755065874975, 0.7750333614257774, 0.7742974342500796, 0.7751118333430929, 0.7751976249978069, 0.7736405642781298, 0.7767962774473679, 1.0737721136720695, 0.3093528651276966, 0.9763083101442988, 0.9750102892008562, 0.9752952682856622, 0.9757767519006371, 0.9471050018450202, 0.9276715195123825, 0.9573998266688756, 0.9885168557851568, 0.9811023730036516, 0.9825945871197675]|  1.2271870374679565|      1.00000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[0.7770234006078901, 0.7781269085717153, 0.7740771098741773, 0.774755065874975, 0.7750333614257774, 0.7742974342500796, 0.7751118333430929, 0.7751976249978069, 0.7736405642781298, 0.7767962774473679, 1.0737721136720695, 0.3093528651276966, 0.9763083101442988, 0.9750102892008562, 0.9752952682856622, 0.9757767519006371, 0.9471050018450202, 0.9276715195123825, 0.9573998266688756, 0.9885168557851568, 0.9811023730036516, 0.9825945871197675]|  1.2271870374679565|      0.50000000|[626, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.6637902423141591, 0.6659625018671012, 0.6594945530583534, 0.6607236224251407, 0.6610878193815903, 0.659781883002803, 0.6609359245052117, 0.6611381626072533, 0.6590150901118036, 0.6637669038401184, 1.0964879887280954, -0.0307477789433233, 0.9626586155556212, 0.9604757886790286, 0.9606916401204212, 0.9616460318922448, 0.9170836912268344, 0.8869963988866733, 0.9332541801097753, 0.9814376757143816, 0.9700145654520164, 0.9725671077386581]|  1.0930489301681519|      1.00000000|[751, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[0.6637902423141591, 0.6659625018671012, 0.6594945530583534, 0.6607236224251407, 0.6610878193815903, 0.659781883002803, 0.6609359245052117, 0.6611381626072533, 0.6590150901118036, 0.6637669038401184, 1.0964879887280954, -0.0307477789433233, 0.9626586155556212, 0.9604757886790286, 0.9606916401204212, 0.9616460318922448, 0.9170836912268344, 0.8869963988866733, 0.9332541801097753, 0.9814376757143816, 0.9700145654520164, 0.9725671077386581]|  1.0930489301681519|      0.50000000|[876, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.5481739210708844, 0.5511202859393194, 0.5421347564802643, 0.5442973103967561, 0.5444870481717173, 0.542621744937088, 0.5441514506251951, 0.544493882633372, 0.5419894677247159, 0.5480027804516158, 1.1086994601680569, -0.3609565779571688, 0.9473473314860319, 0.9441137510738163, 0.9443606205150027, 0.9455680030870538, 0.8837747368710395, 0.8418957420321969, 0.9060251882473075, 0.9732588285063085, 0.9575837501955625, 0.961080781657688]|  0.9720300436019897|      1.00000000|[1001, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[0.5481739210708844, 0.5511202859393194, 0.5421347564802643, 0.5442973103967561, 0.5444870481717173, 0.542621744937088, 0.5441514506251951, 0.544493882633372, 0.5419894677247159, 0.5480027804516158, 1.1086994601680569, -0.3609565779571688, 0.9473473314860319, 0.9441137510738163, 0.9443606205150027, 0.9455680030870538, 0.8837747368710395, 0.8418957420321969, 0.9060251882473075, 0.9732588285063085, 0.9575837501955625, 0.961080781657688]|  0.9720300436019897|      0.50000000|[1126, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.5481739210708844, 0.5511202859393194, 0.5421347564802643, 0.5442973103967561, 0.5444870481717173, 0.542621744937088, 0.5441514506251951, 0.544493882633372, 0.5419894677247159, 0.5480027804516158, 1.1086994601680569, -0.3609565779571688, 0.9473473314860319, 0.9441137510738163, 0.9443606205150027, 0.9455680030870538, 0.8837747368710395, 0.8418957420321969, 0.9060251882473075, 0.9732588285063085, 0.9575837501955625, 0.961080781657688]|  0.9720300436019897|      0.25000000|[1251, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.4888413332813911, 0.4923621017676826, 0.4820586284094189, 0.4846846666384919, 0.4850335989238521, 0.4826128955596851, 0.4842267783355543, 0.485014537137085, 0.4821450751360943, 0.4887536131713787, 1.1088586518538488, -0.520151820986621, 0.9386217736763885, 0.9349330533691549, 0.9351465987326418, 0.9364344618651274, 0.8650274981867105, 0.8166549842372005, 0.8907686911691843, 0.9684669749243975, 0.950510967509957, 0.954617812343667]|  0.9163182377815247|      0.50000000|[1376, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
