k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7868813723325729, 0.761389946937561]                                         |  2.8762657642364502|      2.00000000|[4, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.7868813723325729, 0.761389946937561]                                         |  2.8762657642364502|      1.00000000|[7, 0, 1, 3]                                                               |  | used linear model with 4 points | iterate failure | actual_k=0
       3|[0.3541756421327591, 0.5808868616819381]                                        |  0.4734365940093994|      2.00000000|[11, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[0.3541756421327591, 0.5808868616819381]                                        |  0.4734365940093994|      1.00000000|[14, 0, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[0.1760093122720718, -0.1065203338861466]                                       |  0.0039683999493718|      2.00000000|[18, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[0.1760093122720718, -0.1065203338861466]                                       |  0.0039683999493718|      1.00000000|[21, 0, 3, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       7|[-0.0777874141931534, -0.1108487864024937]                                      |  0.0007114839390852|      2.00000000|[25, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[-0.0777874141931534, -0.1108487864024937]                                      |  0.0007114839390852|      1.00000000|[28, 0, 4, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[-0.0777874141931534, -0.1108487864024937]                                      |  0.0007114839390852|      0.50000000|[32, 0, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[-0.1166207231581211, 0.0054215322248637]                                       |  0.0005557142430916|      1.00000000|[36, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[-0.1166207231581211, 0.0054215322248637]                                       |  0.0005557142430916|      0.50000000|[39, 0, 6, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[-0.1166207231581211, 0.0054215322248637]                                       |  0.0005557142430916|      0.25000000|[43, 0, 6, 18]                                                             |  | used linear model with 4 points | actual_k=0
      13|[0.0269481353461742, -0.0280658845789731]                                       |  0.0000045875431169|      0.50000000|[46, 0, 6, 19]                                                             | | GPS sucess | actual_k=0
      14|[0.0269481353461742, -0.0280658845789731]                                       |  0.0000045875431169|      0.25000000|[49, 0, 6, 20]                                                             |  | used linear model with 4 points | actual_k=0
