k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, 0.4285365343093872]                                        |  0.6568237543106079|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1793725490570068, 0.4285365343093872]                                        |  0.6568237543106079|      1.00000000|[5, 0, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       3|[0.1793725490570068, 0.4285365343093872]                                        |  0.6568237543106079|      0.50000000|[8, 0, 1, 4]                                                               |  | used linear model with 3 points | actual_k=0
       4|[0.1793725490570068, 0.4285365343093872]                                        |  0.6568237543106079|      0.25000000|[10, 0, 2, 6]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       5|[0.3690197467803955, 0.2656441181898117]                                        |  0.5139227509498596|      0.50000000|[13, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-0.1043745279312134, 0.4265722930431366]                                       |  0.3869511783123016|      1.00000000|[15, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[-0.1043745279312134, 0.4265722930431366]                                       |  0.3869511783123016|      0.50000000|[17, 0, 3, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[-0.5925695300102234, 0.3185644745826721]                                       |  0.3391163647174835|      1.00000000|[20, 0, 3, 11]                                                             | | GPS sucess | actual_k=0
       9|[0.3919591307640076, 0.1433412134647369]                                        |  0.3339033126831055|      2.00000000|[22, 0, 3, 12]                                                             | | GPS sucess | actual_k=0
      10|[0.3919591307640076, 0.1433412134647369]                                        |  0.3339033126831055|      1.00000000|[24, 0, 4, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      11|[0.3919591307640076, 0.1433412134647369]                                        |  0.3339033126831055|      0.50000000|[27, 0, 5, 16]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      12|[0.0671148896217346, -0.2367590367794037]                                       |  0.0732438936829567|      1.00000000|[30, 0, 5, 17]                                                             | | GPS sucess | actual_k=0
      13|[0.0671148896217346, -0.2367590367794037]                                       |  0.0732438936829567|      0.50000000|[32, 0, 5, 18]                                                             |  | used linear model with 3 points | actual_k=0
      14|[0.0671148896217346, -0.2367590367794037]                                       |  0.0732438936829567|      0.25000000|[34, 0, 6, 20]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
