k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1689225733280182, -0.0797505155205727, 0.0417982563376427, 0.2609821557998657, -0.1350850164890289, 0.128651887178421, -0.0829395055770874, 0.5374134182929993, -0.2609802782535553, -0.3538645207881927, 0.0713710933923721, -0.3652447164058685, 0.0248369537293911, -0.0490060299634933, 0.1551743000745773, 0.1434618830680847, -0.0870019569993019, -0.1185009032487869, 0.0134516842663288, -0.184427335858345, 0.1053260341286659, -0.3440173864364624]| 14.3303585052490234|      2.00000000|[28, 11, 0, 1]                                                             | | GPS sucess | actual_k=16
       2|[0.8729594647884369, -0.3314631655812263, 0.5103322491049767, 0.7668511271476746, -0.1107017509639263, -0.0093640685081482, 0.0956016033887863, 0.6036762744188309, -1.4951054155826569, -0.7841979563236237, -0.1947708278894424, -0.4191219843924046, 0.1625739000737667, 0.2186597138643265, 0.2732947915792465, 0.432502806186676, 0.0106785446405411, -0.4941705018281937, 0.4021868295967579, -0.2316191531717777, 0.8978181853890419, -0.4305038303136826]| 12.9166030883789062|      4.00000000|[56, 21, 0, 2]                                                             | | GPS sucess | actual_k=16
       3|[1.3217946290969849, -1.6430334523320198, 0.9027276858687401, 1.9243423342704773, 1.366524863988161, -0.2988990247249603, 0.2980059832334518, -0.4915069788694382, -2.2230590879917145, -0.8544301092624664, 0.1355305463075638, -0.3257219977676868, 0.4360912702977657, -0.3593855351209641, 1.0980750173330307, -0.2934952974319458, -0.6984923928976059, -2.0796741992235184, 1.0204606242477894, -1.4241772033274174, 1.5481683984398842, -1.6815169900655746]| 12.1497974395751953|      8.00000000|[84, 31, 0, 3]                                                             | | GPS sucess | actual_k=16
       4|[0.5700961351394653, -2.5536581948399544, -0.1518686190247536, 2.9459404349327087, 2.0476670153439045, -1.4116497933864594, 1.0866021364927292, -1.426762506365776, 0.2509993016719818, 0.0713019669055939, -1.449789211153984, 1.4837302975356579, 3.1075504682958126, 3.0359127074480057, 2.2191483825445175, 2.303954243659973, 0.6897666603326797, -2.7130145579576492, 1.0327195348218083, -4.859936747699976, 1.4171538278460503, 0.2335217148065567]| 12.1408653259277344|     16.00000000|[110, 43, 0, 4]                                                            | | GPS sucess | actual_k=16
       5|[0.5700961351394653, -2.5536581948399544, -0.1518686190247536, 2.9459404349327087, 2.0476670153439045, -1.4116497933864594, 1.0866021364927292, -1.426762506365776, 0.2509993016719818, 0.0713019669055939, -1.449789211153984, 1.4837302975356579, 3.1075504682958126, 3.0359127074480057, 2.2191483825445175, 2.303954243659973, 0.6897666603326797, -2.7130145579576492, 1.0327195348218083, -4.859936747699976, 1.4171538278460503, 0.2335217148065567]| 12.1408653259277344|      8.00000000|[138, 53, 0, 5]                                                            |  | used linear model with 39 points | actual_k=16
       6|[0.5700961351394653, -2.5536581948399544, -0.1518686190247536, 2.9459404349327087, 2.0476670153439045, -1.4116497933864594, 1.0866021364927292, -1.426762506365776, 0.2509993016719818, 0.0713019669055939, -1.449789211153984, 1.4837302975356579, 3.1075504682958126, 3.0359127074480057, 2.2191483825445175, 2.303954243659973, 0.6897666603326797, -2.7130145579576492, 1.0327195348218083, -4.859936747699976, 1.4171538278460503, 0.2335217148065567]| 12.1408653259277344|      4.00000000|[165, 64, 0, 6]                                                            |  | used linear model with 39 points | actual_k=16
       7|[0.5700961351394653, -2.5536581948399544, -0.1518686190247536, 2.9459404349327087, 2.0476670153439045, -1.4116497933864594, 1.0866021364927292, -1.426762506365776, 0.2509993016719818, 0.0713019669055939, -1.449789211153984, 1.4837302975356579, 3.1075504682958126, 3.0359127074480057, 2.2191483825445175, 2.303954243659973, 0.6897666603326797, -2.7130145579576492, 1.0327195348218083, -4.859936747699976, 1.4171538278460503, 0.2335217148065567]| 12.1408653259277344|      2.00000000|[192, 75, 0, 7]                                                            |  | used linear model with 39 points | actual_k=16
       8|[0.5742279617115855, -2.7616946920752525, -0.4398698285222054, 2.954247921705246, 1.2964919097721577, -1.1412912011146545, 1.7411860674619675, -1.277999758720398, 0.536400318145752, 0.3270595669746399, -1.5267844945192337, 1.9045022241771221, 3.0105608589947224, 2.74018095433712, 0.9413611739873886, 2.6508652567863464, 1.2426600605249405, -2.7187163438647985, 0.5661298455670476, -4.893712867051363, 1.6360622867941856, 0.0506674945354462]| 12.1405773162841797|      4.00000000|[219, 86, 0, 8]                                                            | | GPS sucess | actual_k=16
       9|[-0.248371091671288, -1.8571600541472435, 0.0350691303610802, 3.457931727170944, 1.4362489618360996, -2.021198034286499, 1.3518952876329422, -1.8421505689620972, 0.1421864032745361, -0.4313716292381287, -0.1644516736268997, 0.7531251423060894, 2.80616532638669, 4.5616071075201035, 0.3333870023488998, 2.913409948348999, 1.2256213445216417, -3.5263245310634375, 1.1370319547131658, -3.007866967469454, 1.1088943108916283, -0.4385703802108765]| 12.1391420364379883|      8.00000000|[246, 97, 0, 9]                                                            | | GPS sucess | actual_k=16
      10|[-0.248371091671288, -1.8571600541472435, 0.0350691303610802, 3.457931727170944, 1.4362489618360996, -2.021198034286499, 1.3518952876329422, -1.8421505689620972, 0.1421864032745361, -0.4313716292381287, -0.1644516736268997, 0.7531251423060894, 2.80616532638669, 4.5616071075201035, 0.3333870023488998, 2.913409948348999, 1.2256213445216417, -3.5263245310634375, 1.1370319547131658, -3.007866967469454, 1.1088943108916283, -0.4385703802108765]| 12.1391420364379883|      4.00000000|[275, 106, 0, 10]                                                          |  | used linear model with 39 points | actual_k=16
      11|[-1.0696669491007924, -3.1710731610655785, -0.8391556516289711, 4.383660763502121, 0.8829600252211094, -3.086161255836487, 1.0112132281064987, -1.684977576136589, 0.7421469688415527, 0.7985966801643372, -1.3566166907548904, 0.993605237454176, 2.7238117419183254, 4.16246922314167, 0.6655757874250412, 4.765590190887451, 0.0292903203517199, -4.195852359756827, 2.0752811254933476, -2.5305263586342335, 1.6975446566939354, -0.5001655854284763]| 12.1364736557006836|      8.00000000|[301, 118, 0, 11]                                                          | | GPS sucess | actual_k=16
