k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5489702820777893, 0.1163929924368858, 0.328338623046875, 0.7496638894081116, 0.1525867283344269, 0.4345364570617676, 0.6576316952705383, 0.4257676005363464, -0.1848170608282089, -0.505072295665741, -0.7533788084983826, -0.0325717180967331, 0.4159857630729675, -0.2395432144403458, 0.0127339018508792, -0.188658282160759, 0.1669849455356598, 0.0615657716989517, 0.7095125317573547, -0.0780480951070786, -0.7219283580780029, 0.0546883046627045]| 13.1938056945800781|      2.00000000|[276, 0, 0, 5]                                                             | | GPS sucess | actual_k=0
       2|[1.4865984320640564, -0.8785356655716896, 0.0630630850791931, 1.9656597971916199, 0.6158641576766968, 0.8237944841384888, 2.971694052219391, 0.2818116545677185, -0.6534711569547653, 0.02687007188797, -1.6310670971870422, 0.8075411468744278, 0.0315293073654175, 0.0077513158321381, -0.4831619309261441, 0.5564041286706924, 0.8861201703548431, -1.142287716269493, 0.076627790927887, -0.7028587907552719, -0.1598920822143555, 0.9368697106838226]| 12.1457376480102539|      4.00000000|[551, 0, 0, 10]                                                            | | GPS sucess | actual_k=0
       3|[0.4699479937553406, -2.478972353041172, 3.123788058757782, 2.353212296962738, 0.3300265371799469, 2.5649526119232178, 5.08438903093338, 1.57584148645401, -1.4915255159139633, -3.0627796053886414, 0.687644898891449, 0.1906657367944717, -1.0318052768707275, 0.785640150308609, -0.2543243961408734, -0.6021079868078232, 1.9678227603435516, -2.993693694472313, 0.3072132915258408, 1.5806971937417984, 3.3925797939300537, 0.8173449337482452]| 12.1410789489746094|      8.00000000|[826, 0, 0, 15]                                                            | | GPS sucess | actual_k=0
       4|[-1.4385064244270325, -1.6394447460770607, 3.5604848861694336, 3.815311014652252, -3.1708734929561615, -0.3522047996520996, 5.416125148534775, 3.3000375628471375, -2.9305126518011093, -2.073127865791321, 1.5671916007995605, -2.922981485724449, -2.982792019844055, -0.024436742067337, -1.6487142639234662, -2.854285940527916, 2.36355784535408, -3.269029602408409, -1.8764801174402237, 0.0946657806634903, 4.4908447265625, 0.5674456655979156]| 12.1361370086669922|     16.00000000|[1101, 0, 0, 20]                                                           | | GPS sucess | actual_k=0
       5|[-2.426509916782379, -7.616913236677647, 6.154991626739502, 4.4271188378334045, -4.287456601858139, 1.8024673461914062, 8.464178651571274, 4.264029145240784, -4.669434532523155, -1.35338693857193, -0.6779778003692627, -5.653591141104698, -0.2531803846359253, 1.9394799172878265, -6.150184352882206, -9.70182679593563, -1.0388154685497284, 1.7468371540307999, 3.0230464786291122, 0.8769717961549759, 9.923933029174805, -2.705023854970932]| 12.1306142807006836|     32.00000000|[1376, 0, 0, 25]                                                           | | GPS sucess | actual_k=0
       6|[-5.5296414494514465, -10.27493492513895, 0.6716127395629883, 7.986705839633942, -12.348575681447983, 3.0893653631210327, 10.235705584287643, 4.9690961837768555, -2.581930384039879, 0.5828121304512024, -4.449835777282715, -5.369235619902611, -0.6457891464233398, -3.335078626871109, -3.2909767227247357, -5.288559660315514, -1.5764112770557404, -4.292529568076134, 3.392611488699913, 3.2166407853364944, 10.463371932506561, -0.3410819470882416]| 12.1222066879272461|     64.00000000|[1651, 0, 0, 30]                                                           | | GPS sucess | actual_k=0
       7|[-9.589588463306427, -25.940826572477818, 5.1891584396362305, 11.357624590396881, -4.882097810506821, 10.279063105583191, -0.218101292848587, -4.11098575592041, 1.6654036194086075, -1.0694436430931091, -1.525871992111206, -7.344628915190697, -1.294873058795929, 8.24831447005272, -0.2464367942884564, -3.6008535474538803, 0.5724098384380341, -17.118727192282677, -4.197640910744667, 2.152710273861885, 5.807693183422089, 0.9519582092761993]| 12.1060237884521484|    128.00000000|[1926, 0, 0, 35]                                                           | | GPS sucess | actual_k=0
       8|[-19.88148146867752, -55.38150230795145, -10.504692077636719, 23.933827936649323, -5.175451695919037, -2.310909390449524, -2.3132074177265167, -23.475762367248535, -19.325898870825768, -12.017468392848969, 18.260850191116333, 2.721450224518776, -10.459609806537628, 19.343803972005844, 3.395034591667354, -27.54941426217556, 13.30341550707817, -20.49028991162777, 1.9367723315954208, 0.9437694102525711, 16.606245696544647, -1.1718339622020721]| 12.0896759033203125|    256.00000000|[2201, 0, 0, 40]                                                           | | GPS sucess | actual_k=0
       9|[-44.79607230424881, -91.62858406454325, 32.044090270996094, 39.27736622095108, 12.030850946903229, 54.193076968193054, -53.77235201001167, 108.37380123138428, -86.96761487424374, -33.91163343191147, 1.7785618305206299, 91.86063326895237, -92.78543835878372, 15.98859915137291, 67.5337675018236, 20.004376783967018, 21.111277788877487, 38.53003479540348, 51.33560274541378, -18.53068356215954, -55.587800323963165, 3.5701794922351837]| 12.0208816528320312|    512.00000000|[2476, 0, 0, 45]                                                           | | GPS sucess | actual_k=0
      10|[-187.87422782182693, -528.3519727364182, 154.22460174560547, 157.75057178735733, -33.496019780635834, -461.5447770357132, 151.5845510661602, 68.0068769454956, 198.85327745974064, 83.78409105539322, -35.50260043144226, 249.5537790209055, 280.18950670957565, -316.78135934472084, 23.554004470817745, 123.14478816092014, -70.52977445721626, -60.92038939893246, 208.4439096301794, 25.78347583115101, 45.67085140943527, 242.61946538090706]| 11.8298339843750000|   1024.00000000|[2751, 0, 0, 50]                                                           | | GPS sucess | actual_k=0
      11|[-239.28662711381912, -306.35478035360575, 60.411415100097656, 201.06109577417374, 155.91467052698135, -295.90792095661163, 314.9461691081524, -44.95554828643799, 564.2570250183344, 260.94090563058853, 130.0917751789093, 232.36509646475315, 373.5905458331108, 119.31898245215416, 392.09016780089587, 489.1308111101389, 241.60074922442436, -326.7042639106512, 378.4485940784216, 95.96350665390491, 89.73365277051926, 108.13626530766487]| 11.4432716369628906|   2048.00000000|[3026, 0, 0, 55]                                                           | | GPS sucess | actual_k=0
