k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, 4.428536534309387]                                         | 50.5883178710937500|      2.00000000|[4, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      4.00000000|[7, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      2.00000000|[10, 0, 1, 4]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      1.00000000|[14, 0, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      0.50000000|[18, 0, 3, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      0.25000000|[22, 0, 4, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       7|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      0.12500000|[26, 0, 5, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[0.2237890735268593, 6.306411862373352]                                         |  2.7873094081878662|      0.25000000|[30, 0, 5, 13]                                                             | | GPS sucess | actual_k=0
       9|[0.2237890735268593, 6.306411862373352]                                         |  2.7873094081878662|      0.12500000|[33, 0, 6, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[0.2541048675775528, 6.185143761336803]                                         |  1.9022614955902100|      0.25000000|[37, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[0.2541048675775528, 6.185143761336803]                                         |  1.9022614955902100|      0.12500000|[40, 0, 7, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[0.2541048675775528, 6.185143761336803]                                         |  1.9022614955902100|      0.06250000|[44, 0, 8, 20]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
