k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.083629846572876, 0.5162221789360046]                                         |  4.3949484825134277|      2.00000000|[5, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[0.0358530282974243, -0.1818673014640808]                                       |  0.0489735305309296|      4.00000000|[10, 3, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[0.0358530282974243, -0.1818673014640808]                                       |  0.0489735305309296|      2.00000000|[15, 4, 1, 7]                                                              |  | used quadratic model with 7 points | iterate failure | actual_k=1
       4|[0.0358530282974243, -0.1818673014640808]                                       |  0.0489735305309296|      1.00000000|[20, 6, 2, 10]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=1
       5|[0.0358530282974243, -0.1818673014640808]                                       |  0.0489735305309296|      0.50000000|[25, 8, 2, 12]                                                             |  | used quadratic model with 7 points | actual_k=1
       6|[0.0358530282974243, -0.1818673014640808]                                       |  0.0489735305309296|      0.25000000|[29, 10, 3, 15]                                                            |  | used quadratic model with 7 points | iterate failure | actual_k=1
       7|[0.25579833984375, -0.1680465554818511]                                         |  0.0359094366431236|      0.50000000|[34, 12, 3, 17]                                                            | | GPS sucess | actual_k=1
       8|[0.0523984879255295, -0.1214227816089988]                                       |  0.0178456548601389|      1.00000000|[38, 14, 3, 19]                                                            | | GPS sucess | actual_k=1
       9|[0.0523984879255295, -0.1214227816089988]                                       |  0.0178456548601389|      0.50000000|[42, 16, 4, 22]                                                            |  | used quadratic model with 7 points | iterate failure | actual_k=1
