k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8206274509429932, 0.5714634656906128]                                        |  3.6024022102355957|      2.00000000|[2, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.8206274509429932, 0.5714634656906128]                                        |  3.6024022102355957|      1.00000000|[4, 1, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[0.8206274509429932, 0.5714634656906128]                                        |  3.6024022102355957|      0.50000000|[7, 1, 2, 5]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[0.3452988961728405, 0.7265852405003344]                                        |  1.4253452657702190|      1.00000000|[9, 2, 3, 7]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       5|[0.3452988961728405, 0.7265852405003344]                                        |  1.4253452657702190|      0.50000000|[12, 2, 4, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[0.3452988961728405, 0.7265852405003344]                                        |  1.4253452657702190|      0.25000000|[15, 2, 5, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.3452988961728405, 0.7265852405003344]                                        |  1.4253452657702190|      0.12500000|[18, 2, 6, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[0.467347646692593, 0.7535871951154505]                                         |  0.5730203390121460|      0.25000000|[21, 2, 6, 14]                                                             | | GPS sucess | actual_k=1
       9|[0.467347646692593, 0.7535871951154505]                                         |  0.5730203390121460|      0.12500000|[22, 3, 7, 16]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[0.467347646692593, 0.7535871951154505]                                         |  0.5730203390121460|      0.06250000|[24, 4, 8, 18]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[0.5046596849354099, 0.7034467732778822]                                        |  0.4173227846622467|      0.12500000|[27, 4, 8, 19]                                                             | | GPS sucess | actual_k=1
      12|[0.5046596849354099, 0.7034467732778822]                                        |  0.4173227846622467|      0.06250000|[28, 5, 9, 21]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
