k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, 4.428536534309387]                                         | 50.5883178710937500|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      4.00000000|[5, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      2.00000000|[7, 0, 1, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       4|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      1.00000000|[10, 0, 2, 6]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       5|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      0.50000000|[13, 0, 3, 8]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       6|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      0.25000000|[16, 0, 4, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       7|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      0.12500000|[19, 0, 5, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[0.1967871189117432, 6.428460597991943]                                         |  4.4406228065490723|      0.06250000|[22, 0, 6, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[0.2583201602101326, 6.417509144172072]                                         |  3.5148978233337402|      0.12500000|[25, 0, 6, 15]                                                             | | GPS sucess | actual_k=0
      10|[0.2583201602101326, 6.417509144172072]                                         |  3.5148978233337402|      0.06250000|[27, 0, 7, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      11|[0.2210081219673157, 6.467649566009641]                                         |  2.3505983352661133|      0.12500000|[30, 0, 7, 18]                                                             | | GPS sucess | actual_k=0
      12|[0.2210081219673157, 6.467649566009641]                                         |  2.3505983352661133|      0.06250000|[32, 0, 8, 20]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
