k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1693602204322815, 0.1237940266728401]                                        | 50.0168838500976562|      2.00000000|[5, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[1.1693602204322815, 0.1237940266728401]                                        | 50.0168838500976562|      1.00000000|[10, 3, 1, 5]                                                              |  | used quadratic model with 7 points | iterate failure | actual_k=1
       3|[0.6434663534164429, 0.4385117068886757]                                        | 31.6824684143066406|      2.00000000|[16, 4, 1, 7]                                                              | | GPS sucess | actual_k=1
       4|[0.6434663534164429, 0.4385117068886757]                                        | 31.6824684143066406|      1.00000000|[20, 6, 2, 10]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=1
       5|[0.6899441219866276, 1.140600062906742]                                         | 11.2008152008056641|      2.00000000|[25, 8, 2, 12]                                                             | | GPS sucess | actual_k=1
       6|[0.9187998212873936, 0.7201202288269997]                                        |  6.8752670288085938|      4.00000000|[29, 10, 2, 14]                                                            | | GPS sucess | actual_k=1
       7|[-1.0868654809892178, 1.4149495139718056]                                       |  2.6654186248779297|      8.00000000|[33, 12, 2, 16]                                                            | | GPS sucess | actual_k=1
       8|[-1.0868654809892178, 1.4149495139718056]                                       |  2.6654186248779297|      4.00000000|[37, 14, 3, 19]                                                            |  | used quadratic model with 7 points | iterate failure | actual_k=1
       9|[-1.0868654809892178, 1.4149495139718056]                                       |  2.6654186248779297|      2.00000000|[42, 16, 4, 22]                                                            |  | used quadratic model with 7 points | iterate failure | actual_k=1
