k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9341647252440453, 1.1034225076436996, 1.1868469566106796, 0.6918934285640717, 0.8994680643081665, 0.8061301112174988, 0.9255438148975372, 0.5652574002742767, 0.9842644911259413, 0.6621399521827698, 0.7686032503843307, 0.6821156144142151, 0.8699544668197632, 0.863540530204773, 1.1394546627998352, 1.3647434413433075, 0.7737133949995041, 0.9193960502743721, 0.8771092742681503, 1.2283922135829926, 0.9172440096735954, 0.8448731154203415]|  1.3757127523422241|      2.00000000|[36, 3, 0, 1]                                                              | | GPS sucess | actual_k=8
       2|[0.8312527909874916, 0.4573922604322433, 1.0790046602487564, 0.1436969339847565, 0.7764334231615067, 1.1225670874118805, 0.4236262142658234, 0.0797832608222961, 0.9419071692973375, 0.8130732178688049, 0.9234239608049393, 0.3103816211223602, 1.4425121545791626, 1.5140590071678162, 0.5250157117843628, 1.1335148513317108, 0.4654074758291245, 0.8889422342181206, 1.3821648210287094, 0.295551985502243, 1.0236473679542542, 0.6088098138570786]|  1.1695077419281006|      4.00000000|[68, 9, 0, 2]                                                              | | GPS sucess | actual_k=8
       3|[-0.3797267898917198, -0.7707246094942093, 0.4346152693033218, 0.1266983970999718, -0.3803661316633224, 1.2869596779346466, -0.1304571330547333, -0.4139819741249084, 1.5073164124041796, 0.5711215734481812, -0.0420158952474594, -1.8479907810688019, 0.987121194601059, 1.0385935604572296, -0.7628577947616577, 0.7021673321723938, 0.0648597627878189, 0.466878168284893, 0.5264412015676498, -0.5506260693073273, 0.6158756017684937, -0.093736007809639]|  0.7145203948020935|      8.00000000|[100, 15, 0, 3]                                                            | | GPS sucess | actual_k=8
       4|[1.0445861592888832, -1.0340103656053543, 0.4956873133778572, 0.3180699869990349, -1.4139680117368698, -3.883069008588791, -0.9100485742092133, -1.7286551594734192, 2.7157894987612963, -1.0150351524353027, 1.3135937601327896, -2.259838104248047, -1.0854202806949615, 0.1108978092670441, 3.0233718156814575, 0.4096247255802155, 0.0693486877717078, -1.032735951244831, 0.7011875212192535, 0.2474627792835236, 0.1445854902267456, 1.6466021984815598]|  0.6950325369834900|     16.00000000|[132, 21, 0, 4]                                                            | | GPS sucess | actual_k=8
       5|[-5.022199176251888, 0.8825499266386032, -5.1715342327952385, -1.4378109648823738, -3.194425508379936, 1.6201691925525665, -0.3906903564929962, -1.8564663976430893, -0.6067822556942701, 0.1086446046829224, -0.573009118437767, -5.340765953063965, 4.186259597539902, 0.3563792556524277, 1.7779655456542969, -2.856651872396469, -2.341586714144796, 0.2596850320696831, 4.07125797867775, 4.423097640275955, -1.3261263370513916, 8.182303950190544]|  0.6332325339317322|     32.00000000|[165, 26, 0, 5]                                                            | | GPS sucess | actual_k=8
       6|[-5.022199176251888, 0.8825499266386032, -5.1715342327952385, -1.4378109648823738, -3.194425508379936, 1.6201691925525665, -0.3906903564929962, -1.8564663976430893, -0.6067822556942701, 0.1086446046829224, -0.573009118437767, -5.340765953063965, 4.186259597539902, 0.3563792556524277, 1.7779655456542969, -2.856651872396469, -2.341586714144796, 0.2596850320696831, 4.07125797867775, 4.423097640275955, -1.3261263370513916, 8.182303950190544]|  0.6332325339317322|     16.00000000|[197, 32, 0, 6]                                                            |  | used linear model with 39 points | actual_k=8
       7|[-5.022199176251888, 0.8825499266386032, -5.1715342327952385, -1.4378109648823738, -3.194425508379936, 1.6201691925525665, -0.3906903564929962, -1.8564663976430893, -0.6067822556942701, 0.1086446046829224, -0.573009118437767, -5.340765953063965, 4.186259597539902, 0.3563792556524277, 1.7779655456542969, -2.856651872396469, -2.341586714144796, 0.2596850320696831, 4.07125797867775, 4.423097640275955, -1.3261263370513916, 8.182303950190544]|  0.6332325339317322|      8.00000000|[229, 38, 0, 7]                                                            |  | used linear model with 39 points | actual_k=8
       8|[-5.022199176251888, 0.8825499266386032, -5.1715342327952385, -1.4378109648823738, -3.194425508379936, 1.6201691925525665, -0.3906903564929962, -1.8564663976430893, -0.6067822556942701, 0.1086446046829224, -0.573009118437767, -5.340765953063965, 4.186259597539902, 0.3563792556524277, 1.7779655456542969, -2.856651872396469, -2.341586714144796, 0.2596850320696831, 4.07125797867775, 4.423097640275955, -1.3261263370513916, 8.182303950190544]|  0.6332325339317322|      4.00000000|[262, 43, 0, 8]                                                            |  | used linear model with 39 points | actual_k=8
       9|[-5.593663416802883, 0.2730805724859238, -5.197148021310568, -2.941468544304371, -1.7984508723020554, 0.3466848433017731, -0.0638094842433929, -1.3979824632406235, -1.2739237528294325, -0.0563509911298752, 0.9754374176263809, -4.428007781505585, 2.8065498769283295, -0.1861057430505753, 1.42926624417305, -3.4544089138507843, -3.2535510710440576, -0.0174898877739906, 4.736305266618729, 3.8912045061588287, -0.267711877822876, 8.044776111841202]|  0.5888233184814453|      8.00000000|[295, 48, 0, 9]                                                            | | GPS sucess | actual_k=8
      10|[-5.593663416802883, 0.2730805724859238, -5.197148021310568, -2.941468544304371, -1.7984508723020554, 0.3466848433017731, -0.0638094842433929, -1.3979824632406235, -1.2739237528294325, -0.0563509911298752, 0.9754374176263809, -4.428007781505585, 2.8065498769283295, -0.1861057430505753, 1.42926624417305, -3.4544089138507843, -3.2535510710440576, -0.0174898877739906, 4.736305266618729, 3.8912045061588287, -0.267711877822876, 8.044776111841202]|  0.5888233184814453|      4.00000000|[328, 53, 0, 10]                                                           |  | used linear model with 39 points | actual_k=8
