k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.4562538266181946, -0.22346311211586]                                         | 31.9792709350585938|      2.00000000|[7, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       2|[0.8445344567298889, 0.8897541224956512]                                        |  6.0464186668395996|      4.00000000|[13, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       3|[0.8445344567298889, 0.8897541224956512]                                        |  6.0464186668395996|      2.00000000|[19, 0, 1, 7]                                                              |  | used quadratic model with 7 points | iterate failure | actual_k=0
       4|[0.3359642624855042, -0.2615942299365998]                                       |  1.0505306720733643|      4.00000000|[26, 0, 1, 9]                                                              | | GPS sucess | actual_k=0
       5|[0.3359642624855042, -0.2615942299365998]                                       |  1.0505306720733643|      2.00000000|[32, 0, 2, 12]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=0
       6|[-0.2458399534225464, 0.3550387680530548]                                       |  0.9482272267341614|      4.00000000|[39, 0, 2, 14]                                                             | | GPS sucess | actual_k=0
       7|[0.4089230895042419, -0.5943904459476471]                                       |  0.9214814901351929|      8.00000000|[45, 0, 2, 16]                                                             | | GPS sucess | actual_k=0
       8|[0.4089230895042419, -0.5943904459476471]                                       |  0.9214814901351929|      4.00000000|[51, 0, 3, 19]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=0
       9|[0.4089230895042419, -0.5943904459476471]                                       |  0.9214814901351929|      2.00000000|[58, 0, 4, 22]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=0
