k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.4272534549236298, 0.5677556097507477, 1.5532841682434082, 1.2752405405044556, 0.9633917212486267, 0.2503688335418701, 0.303758442401886, 0.9339114725589752, 1.3692213892936707, 0.5432913601398468, 1.1700949519872665, -0.1104781627655029, 1.456023246049881, 0.9951625731773674, 1.1010776534676552, 0.7825811505317688, 0.6683529913425446, 1.0905855745077133, 0.860474556684494, 0.6097612380981445, 0.9051846489310265, 0.8421298861503601]|  1.2570390701293945|      2.00000000|[263, 17, 0, 5]                                                            | | GPS sucess | actual_k=4
       2|[0.8726474940776825, 0.0373158752918243, 0.72488933801651, 2.023545742034912, 0.9943506717681885, 0.8290196061134338, -0.2446029782295227, 1.6833730041980743, -0.0099754929542542, -0.8463247716426849, 0.9934537708759308, -1.7042192220687866, -0.3936453759670258, 0.9089400661177933, 1.2833625301718712, 1.6124234199523926, 1.7122043669223785, 1.1837574169039726, 1.457393854856491, 0.4909478724002838, -0.0247645154595375, 1.1216150522232056]|  0.9508936405181885|      4.00000000|[525, 34, 0, 10]                                                           | | GPS sucess | actual_k=4
       3|[-0.1512341797351837, 0.66824671626091, 3.5351136326789856, 0.046708345413208, 0.0510817170143127, 0.0444509387016296, -3.0481908917427063, 0.1705084145069122, 1.4059277176856995, -1.636164516210556, 0.6019559800624847, -3.697464942932129, -0.4581896662712097, 1.03885890962556, 1.2598630283027887, 2.9589468240737915, -2.424283593893051, -1.5391455963253975, 0.8478526175022125, 0.6216713339090347, 0.1127273663878441, 3.482178568840027]|  0.7034663558006287|      8.00000000|[786, 52, 0, 15]                                                           | | GPS sucess | actual_k=4
       4|[-1.193822294473648, 2.127993196249008, 0.3622716069221497, -2.2969586849212646, -0.0782186388969421, -1.0453532338142395, -1.5145416855812073, -2.009040802717209, -0.4654528498649597, 0.3270306885242462, 0.0047954618930817, -4.55098682641983, 2.517742693424225, 3.021511454600841, 1.521510312333703, 1.3884234428405762, -1.1828391253948212, -3.795585997402668, 2.4236283600330353, -0.4092966169118881, 0.0335326865315437, 5.204739212989807]|  0.5133602023124695|     16.00000000|[1048, 69, 0, 20]                                                          | | GPS sucess | actual_k=4
       5|[-1.193822294473648, 2.127993196249008, 0.3622716069221497, -2.2969586849212646, -0.0782186388969421, -1.0453532338142395, -1.5145416855812073, -2.009040802717209, -0.4654528498649597, 0.3270306885242462, 0.0047954618930817, -4.55098682641983, 2.517742693424225, 3.021511454600841, 1.521510312333703, 1.3884234428405762, -1.1828391253948212, -3.795585997402668, 2.4236283600330353, -0.4092966169118881, 0.0335326865315437, 5.204739212989807]|  0.5133602023124695|      8.00000000|[1309, 87, 0, 25]                                                          |  | used quadratic model with 280 points | actual_k=4
       6|[-0.0586589872837067, 0.6810842454433441, -0.1041218042373657, -1.0684895515441895, 0.268499493598938, -1.574113368988037, -0.9792355895042419, -2.090229772031307, 0.1059524416923523, -1.3159238994121552, 0.4982591271400452, -5.21421205997467, 2.219814896583557, 4.421004910487682, 1.4469586703926325, 2.099660873413086, -0.3489521443843842, -4.862850911915302, 1.9306680262088776, -1.2361014932394028, -1.0342619940638542, 5.37530842423439]|  0.4706403613090515|     16.00000000|[1571, 104, 0, 30]                                                         | | GPS sucess | actual_k=4
       7|[-0.0586589872837067, 0.6810842454433441, -0.1041218042373657, -1.0684895515441895, 0.268499493598938, -1.574113368988037, -0.9792355895042419, -2.090229772031307, 0.1059524416923523, -1.3159238994121552, 0.4982591271400452, -5.21421205997467, 2.219814896583557, 4.421004910487682, 1.4469586703926325, 2.099660873413086, -0.3489521443843842, -4.862850911915302, 1.9306680262088776, -1.2361014932394028, -1.0342619940638542, 5.37530842423439]|  0.4706403613090515|      8.00000000|[1832, 122, 0, 35]                                                         |  | used quadratic model with 280 points | actual_k=4
       8|[-1.0114761888980865, 0.0792091190814972, -0.5211829543113708, 0.5527647733688354, -0.2788544297218323, 0.2117295265197754, -0.1081392765045166, -2.6307395920157433, 0.5041435062885284, -0.482848733663559, -0.0182406306266785, -6.636058926582336, 1.2915295362472534, 4.752149124164134, 0.6670102570205927, 2.642171621322632, -0.8984305560588837, -4.889668958261609, 1.5712979435920715, -1.2746847309172153, 0.0976404622197151, 4.5640091598033905]|  0.4425429403781891|     16.00000000|[2093, 140, 0, 40]                                                         | | GPS sucess | actual_k=4
       9|[-0.0455961525440216, -1.220613569021225, -0.3854147493839264, 1.981982707977295, 0.3272165656089783, -3.585857629776001, -1.033827304840088, -1.3449033722281456, -0.0113736093044281, 0.511591225862503, -0.8627750277519226, -5.846297740936279, -0.124064564704895, 5.233569998759776, -0.0171462204307318, 0.7022644281387329, -2.319364160299301, -7.436435477808118, -1.2631565928459167, 0.0513027273118496, 2.4249941781163216, 1.5235256850719452]|  0.4358009696006775|     32.00000000|[2354, 158, 0, 45]                                                         | | GPS sucess | actual_k=4
      10|[-0.0455961525440216, -1.220613569021225, -0.3854147493839264, 1.981982707977295, 0.3272165656089783, -3.585857629776001, -1.033827304840088, -1.3449033722281456, -0.0113736093044281, 0.511591225862503, -0.8627750277519226, -5.846297740936279, -0.124064564704895, 5.233569998759776, -0.0171462204307318, 0.7022644281387329, -2.319364160299301, -7.436435477808118, -1.2631565928459167, 0.0513027273118496, 2.4249941781163216, 1.5235256850719452]|  0.4358009696006775|     16.00000000|[2617, 174, 0, 50]                                                         |  | used quadratic model with 280 points | actual_k=4
      11|[-0.0455961525440216, -1.220613569021225, -0.3854147493839264, 1.981982707977295, 0.3272165656089783, -3.585857629776001, -1.033827304840088, -1.3449033722281456, -0.0113736093044281, 0.511591225862503, -0.8627750277519226, -5.846297740936279, -0.124064564704895, 5.233569998759776, -0.0171462204307318, 0.7022644281387329, -2.319364160299301, -7.436435477808118, -1.2631565928459167, 0.0513027273118496, 2.4249941781163216, 1.5235256850719452]|  0.4358009696006775|      8.00000000|[2878, 192, 0, 55]                                                         |  | used quadratic model with 280 points | actual_k=4
      12|[0.1238148063421249, -0.7583319842815399, -0.8350014090538025, 0.6925238370895386, 0.0741558074951172, -2.4613510370254517, -1.6138073205947876, -0.4377196654677391, 0.4061340093612671, 1.104155033826828, 0.3765943646430969, -6.46963232755661, 1.048060417175293, 4.700327892322093, 0.4213966820389032, 0.8601263761520386, -2.8350328505039215, -6.268228070810437, -1.549014151096344, -0.3920722045004368, 3.950589843094349, -0.1625929176807404]|  0.3969492316246033|     16.00000000|[3138, 211, 0, 60]                                                         | | GPS sucess | actual_k=4
      13|[0.1238148063421249, -0.7583319842815399, -0.8350014090538025, 0.6925238370895386, 0.0741558074951172, -2.4613510370254517, -1.6138073205947876, -0.4377196654677391, 0.4061340093612671, 1.104155033826828, 0.3765943646430969, -6.46963232755661, 1.048060417175293, 4.700327892322093, 0.4213966820389032, 0.8601263761520386, -2.8350328505039215, -6.268228070810437, -1.549014151096344, -0.3920722045004368, 3.950589843094349, -0.1625929176807404]|  0.3969492316246033|      8.00000000|[3399, 229, 0, 65]                                                         |  | used quadratic model with 280 points | actual_k=4
      14|[0.4310832768678665, -0.5178398787975311, -1.1973294019699097, -0.1145384907722473, -0.3059491813182831, -1.7178214192390442, -1.26492840051651, -0.5700340494513512, -1.8428398370742798, 0.99227574467659, 0.1458772867918015, -7.136252045631409, 0.8193789720535278, 5.817624588031322, -0.0260766353458166, 2.2743890285491943, -4.690381556749344, -6.629845695570111, -1.5508194166468456, 0.0091734789311886, 3.156798906624317, 0.729235976934433]|  0.3826524019241333|     16.00000000|[3661, 246, 0, 70]                                                         | | GPS sucess | actual_k=4
      15|[0.4310832768678665, -0.5178398787975311, -1.1973294019699097, -0.1145384907722473, -0.3059491813182831, -1.7178214192390442, -1.26492840051651, -0.5700340494513512, -1.8428398370742798, 0.99227574467659, 0.1458772867918015, -7.136252045631409, 0.8193789720535278, 5.817624588031322, -0.0260766353458166, 2.2743890285491943, -4.690381556749344, -6.629845695570111, -1.5508194166468456, 0.0091734789311886, 3.156798906624317, 0.729235976934433]|  0.3826524019241333|      8.00000000|[3923, 263, 0, 75]                                                         |  | used quadratic model with 280 points | actual_k=4
      16|[0.5907004326581955, -0.5041599282994866, -1.7407742142677307, 0.016871377825737, -0.8912990391254425, -1.4063879251480103, -3.1383689045906067, -0.2866819426417351, -0.6093928813934326, 0.2605681717395782, -0.184619203209877, -7.8180713057518005, 0.6656607240438461, 5.4344497811980546, -0.792141517624259, 1.121410846710205, -4.397425472736359, -7.397889928892255, -0.7927147346781567, -0.65061429515481, 1.278302140533924, -0.5745953619480133]|  0.3808870911598206|     16.00000000|[4184, 281, 0, 80]                                                         | | GPS sucess | actual_k=4
      17|[0.5907004326581955, -0.5041599282994866, -1.7407742142677307, 0.016871377825737, -0.8912990391254425, -1.4063879251480103, -3.1383689045906067, -0.2866819426417351, -0.6093928813934326, 0.2605681717395782, -0.184619203209877, -7.8180713057518005, 0.6656607240438461, 5.4344497811980546, -0.792141517624259, 1.121410846710205, -4.397425472736359, -7.397889928892255, -0.7927147346781567, -0.65061429515481, 1.278302140533924, -0.5745953619480133]|  0.3808870911598206|      8.00000000|[4445, 299, 0, 85]                                                         |  | used quadratic model with 280 points | actual_k=4
      18|[-0.2378987818956375, -0.7641182551160455, -1.1966537833213806, -0.5641375929117203, -1.4232754409313202, -0.1832690238952637, -2.2198668122291565, -0.1218594387173653, -0.4369527995586395, -0.8166199624538422, -0.7621291428804398, -7.516620934009552, -0.8091979175806046, 6.058137644547969, -0.2916963901370764, 1.9633408188819885, -4.99483060836792, -7.305415051057935, -1.0193110305117443, 1.3538438938558102, 0.2709710076451302, 0.5980392396450043]|  0.3673256039619446|     16.00000000|[4707, 316, 0, 90]                                                         | | GPS sucess | actual_k=4
