k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1764315366744995, 0.8065945655107498, 0.6826047301292419, 1.0992198213934898, 1.016606841236353, 1.2359165847301483, 1.0723962485790253, 0.9479650929570198, 0.9179133698344231, 0.7252059578895569, 0.677137017250061, 0.661321759223938, 0.7855817973613739, 1.0260363519191742, 1.1371428668498993, 1.0047058379277587, 0.7559651881456375, 0.9882540786638856, 1.0196451172232628, 0.6098140776157379, 0.930695079267025, 0.9193993136286736]|  1.4369243383407593|      2.00000000|[21, 2, 0, 2]                                                              | | GPS sucess | actual_k=2
       2|[0.7778793573379517, -0.0003603547811508, 0.515833392739296, 0.7459394559264183, 0.4670828320086002, 1.4728151261806488, 1.0864451816305518, 1.324769027531147, 0.6618075892329216, -0.1946526765823364, 0.5397495031356812, 0.9411128461360931, 1.1198080480098724, 0.5139101445674896, 0.7983831465244293, 1.001375142019242, 0.8305827379226685, 0.5034263217821717, 0.3128935322165489, 0.5814471170306206, 0.5847396478056908, 0.6037052199244499]|  1.3013424873352051|      4.00000000|[41, 4, 0, 4]                                                              | | GPS sucess | actual_k=2
       3|[0.6106618195772171, 0.6986652761697769, 1.7804953008890152, -1.0105988159775734, 0.6191334612667561, 1.8302469849586487, 0.3243090799078345, -0.1706525012850761, -0.8240600302815437, -0.775816798210144, -0.1563227772712708, 0.0711577236652374, 0.3572588860988617, 0.6688038855791092, 0.7822131533175707, 1.236421454232186, 1.2663503885269165, 1.6797190988436341, -0.1254826262593269, 0.3041920885443687, 1.412897489964962, 0.3144889995455742]|  1.0840765237808228|      8.00000000|[61, 6, 0, 6]                                                              | | GPS sucess | actual_k=2
       4|[0.9812043160200119, 0.4038412123918533, 1.8735998794436455, -2.6457624807953835, -1.461303722113371, -1.4377252459526062, -0.3622346231713891, -1.7715802118182182, -3.350582666695118, -2.6435885429382324, -0.1270912699401379, -2.4918627440929413, 1.8666124045848846, 2.4282302409410477, 0.5938605237752199, 2.3425315502099693, -0.2198675870895386, -0.9964345609769225, -0.4549025073647499, 0.2638513557612896, 4.0710994228720665, 1.0480800196528435]|  0.6488844752311707|     16.00000000|[81, 8, 0, 8]                                                              | | GPS sucess | actual_k=2
       5|[0.9812043160200119, 0.4038412123918533, 1.8735998794436455, -2.6457624807953835, -1.461303722113371, -1.4377252459526062, -0.3622346231713891, -1.7715802118182182, -3.350582666695118, -2.6435885429382324, -0.1270912699401379, -2.4918627440929413, 1.8666124045848846, 2.4282302409410477, 0.5938605237752199, 2.3425315502099693, -0.2198675870895386, -0.9964345609769225, -0.4549025073647499, 0.2638513557612896, 4.0710994228720665, 1.0480800196528435]|  0.6488844752311707|      8.00000000|[100, 11, 0, 10]                                                           |  | used linear model with 23 points | actual_k=2
       6|[-0.7084143906831741, 0.5925892740488052, 0.6111466810107231, -3.291424550116062, 0.1095478422939777, 0.0739151835441589, 1.6478869607672095, -1.9788988307118416, -4.824215121567249, -1.316342830657959, -0.4749655537307262, -3.3941008746623993, 5.505078047513962, 3.448763206601143, -0.6315851043909788, 0.453056204598397, 0.9567505121231079, -0.7471557324752212, -0.0688053146004677, 0.0033731572329998, 3.6136840507388115, 3.5465148016810417]|  0.6335884928703308|     16.00000000|[119, 14, 0, 12]                                                           | | GPS sucess | actual_k=2
       7|[-0.7084143906831741, 0.5925892740488052, 0.6111466810107231, -3.291424550116062, 0.1095478422939777, 0.0739151835441589, 1.6478869607672095, -1.9788988307118416, -4.824215121567249, -1.316342830657959, -0.4749655537307262, -3.3941008746623993, 5.505078047513962, 3.448763206601143, -0.6315851043909788, 0.453056204598397, 0.9567505121231079, -0.7471557324752212, -0.0688053146004677, 0.0033731572329998, 3.6136840507388115, 3.5465148016810417]|  0.6335884928703308|      8.00000000|[139, 16, 0, 14]                                                           |  | used linear model with 23 points | actual_k=2
       8|[-0.850374385714531, 0.3582593649625778, -0.629873163998127, -2.576157607138157, -1.064455520361662, -0.827763557434082, -0.2477304050698876, -2.2921500876545906, -8.320523209869862, -1.844639778137207, 3.3182468600571156, -4.554487079381943, 3.1572186648845673, 3.6237837225198746, -2.016086323186755, 1.113355505745858, 0.6548432409763336, -4.125857419334352, -1.116940476000309, -1.809329379349947, 3.042292647063732, 2.005561165511608]|  0.6038852334022522|     16.00000000|[158, 19, 0, 16]                                                           | | GPS sucess | actual_k=2
       9|[-0.850374385714531, 0.3582593649625778, -0.629873163998127, -2.576157607138157, -1.064455520361662, -0.827763557434082, -0.2477304050698876, -2.2921500876545906, -8.320523209869862, -1.844639778137207, 3.3182468600571156, -4.554487079381943, 3.1572186648845673, 3.6237837225198746, -2.016086323186755, 1.113355505745858, 0.6548432409763336, -4.125857419334352, -1.116940476000309, -1.809329379349947, 3.042292647063732, 2.005561165511608]|  0.6038852334022522|      8.00000000|[177, 22, 0, 18]                                                           |  | used linear model with 23 points | actual_k=2
      10|[-0.725386880338192, 0.7671442180871964, -1.5485854223370552, -0.3072555437684059, -0.3227583281695843, 0.1056237816810608, 0.6053468873724341, -3.494157262146473, -5.188452668488026, -1.4793592691421509, 0.8735022731125355, -4.6934239119291306, 1.7083813846111298, 2.0090302377939224, -3.328963143751025, 1.339067209046334, -1.7507878243923187, -2.5370400613173842, -1.5606108382344246, 2.6695624701678753, 4.412896804511547, 1.8647281304001808]|  0.5466106534004211|     16.00000000|[197, 24, 0, 20]                                                           | | GPS sucess | actual_k=2
