k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.52126944065094, 2.4149369597434998]                                          |381.4240417480468750|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[2.4988347124308348, 0.7764788269996643]                                        | 32.1651306152343750|      4.00000000|[5, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.6621963810175657, -0.9990535378456116]                                       |  5.5332760810852051|      8.00000000|[7, 0, 0, 3]                                                               | | GPS sucess | actual_k=0
       4|[0.6621963810175657, -0.9990535378456116]                                       |  5.5332760810852051|      4.00000000|[9, 0, 1, 5]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       5|[0.6621963810175657, -0.9990535378456116]                                       |  5.5332760810852051|      2.00000000|[12, 0, 2, 7]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       6|[1.6997403930872679, 0.1346952319145203]                                        |  0.8233667612075806|      4.00000000|[15, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[1.6997403930872679, 0.1346952319145203]                                        |  0.8233667612075806|      2.00000000|[17, 0, 3, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[1.6997403930872679, 0.1346952319145203]                                        |  0.8233667612075806|      1.00000000|[20, 0, 4, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[1.6997403930872679, 0.1346952319145203]                                        |  0.8233667612075806|      0.50000000|[23, 0, 5, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      10|[1.4267560672014952, 0.1711835786700249]                                        |  0.2183125317096710|      1.00000000|[26, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[1.4267560672014952, 0.1711835786700249]                                        |  0.2183125317096710|      0.50000000|[28, 0, 6, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      12|[1.4267560672014952, 0.1711835786700249]                                        |  0.2183125317096710|      0.25000000|[31, 0, 7, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      13|[1.442934412509203, 0.354823611676693]                                          |  0.2016970068216324|      0.50000000|[34, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
