k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9775420632213354, 0.7188457548618317, 0.7452058792114258, 0.9781008362770081, 0.9705525524914265, 0.6918129622936249, 0.7622777670621872, 1.165221482515335, 0.8568011969327927, 0.6801228821277618, 0.799929067492485, 0.7469886839389801, 0.5626504719257355, 0.950666394084692, 1.0116838729009032, 0.7919038087129593, 0.8040029406547546, 0.9457864798605442, 0.8312404900789261, 1.1683489233255386, 0.9994484040071256, 0.9904375085607171]|  1.3676034212112427|      2.00000000|[273, 19, 0, 5]                                                            | | GPS sucess | actual_k=4
       2|[0.7524596657603979, 0.998749852180481, 0.0273110866546631, 0.351047158241272, 0.9047999791800976, 0.5301148146390915, 0.2511018365621567, 0.8010541498661041, 0.2514372915029526, 0.876884400844574, 1.3919644802808762, 0.5448500216007233, 0.7395495027303696, 0.4989628754556179, 0.8715042239055037, 0.779204829595983, 1.565200686454773, 0.6500351466238499, 0.5740528851747513, 0.7071215063333511, 1.3949900123407133, 0.4851086745038629]|  1.1468315124511719|      4.00000000|[546, 37, 0, 10]                                                           | | GPS sucess | actual_k=4
       3|[-0.6304528508335352, 0.0015476942062378, -0.0581477880477905, 0.6854308545589447, 0.7716000936925411, -0.1954808384180069, -1.0228079706430435, 0.2513177096843719, 0.4278731048107147, 0.2536953687667847, 1.6136666685342789, -1.4892016351222992, 1.67391537129879, -0.8646805323660374, 1.6591108804568648, 0.9824841907247901, 1.8681148886680603, 0.0162474550306797, 1.1124357730150223, 1.2271834164857864, 0.8458995672990568, -0.1477819671854377]|  0.7019443511962891|      8.00000000|[818, 56, 0, 15]                                                           | | GPS sucess | actual_k=4
       4|[-0.9242691788822412, -2.429331660270691, -0.1649810299277306, 0.1577065289020538, -0.3624388314783573, -1.781854286789894, 0.3959785550832748, -2.3755030930042267, -0.1794792711734772, -2.1646379232406616, 0.3488062769174576, -2.471218913793564, 1.5829599723219872, -1.9641970433294773, 3.256280398927629, -1.5136996814981103, 1.447875201702118, -3.1749055944383144, -0.067704364657402, 2.968927100300789, 3.491224512748886, -0.8421994438394904]|  0.5082563757896423|     16.00000000|[1091, 74, 0, 20]                                                          | | GPS sucess | actual_k=4
       5|[-0.9242691788822412, -2.429331660270691, -0.1649810299277306, 0.1577065289020538, -0.3624388314783573, -1.781854286789894, 0.3959785550832748, -2.3755030930042267, -0.1794792711734772, -2.1646379232406616, 0.3488062769174576, -2.471218913793564, 1.5829599723219872, -1.9641970433294773, 3.256280398927629, -1.5136996814981103, 1.447875201702118, -3.1749055944383144, -0.067704364657402, 2.968927100300789, 3.491224512748886, -0.8421994438394904]|  0.5082563757896423|      8.00000000|[1364, 92, 0, 25]                                                          |  | used quadratic model with 292 points | actual_k=4
       6|[-0.9242691788822412, -2.429331660270691, -0.1649810299277306, 0.1577065289020538, -0.3624388314783573, -1.781854286789894, 0.3959785550832748, -2.3755030930042267, -0.1794792711734772, -2.1646379232406616, 0.3488062769174576, -2.471218913793564, 1.5829599723219872, -1.9641970433294773, 3.256280398927629, -1.5136996814981103, 1.447875201702118, -3.1749055944383144, -0.067704364657402, 2.968927100300789, 3.491224512748886, -0.8421994438394904]|  0.5082563757896423|      4.00000000|[1637, 110, 0, 30]                                                         |  | used quadratic model with 292 points | actual_k=4
       7|[-1.8513244185596704, -2.723126143217087, -0.3244910761713982, 0.2996421009302139, -0.7772189415991306, -1.7829861977370456, -0.6295753866434097, -2.0333583056926727, 0.7638141214847565, -2.289221942424774, 0.4154177457094193, -2.8896480798721313, 0.1473896130919456, -2.0409783832728863, 3.423815212212503, -1.5631042988970876, 0.1725950837135315, -3.8246815763413906, 0.1261461228132248, 3.20363312959671, 2.588635251217056, 0.246007920242846]|  0.4560924172401428|      8.00000000|[1910, 128, 0, 35]                                                         | | GPS sucess | actual_k=4
       8|[-0.4370537791401148, -2.6063551157712936, -0.09123445302248, -1.4673707336187363, 0.3030575476586819, -1.872271139291115, -1.8333764225244522, -3.863086313009262, -0.3104564845561981, -1.745865285396576, 0.6203184872865677, -2.886026773834601, 1.0371235236525536, 0.4877319820225239, 4.470188221894205, -3.8815225632861257, -1.6473647952079773, -6.383716639131308, 0.6339287012815475, -0.4280447363853455, -0.4446906593511812, -1.4950801124796271]|  0.4431892037391663|     16.00000000|[2184, 145, 0, 40]                                                         | | GPS sucess | actual_k=4
       9|[-0.4370537791401148, -2.6063551157712936, -0.09123445302248, -1.4673707336187363, 0.3030575476586819, -1.872271139291115, -1.8333764225244522, -3.863086313009262, -0.3104564845561981, -1.745865285396576, 0.6203184872865677, -2.886026773834601, 1.0371235236525536, 0.4877319820225239, 4.470188221894205, -3.8815225632861257, -1.6473647952079773, -6.383716639131308, 0.6339287012815475, -0.4280447363853455, -0.4446906593511812, -1.4950801124796271]|  0.4431892037391663|      8.00000000|[2456, 164, 0, 45]                                                         |  | used quadratic model with 292 points | actual_k=4
      10|[-0.4370537791401148, -2.6063551157712936, -0.09123445302248, -1.4673707336187363, 0.3030575476586819, -1.872271139291115, -1.8333764225244522, -3.863086313009262, -0.3104564845561981, -1.745865285396576, 0.6203184872865677, -2.886026773834601, 1.0371235236525536, 0.4877319820225239, 4.470188221894205, -3.8815225632861257, -1.6473647952079773, -6.383716639131308, 0.6339287012815475, -0.4280447363853455, -0.4446906593511812, -1.4950801124796271]|  0.4431892037391663|      4.00000000|[2729, 182, 0, 50]                                                         |  | used quadratic model with 292 points | actual_k=4
      11|[-0.6426778379827738, -2.5398235097527504, -0.9515933468937874, -1.1543527692556381, -0.8965636529028416, -1.4592994340928271, -2.5725381523370743, -5.77568194270134, 0.5103180110454559, -1.3835517466068268, 0.022495225071907, -3.097766105318442, 0.4627359732985497, -0.8415246717631817, 3.1262989854440093, -3.1430032523348927, -1.275042474269867, -5.651919599622488, -0.117541030049324, 0.0939900875091553, -0.0422670093248598, -0.5402657380327582]|  0.4281102418899536|      8.00000000|[3001, 201, 0, 55]                                                         | | GPS sucess | actual_k=4
      12|[-0.6426778379827738, -2.5398235097527504, -0.9515933468937874, -1.1543527692556381, -0.8965636529028416, -1.4592994340928271, -2.5725381523370743, -5.77568194270134, 0.5103180110454559, -1.3835517466068268, 0.022495225071907, -3.097766105318442, 0.4627359732985497, -0.8415246717631817, 3.1262989854440093, -3.1430032523348927, -1.275042474269867, -5.651919599622488, -0.117541030049324, 0.0939900875091553, -0.0422670093248598, -0.5402657380327582]|  0.4281102418899536|      4.00000000|[3273, 220, 0, 60]                                                         |  | used quadratic model with 292 points | actual_k=4
