k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646582961082, 0.2747185826301575, -0.137134462594986, 0.4579889476299286, 0.2082384824752808, -0.3116142749786377, -0.1069750189781189, -0.1159370467066765, 0.1397458612918854, 0.0341020561754704, -0.1914674639701843, -0.0652850568294525, -0.0144763644784689, 0.337201863527298, 0.0044242572039366, 0.0833752825856209, 0.197030246257782, 0.3441071510314941, 0.0740233510732651, 0.0973725020885468, -0.072860062122345, -0.4003025889396667]| 14.1187686920166016|      2.00000000|[22, 1, 0, 1]                                                              | | GPS sucess | actual_k=8
       2|[0.805901549756527, 0.0230059325695038, 0.331399530172348, 0.9638579189777374, 0.2326217480003834, -0.4496302306652069, 0.0715660899877548, -0.0496741905808449, -1.0943792760372162, -0.3962313793599606, -0.4576093852519989, -0.1191623248159885, 0.1232605818659067, 0.6048676073551178, 0.1225447487086058, 0.3724162057042122, 0.294710747897625, -0.0315624475479126, 0.4627584964036942, 0.0501806847751141, 0.719632089138031, -0.4867890328168869]| 12.7930288314819336|      4.00000000|[41, 4, 0, 2]                                                              | | GPS sucess | actual_k=8
       3|[1.254736714065075, -1.2885643541812897, 0.7237949669361115, 2.12134912610054, 1.7098483629524708, -0.739165186882019, 0.2739704698324203, -1.144857443869114, -1.8223329484462738, -0.4664635322988033, -0.1273080110549927, -0.0257623381912708, 0.3967779520899057, 0.0268223583698273, 0.94732497446239, -0.3535818979144096, -0.414460189640522, -1.6170661449432373, 1.0810322910547256, -1.1423773653805256, 1.3699823021888733, -1.737802192568779]| 12.1430625915527344|      8.00000000|[59, 8, 0, 3]                                                              | | GPS sucess | actual_k=8
       4|[1.254736714065075, -1.2885643541812897, 0.7237949669361115, 2.12134912610054, 1.7098483629524708, -0.739165186882019, 0.2739704698324203, -1.144857443869114, -1.8223329484462738, -0.4664635322988033, -0.1273080110549927, -0.0257623381912708, 0.3967779520899057, 0.0268223583698273, 0.94732497446239, -0.3535818979144096, -0.414460189640522, -1.6170661449432373, 1.0810322910547256, -1.1423773653805256, 1.3699823021888733, -1.737802192568779]| 12.1430625915527344|      4.00000000|[77, 12, 0, 4]                                                             |  | used linear model with 23 points | actual_k=8
       5|[1.254736714065075, -1.2885643541812897, 0.7237949669361115, 2.12134912610054, 1.7098483629524708, -0.739165186882019, 0.2739704698324203, -1.144857443869114, -1.8223329484462738, -0.4664635322988033, -0.1273080110549927, -0.0257623381912708, 0.3967779520899057, 0.0268223583698273, 0.94732497446239, -0.3535818979144096, -0.414460189640522, -1.6170661449432373, 1.0810322910547256, -1.1423773653805256, 1.3699823021888733, -1.737802192568779]| 12.1430625915527344|      2.00000000|[98, 13, 0, 5]                                                             |  | used linear model with 23 points | actual_k=8
       6|[1.2855492495000362, -1.4791187942028046, 0.4458550810813904, 2.1955419555306435, 2.249405402690172, -0.368577778339386, 0.4558791518211365, -0.5080768838524818, -1.6549227386713028, -0.9006206952035427, 0.0578005909919739, -0.4522973485291004, 0.2746905330568552, -0.0035157334059477, 0.2953204344958067, -0.3814822658896446, 0.4567260071635246, -0.9786141514778137, 1.180861547589302, -2.1051729805767536, 1.4520841464400291, -1.9058773517608643]| 12.1430435180664062|      4.00000000|[118, 15, 0, 6]                                                            | | GPS sucess | actual_k=8
       7|[1.2855492495000362, -1.4791187942028046, 0.4458550810813904, 2.1955419555306435, 2.249405402690172, -0.368577778339386, 0.4558791518211365, -0.5080768838524818, -1.6549227386713028, -0.9006206952035427, 0.0578005909919739, -0.4522973485291004, 0.2746905330568552, -0.0035157334059477, 0.2953204344958067, -0.3814822658896446, 0.4567260071635246, -0.9786141514778137, 1.180861547589302, -2.1051729805767536, 1.4520841464400291, -1.9058773517608643]| 12.1430435180664062|      2.00000000|[136, 19, 0, 7]                                                            |  | used linear model with 23 points | actual_k=8
       8|[1.2855492495000362, -1.4791187942028046, 0.4458550810813904, 2.1955419555306435, 2.249405402690172, -0.368577778339386, 0.4558791518211365, -0.5080768838524818, -1.6549227386713028, -0.9006206952035427, 0.0578005909919739, -0.4522973485291004, 0.2746905330568552, -0.0035157334059477, 0.2953204344958067, -0.3814822658896446, 0.4567260071635246, -0.9786141514778137, 1.180861547589302, -2.1051729805767536, 1.4520841464400291, -1.9058773517608643]| 12.1430435180664062|      1.00000000|[155, 22, 0, 8]                                                            |  | used linear model with 23 points | actual_k=8
       9|[0.8054566942155361, -1.23479263484478, 0.5016545690596104, 2.4955385103821754, 2.150216978043318, -0.581666499376297, 0.4133296944200993, -0.480766860768199, -1.3283055275678635, -1.256597962230444, -0.0303822755813599, -0.4102934040129185, 0.2452094499021769, -0.4110642801970243, 0.091307146474719, -0.4854493141174316, 0.5203519463539124, -0.9814678682014346, 1.0320953130722046, -2.2425833381712437, 1.5592798963189125, -2.1058969497680664]| 12.1422376632690430|      2.00000000|[173, 26, 0, 9]                                                            | | GPS sucess | actual_k=8
      10|[0.2358396612107754, -1.5806140452623367, -0.1233000718057156, 3.134204722940922, 2.699827890843153, -1.1877169907093048, 0.7608278132975101, -0.018323240801692, -1.905215546488762, -1.552013661712408, -0.3046299815177917, -0.4430711306631565, -0.1537436600774527, -0.3134146239608526, 0.6137624215334654, -0.3692786544561386, 0.8736546337604523, -1.4192630900070071, 1.5110212564468384, -2.574155781418085, 1.7162311747670174, -1.7572781443595886]| 12.1406850814819336|      4.00000000|[191, 30, 0, 10]                                                           | | GPS sucess | actual_k=8
      11|[-0.585456196218729, -2.8945271521806717, -0.9975248537957668, 4.0599337592720985, 2.1465389542281628, -2.2526802122592926, 0.4201457537710667, 0.1388497520238161, -1.3052549809217453, -0.3220453523099422, -1.4967949986457825, -0.20259103551507, -0.2360972445458174, -0.7125525083392859, 0.9459512066096067, 1.4829015880823135, -0.3226763904094696, -2.088790918700397, 2.4492704272270203, -2.0968151725828648, 2.3048815205693245, -1.8188733495771885]| 12.1391506195068359|      8.00000000|[208, 35, 0, 11]                                                           | | GPS sucess | actual_k=8
      12|[-0.264753196388483, -3.996568515896797, -0.0637603960931301, 3.650971658527851, 2.470204573124647, -1.006634384393692, 1.3153731264173985, 0.6769168544560671, -2.0881752222776413, -5.114069011062384, -1.8140113353729248, -1.426295731216669, -1.095264045521617, -1.2300580348819494, 0.857351390644908, 4.283879771828651, -3.103991001844406, -1.1060854448005557, 0.9276722073554993, -1.8898264653980732, 2.1887457072734833, -5.532131377607584]| 12.1375236511230469|     16.00000000|[229, 36, 0, 12]                                                           | | GPS sucess | actual_k=8
      13|[-0.264753196388483, -3.996568515896797, -0.0637603960931301, 3.650971658527851, 2.470204573124647, -1.006634384393692, 1.3153731264173985, 0.6769168544560671, -2.0881752222776413, -5.114069011062384, -1.8140113353729248, -1.426295731216669, -1.095264045521617, -1.2300580348819494, 0.857351390644908, 4.283879771828651, -3.103991001844406, -1.1060854448005557, 0.9276722073554993, -1.8898264653980732, 2.1887457072734833, -5.532131377607584]| 12.1375236511230469|      8.00000000|[246, 41, 0, 13]                                                           |  | used linear model with 23 points | actual_k=8
      14|[-0.264753196388483, -3.996568515896797, -0.0637603960931301, 3.650971658527851, 2.470204573124647, -1.006634384393692, 1.3153731264173985, 0.6769168544560671, -2.0881752222776413, -5.114069011062384, -1.8140113353729248, -1.426295731216669, -1.095264045521617, -1.2300580348819494, 0.857351390644908, 4.283879771828651, -3.103991001844406, -1.1060854448005557, 0.9276722073554993, -1.8898264653980732, 2.1887457072734833, -5.532131377607584]| 12.1375236511230469|      4.00000000|[265, 44, 0, 14]                                                           |  | used linear model with 23 points | actual_k=8
