k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8764642849564552, 1.2869354486465454, 0.804011806845665, 1.1728223115205765, 0.0511585474014282, 0.6970320045948029, 1.1661124378442764, 1.1817501485347748, 1.008027696982026, 0.5106664001941681, 0.5868785679340363, 0.1023983359336853, 1.1708577126264572, 0.6269434988498688, 1.5202123522758484, 1.1101862862706184, 0.7083412110805511, 1.428932100534439, 0.4630210995674133, 0.2875623106956482, 1.0438347570598125, 1.2180215120315552]|  1.2769769430160522|      2.00000000|[257, 35, 0, 5]                                                            | | GPS sucess | actual_k=8
       2|[0.321858324110508, 0.7564957141876221, -0.0243830233812332, 1.921127513051033, 0.08211749792099, 1.2756827771663666, 0.6177510172128677, 1.931211680173874, -0.3711691852658987, -0.8789497315883636, 0.4102373868227005, -1.4913427233695984, -0.6788109093904495, 0.5407209917902946, 1.7024972289800644, 1.9400285556912422, 1.7521925866603851, 1.5221039429306984, 1.0599403977394104, 0.1687489449977875, 0.1138855926692486, 1.4975066781044006]|  0.9837254285812378|      4.00000000|[515, 68, 0, 10]                                                           | | GPS sucess | actual_k=8
       3|[-0.7020233497023582, 1.3874265551567078, 2.7858412712812424, -0.0557098835706711, -0.8611514568328857, 0.4911141097545624, -2.185836896300316, 0.4183470904827118, 1.044734025374055, -1.6687894761562347, 0.0187395960092545, -3.4845884442329407, -0.7433551996946335, 0.6706398352980614, 1.678997727110982, 3.286551959812641, -2.3842953741550446, -1.2007990702986717, 0.4503991603851318, 0.2994724065065384, 0.2513774745166302, 3.858070194721222]|  0.6743337512016296|      8.00000000|[770, 104, 0, 15]                                                          | | GPS sucess | actual_k=8
       4|[0.1466743722558022, 0.5109593272209167, 1.042069360613823, 0.2392865568399429, -1.3609176278114319, 0.4348515532910824, -1.3463916033506393, 0.5020111873745918, 0.8223959300667048, -2.4538151919841766, 0.2381656765937805, -5.468983709812164, -0.0023321360349655, 0.3732046708464622, 1.3259376306086779, 4.150736816227436, -1.324773222208023, -2.075867675244808, 0.025328665971756, 1.6357190161943436, -0.0399689860641956, 3.2932894825935364]|  0.5010915994644165|     16.00000000|[1023, 142, 0, 20]                                                         | | GPS sucess | actual_k=8
       5|[0.1466743722558022, 0.5109593272209167, 1.042069360613823, 0.2392865568399429, -1.3609176278114319, 0.4348515532910824, -1.3463916033506393, 0.5020111873745918, 0.8223959300667048, -2.4538151919841766, 0.2381656765937805, -5.468983709812164, -0.0023321360349655, 0.3732046708464622, 1.3259376306086779, 4.150736816227436, -1.324773222208023, -2.075867675244808, 0.025328665971756, 1.6357190161943436, -0.0399689860641956, 3.2932894825935364]|  0.5010915994644165|      8.00000000|[1278, 178, 0, 25]                                                         |  | used quadratic model with 292 points | actual_k=8
       6|[0.0265775099396706, -0.5146427750587463, 0.1051695793867111, -0.2682229727506638, -0.6938813924789429, -0.3684143163263798, -1.8113435357809067, -1.6181372329592705, 0.2945062611252069, -4.0155788362026215, 0.2274493649601936, -6.2479793429374695, 0.4304057508707047, -0.0925571098923683, 1.744452716782689, 4.768214888870716, -0.0668950378894806, -1.9919502958655357, -0.9782335460186005, 1.4744747281074524, 0.6732113771140575, 2.5313374996185303]|  0.4630436599254608|     16.00000000|[1536, 211, 0, 30]                                                         | | GPS sucess | actual_k=8
       7|[0.0265775099396706, -0.5146427750587463, 0.1051695793867111, -0.2682229727506638, -0.6938813924789429, -0.3684143163263798, -1.8113435357809067, -1.6181372329592705, 0.2945062611252069, -4.0155788362026215, 0.2274493649601936, -6.2479793429374695, 0.4304057508707047, -0.0925571098923683, 1.744452716782689, 4.768214888870716, -0.0668950378894806, -1.9919502958655357, -0.9782335460186005, 1.4744747281074524, 0.6732113771140575, 2.5313374996185303]|  0.4630436599254608|      8.00000000|[1791, 247, 0, 35]                                                         |  | used quadratic model with 292 points | actual_k=8
       8|[-1.5841240510344505, -0.8883169889450073, -0.6240420490503311, -0.1554558277130127, -0.485575407743454, -1.3830325938761234, -2.0233736783266068, -0.4493771716952324, -1.0225221421569586, -4.054655414074659, -0.6143236681818962, -5.361669719219208, 0.5302583798766136, -1.4014931097626686, 1.5460579115897417, 5.197541452944279, -1.7187121212482452, -2.1813440695405006, -2.008839577436447, 2.236061990261078, 0.7720011509954929, 1.7286744713783264]|  0.4576357305049896|     16.00000000|[2044, 285, 0, 40]                                                         | | GPS sucess | actual_k=8
       9|[-1.5841240510344505, -0.8883169889450073, -0.6240420490503311, -0.1554558277130127, -0.485575407743454, -1.3830325938761234, -2.0233736783266068, -0.4493771716952324, -1.0225221421569586, -4.054655414074659, -0.6143236681818962, -5.361669719219208, 0.5302583798766136, -1.4014931097626686, 1.5460579115897417, 5.197541452944279, -1.7187121212482452, -2.1813440695405006, -2.008839577436447, 2.236061990261078, 0.7720011509954929, 1.7286744713783264]|  0.4576357305049896|      8.00000000|[2297, 323, 0, 45]                                                         |  | used quadratic model with 292 points | actual_k=8
      10|[-2.689721666276455, 0.3740288019180298, -1.7611335664987564, 0.033838301897049, -1.8575406968593597, -0.7221496440470219, -3.2308145314455032, -0.9557537361979485, -0.1868777181953192, -3.3857336454093456, -0.8996403738856316, -5.083247125148773, 1.190035842359066, -0.7705046907067299, 0.5860531646758318, 4.871473379433155, -2.8662590086460114, -3.3426231518387794, -2.470051646232605, 0.9889015555381775, 0.3031401671469212, 1.778556700795889]|  0.4433630704879761|     16.00000000|[2552, 359, 0, 50]                                                         | | GPS sucess | actual_k=8
      11|[-2.689721666276455, 0.3740288019180298, -1.7611335664987564, 0.033838301897049, -1.8575406968593597, -0.7221496440470219, -3.2308145314455032, -0.9557537361979485, -0.1868777181953192, -3.3857336454093456, -0.8996403738856316, -5.083247125148773, 1.190035842359066, -0.7705046907067299, 0.5860531646758318, 4.871473379433155, -2.8662590086460114, -3.3426231518387794, -2.470051646232605, 0.9889015555381775, 0.3031401671469212, 1.778556700795889]|  0.4433630704879761|      8.00000000|[2807, 395, 0, 55]                                                         |  | used quadratic model with 292 points | actual_k=8
      12|[-2.649910531938076, -0.6637917757034302, -1.57262322306633, -0.1212337166070938, -1.1186822354793549, -2.128620896488428, -4.336834266781807, -0.1425385400652885, -0.970289995893836, -1.225566666573286, 0.6575891450047493, -5.304686993360519, 1.3685893639922142, -0.053181566298008, 4.209513695910573, 3.9993369057774544, -2.810274962335825, -7.012001909315586, -4.571493029594421, 2.7870952486991882, 3.5250742472708225, -0.4042454995214939]|  0.4057219028472900|     16.00000000|[3062, 431, 0, 60]                                                         | | GPS sucess | actual_k=8
      13|[-2.649910531938076, -0.6637917757034302, -1.57262322306633, -0.1212337166070938, -1.1186822354793549, -2.128620896488428, -4.336834266781807, -0.1425385400652885, -0.970289995893836, -1.225566666573286, 0.6575891450047493, -5.304686993360519, 1.3685893639922142, -0.053181566298008, 4.209513695910573, 3.9993369057774544, -2.810274962335825, -7.012001909315586, -4.571493029594421, 2.7870952486991882, 3.5250742472708225, -0.4042454995214939]|  0.4057219028472900|      8.00000000|[3318, 466, 0, 65]                                                         |  | used quadratic model with 292 points | actual_k=8
      14|[-2.3240514919161797, -2.3428598642349243, -0.6101333796977997, 0.0972585380077362, -0.0642071664333344, -0.7718005515635014, -3.6224534660577774, -0.2315241321921349, -1.285095414146781, -0.6341635398566723, 0.0844556167721748, -6.388448089361191, 0.2177397832274437, -0.0843419600278139, 5.585248740389943, 4.357283629477024, -2.3281666971743107, -6.326407469809055, -4.171689450740814, 2.4521294832229614, 4.885015729814768, 0.3079712353646755]|  0.3987295627593994|     16.00000000|[3572, 503, 0, 70]                                                         | | GPS sucess | actual_k=8
