k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5755943655967712, -0.5608136653900146]                                       |260.8425903320312500|      2.00000000|[3, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.0976194739341736, -0.6124338582158089]                                       | 65.3098449707031250|      4.00000000|[5, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.8463625907897949, 1.5438280627131462]                                        | 26.1837501525878906|      8.00000000|[7, 3, 0, 3]                                                               | | GPS sucess | actual_k=1
       4|[0.8463625907897949, 1.5438280627131462]                                        | 26.1837501525878906|      4.00000000|[10, 3, 1, 5]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[0.8463625907897949, 1.5438280627131462]                                        | 26.1837501525878906|      2.00000000|[13, 4, 2, 7]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[0.8905916064977646, 1.1218774244189262]                                        |  2.2942926883697510|      4.00000000|[16, 5, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[0.8905916064977646, 1.1218774244189262]                                        |  2.2942926883697510|      2.00000000|[18, 6, 3, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[0.8905916064977646, 1.1218774244189262]                                        |  2.2942926883697510|      1.00000000|[21, 7, 4, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[0.8905916064977646, 1.1218774244189262]                                        |  2.2942926883697510|      0.50000000|[24, 8, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.8905916064977646, 1.1218774244189262]                                        |  2.2942926883697510|      0.25000000|[27, 9, 6, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[0.8905916064977646, 1.1218774244189262]                                        |  2.2942926883697510|      0.12500000|[30, 10, 7, 18]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[0.955452173948288, 1.0326774939894676]                                         |  0.3273193538188934|      0.25000000|[33, 11, 7, 19]                                                            | | GPS sucess | actual_k=1
      13|[0.955452173948288, 1.0326774939894676]                                         |  0.3273193538188934|      0.12500000|[35, 12, 8, 21]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
