k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0339811332523823, -0.1455797255039215, 0.0078320745378733, 0.7273126840591431, 0.0374485664069653, 0.0361941829323769, 0.198353186249733, -0.0524658784270287, -0.0209024976938963, -0.1392122209072113, 0.2909859716892242, -0.0157894659787416, -0.1602684259414673, 0.0894237905740738, 0.0640622153878212, 0.1136030852794647, -0.0295881554484367, 0.0954317823052406, 0.1718329936265945, -0.1109782010316849, 0.2217824757099152, -0.1933416128158569]| 13.8108062744140625|      2.00000000|[209, 67, 0, 5]                                                            | | GPS sucess | actual_k=16
       2|[0.8592539317905903, -0.1502296631224453, -0.0384486336261034, 1.3986862897872925, 0.0867291167378426, 0.4132777526974678, 0.4946125000715256, -0.5516755506396294, -0.1161790248006582, 0.2348150014877319, 0.7758426666259766, 0.4534110557287931, 0.1705617010593414, 0.6611458212137222, 0.0339231565594673, 0.4293651580810547, -0.2443018332123756, 0.0199588015675545, 0.2029643133282661, 0.781812772154808, 0.4642719626426697, 0.3457812666893005]| 12.4933862686157227|      4.00000000|[413, 138, 0, 10]                                                          | | GPS sucess | actual_k=16
       3|[1.3982109315693378, -1.1266431515105069, 1.7763580661267042, 1.800717830657959, 0.0935480878688395, 0.9421300366520882, -0.84685118496418, -0.981337808072567, -0.5204234775155783, 0.6503264605998993, 1.093103051185608, 1.6803528796881437, 0.1407925169914961, 1.89425028860569, -0.9416819736361504, 0.6615991592407227, -0.105458952486515, 0.5928368642926216, 0.0227077230811119, 0.0592103451490402, 0.0999424755573273, 2.1095741391181946]| 12.1435794830322266|      8.00000000|[617, 209, 0, 15]                                                          | | GPS sucess | actual_k=16
       4|[-0.3338350765407085, -2.3741720621474087, 1.8383359108120203, 3.2461652755737305, 1.3143012807704508, 0.2454435303807259, -1.4505497962236404, 1.2861072793602943, -0.2878272738307714, -1.905932456254959, -1.8676491975784302, -1.570451544597745, 1.7100590746849775, 1.8090360313653946, -0.2163959071040154, 4.751597881317139, 0.1359246894717216, 0.6545053161680698, 0.5745789632201195, 0.4465145915746689, -0.1057626008987427, 2.4148835837841034]| 12.1382989883422852|     16.00000000|[822, 279, 0, 20]                                                          | | GPS sucess | actual_k=16
       5|[-3.2281949035823345, -11.005762905348092, 1.8264264725148678, 6.036123037338257, -5.356044502463192, 4.193162865936756, -2.8383483439683914, 5.776933409273624, -2.8133988585323095, 0.4518475234508514, -2.5226462483406067, -2.5976462829858065, 0.9378801863640547, 3.336854949593544, -1.923198752105236, 3.095663070678711, -2.373119480907917, 0.7512694112956524, 1.250438891351223, -1.0532395988702774, 3.766241192817688, 6.917967766523361]| 12.1268548965454102|     32.00000000|[1028, 348, 0, 25]                                                         | | GPS sucess | actual_k=16
       6|[-12.491069506853819, -2.321522564161569, -3.719579253345728, 13.91516900062561, -0.728343219961971, 11.278001256287098, -1.0643647462129593, 0.2697169557213783, -6.078210374340415, 13.60424754023552, -10.40936404466629, -4.67997388727963, -6.377985330298543, 5.5327131897211075, -9.105174116790295, 11.975366592407227, -7.13459599763155, 7.308822225779295, 9.966661654412746, 1.132892593741417, 0.4651957750320435, 3.1745202243328094]| 12.1178817749023438|     64.00000000|[1234, 417, 0, 30]                                                         | | GPS sucess | actual_k=16
       7|[-23.814450930804014, -29.31634983466938, -0.4135496951639652, 23.751772165298462, 0.4412403390742838, 17.154854245483875, 6.487238571047783, 20.811226584017277, -16.965337296947837, -10.836496859788895, -12.708466589450836, 12.06658716313541, -3.6110354382544756, 8.289104238152504, -14.330102495849133, 3.4088993072509766, -13.767482407391071, -10.112556863576174, -4.369577206671238, -6.2630405575037, 12.935131192207336, 12.100682944059372]| 12.0668888092041016|    128.00000000|[1441, 485, 0, 35]                                                         | | GPS sucess | actual_k=16
       8|[-27.185756634920835, -93.60506901191548, 8.286119189113379, 29.6281840801239, 4.789869813714176, 38.50105518847704, 45.066939041018486, 40.39004776626825, -2.2931189741939306, -10.230011492967606, -73.34110361337662, -20.039438532665372, 1.4847129862755537, 9.15885515511036, 4.083448834717274, -12.297280311584473, -13.989996053278446, -33.02098314836621, 49.37427731603384, -6.999292925000191, 0.657180905342102, 3.217574805021286]| 12.0407037734985352|    256.00000000|[1648, 553, 0, 40]                                                         | | GPS sucess | actual_k=16
       9|[-27.185756634920835, -93.60506901191548, 8.286119189113379, 29.6281840801239, 4.789869813714176, 38.50105518847704, 45.066939041018486, 40.39004776626825, -2.2931189741939306, -10.230011492967606, -73.34110361337662, -20.039438532665372, 1.4847129862755537, 9.15885515511036, 4.083448834717274, -12.297280311584473, -13.989996053278446, -33.02098314836621, 49.37427731603384, -6.999292925000191, 0.657180905342102, 3.217574805021286]| 12.0407037734985352|    128.00000000|[1856, 620, 0, 45]                                                         |  | used quadratic model with 276 points | actual_k=16
      10|[-27.185756634920835, -93.60506901191548, 8.286119189113379, 29.6281840801239, 4.789869813714176, 38.50105518847704, 45.066939041018486, 40.39004776626825, -2.2931189741939306, -10.230011492967606, -73.34110361337662, -20.039438532665372, 1.4847129862755537, 9.15885515511036, 4.083448834717274, -12.297280311584473, -13.989996053278446, -33.02098314836621, 49.37427731603384, -6.999292925000191, 0.657180905342102, 3.217574805021286]| 12.0407037734985352|     64.00000000|[2064, 687, 0, 50]                                                         |  | used quadratic model with 276 points | actual_k=16
      11|[-45.11350817605853, -114.4591034357436, -3.8437025882303715, 46.531635999679565, 7.221741943154484, 28.407032437622547, 42.70095460116863, 50.0939080491662, -0.8452606406062841, -40.48286488652229, -84.84147745370865, -17.919119643047452, 11.292445568367839, 4.811996653676033, 2.5631457045674324, -10.474653363227844, -8.979220487177372, -12.757681299000978, 63.464608393609524, 7.401120588183403, -20.584863543510437, 14.098675459623337]| 11.9846525192260742|    128.00000000|[2269, 757, 0, 55]                                                         | | GPS sucess | actual_k=16
