k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0744807635592687, 0.6212994019305413]                                        |  1.2260562047578611|      2.00000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       2|[0.0744807635592687, 0.6212994019305413]                                        |  1.2260562047578611|      1.00000000|[6, 2, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[-0.6605361188603175, 0.4928438375508493]                                       |  0.6242095828056335|      2.00000000|[9, 3, 2, 5]                                                               | | GPS sucess | actual_k=1
       4|[0.231314233426975, -0.0240144421541983]                                        |  0.0463991612195969|      4.00000000|[12, 3, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[0.231314233426975, -0.0240144421541983]                                        |  0.0463991612195969|      2.00000000|[14, 4, 3, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[0.231314233426975, -0.0240144421541983]                                        |  0.0463991612195969|      1.00000000|[17, 5, 4, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[0.231314233426975, -0.0240144421541983]                                        |  0.0463991612195969|      0.50000000|[20, 6, 5, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[0.231314233426975, -0.0240144421541983]                                        |  0.0463991612195969|      0.25000000|[23, 7, 6, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[0.1158888255404699, -0.2083209444964225]                                       |  0.0440882220864296|      0.50000000|[26, 8, 6, 15]                                                             | | GPS sucess | actual_k=1
      10|[0.1158888255404699, -0.2083209444964225]                                       |  0.0440882220864296|      0.25000000|[28, 9, 7, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[0.0666575868772733, -0.025859846659928]                                        |  0.0023358943872154|      0.50000000|[31, 10, 7, 18]                                                            | | GPS sucess | actual_k=1
      12|[0.0666575868772733, -0.025859846659928]                                        |  0.0023358943872154|      0.25000000|[33, 11, 8, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
