k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.273485541343689, 5.091634191572666]                                          | 14.8420333862304688|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.273485541343689, 5.091634191572666]                                          | 14.8420333862304688|      1.00000000|[5, 0, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       3|[0.6574398875236511, 4.562859930098057]                                         |  3.5835504531860352|      2.00000000|[8, 0, 1, 4]                                                               | | GPS sucess | actual_k=0
       4|[0.6574398875236511, 4.562859930098057]                                         |  3.5835504531860352|      1.00000000|[10, 0, 2, 6]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       5|[0.5590196326375008, 4.47960764169693]                                          |  0.2731868326663971|      2.00000000|[13, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[0.5590196326375008, 4.47960764169693]                                          |  0.2731868326663971|      1.00000000|[15, 0, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       7|[0.5590196326375008, 4.47960764169693]                                          |  0.2731868326663971|      0.50000000|[18, 0, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[0.5590196326375008, 4.47960764169693]                                          |  0.2731868326663971|      0.25000000|[21, 0, 5, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[0.5590196326375008, 4.47960764169693]                                          |  0.2731868326663971|      0.12500000|[24, 0, 6, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      10|[0.5590196326375008, 4.47960764169693]                                          |  0.2731868326663971|      0.06250000|[27, 0, 7, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      11|[0.5724739031866193, 4.45481251552701]                                          |  0.1921963095664978|      0.12500000|[30, 0, 7, 18]                                                             | | GPS sucess | actual_k=0
      12|[0.5724739031866193, 4.45481251552701]                                          |  0.1921963095664978|      0.06250000|[32, 0, 8, 20]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
