k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1314644515514374, 0.3940451741218567, 0.0386469215154648, 0.4182039499282837, -0.1515172719955444, 0.055262379348278, 0.0285081397742033, 0.1956338584423065, 0.0714125484228134, 0.1424615234136581, -0.0220049135386944, -0.0957694500684738, -0.2128420025110245, 0.3949409127235413, 0.0535173416137695, -0.1311503648757935, -0.2179222404956818, -0.0033870448824018, -0.0279395449906588, -0.4052988588809967, 0.3039552569389343, 0.024098813533783]| 14.0860948562622070|      2.00000000|[248, 36, 0, 5]                                                            | | GPS sucess | actual_k=8
       2|[0.8663664162158966, -0.1188479065895081, -0.0541600435972214, 1.3104491829872131, 0.2498978078365326, -0.2958444729447365, 0.2948820721358061, 0.5114829838275909, -0.0836779773235321, 0.4824747294187546, 0.1772450990974903, 0.4971825033426285, -0.4993288666009903, 0.1607391834259033, 0.6984860897064209, -0.0237408131361008, -0.3529157191514969, -0.268502097344026, -0.4516278672963381, -0.2888138368725777, 0.6641403436660767, 0.0039499718695879]| 12.5481386184692383|      4.00000000|[496, 71, 0, 10]                                                           | | GPS sucess | actual_k=8
       3|[0.9585456997156143, 0.5165151953697205, 0.0592088252305984, 2.39653617143631, -1.5453868210315704, -0.2997799827717245, -0.0163224507123232, -0.0453269183635712, -0.5889056622982025, 0.1862148493528366, 1.0429303832352161, -0.2800786346197128, -1.0936575084924698, 0.921359658241272, 0.9748870432376862, 0.9625140577554703, -0.4104258194565773, 0.9883977363351732, 1.0891442131251097, -0.1145777776837349, -0.7248092889785767, 0.1879588533192873]| 12.1438884735107422|      8.00000000|[743, 107, 0, 15]                                                          | | GPS sucess | actual_k=8
       4|[-0.5901393741369247, 0.1974352300167084, 0.2630572915077209, 3.615091621875763, -2.2319609224796295, -2.4754084064625204, 1.3975748252123594, 0.7488094866275787, -1.72342249751091, -1.594494417309761, -1.0302126221358776, -1.1215194314718246, 0.5530932992696762, 2.5814517736434937, 1.1217341870069504, 0.2144135385751724, 0.8496377095580101, 6.395755905890837, 1.445428652688861, 0.2956221327185631, -3.0275298357009888, -0.1947473119944334]| 12.1403493881225586|     16.00000000|[990, 143, 0, 20]                                                          | | GPS sucess | actual_k=8
       5|[-2.54806612432003, -1.0707317888736725, 1.7249488234519958, 4.997715055942535, -2.1531403362751007, -3.126024635042995, 6.96919290535152, -2.852593034505844, 1.679440289735794, 6.336874410510063, 1.22026040032506, -4.826324328780174, -2.4490071684122086, 7.751245379447937, -5.091194108128548, -0.5832846611738205, -2.906494654715061, 8.117303509498015, 1.2708621751517057, 0.4238671138882637, -0.2745863199234009, 2.762428419664502]| 12.1351041793823242|     32.00000000|[1237, 179, 0, 25]                                                         | | GPS sucess | actual_k=8
       6|[-10.779652580618858, 6.331487983465195, 2.397337853908539, 10.733359396457672, -4.538061410188675, -6.328759820666164, -3.812354641035199, 7.562833219766617, 2.280875116586685, -2.9624934941530228, -2.3509077839553356, 0.741155281662941, 0.3084648698568344, 5.195128083229065, 3.762217566370964, 1.2137085944414139, 11.432911358773708, 4.968808789039031, 4.124714924022555, 5.6512531116604805, -11.557713150978088, 4.9850877691060305]| 12.1195392608642578|     64.00000000|[1485, 214, 0, 30]                                                         | | GPS sucess | actual_k=8
       7|[-33.42328928411007, -4.659260421991348, 7.9480761885643005, 27.860627233982086, -14.575439721345901, -11.516220243182033, -14.054583149030805, 1.0583457052707672, -12.097730726003647, -17.708183839917183, 4.436025638133287, 4.012000694870949, -15.979439869523048, -20.270251631736755, -6.545159295201302, -2.0236926525831223, 9.886008583009243, 11.448856968665496, -23.31292431242764, -2.366760842502117, -17.15888750553131, -1.926431281492114]| 12.1072463989257812|    128.00000000|[1732, 250, 0, 35]                                                         | | GPS sucess | actual_k=8
       8|[-28.818080887198448, 4.819520324468613, -1.0659151673316956, 25.734045803546906, -62.415787011384964, 15.548026888165623, -43.21124132163823, 13.306016832590103, -0.9223471581935883, -5.972798898816109, 50.1685238070786, 20.64622463285923, -42.29080118238926, -39.507020354270935, -47.72829909622669, 30.70712323486805, 13.872099958360195, 9.826110024238005, -51.909031795337796, 31.44089449197054, 15.02309262752533, 47.6713012624532]| 12.0808200836181641|    256.00000000|[1980, 285, 0, 40]                                                         | | GPS sucess | actual_k=8
       9|[-28.818080887198448, 4.819520324468613, -1.0659151673316956, 25.734045803546906, -62.415787011384964, 15.548026888165623, -43.21124132163823, 13.306016832590103, -0.9223471581935883, -5.972798898816109, 50.1685238070786, 20.64622463285923, -42.29080118238926, -39.507020354270935, -47.72829909622669, 30.70712323486805, 13.872099958360195, 9.826110024238005, -51.909031795337796, 31.44089449197054, 15.02309262752533, 47.6713012624532]| 12.0808200836181641|    128.00000000|[2228, 320, 0, 45]                                                         |  | used quadratic model with 284 points | actual_k=8
      10|[-28.818080887198448, 4.819520324468613, -1.0659151673316956, 25.734045803546906, -62.415787011384964, 15.548026888165623, -43.21124132163823, 13.306016832590103, -0.9223471581935883, -5.972798898816109, 50.1685238070786, 20.64622463285923, -42.29080118238926, -39.507020354270935, -47.72829909622669, 30.70712323486805, 13.872099958360195, 9.826110024238005, -51.909031795337796, 31.44089449197054, 15.02309262752533, 47.6713012624532]| 12.0808200836181641|     64.00000000|[2476, 355, 0, 50]                                                         |  | used quadratic model with 284 points | actual_k=8
      11|[-45.72991560399532, 0.4198640286922455, -1.2571848183870316, 39.119461834430695, -70.67563846707344, 1.8033007071353495, -55.807197170332074, 33.74166861176491, 25.917967706918716, 0.0934228152036667, 68.09938814118505, 32.68695892393589, -43.572442069649696, -49.761289954185486, -69.56863494217396, 42.823733761906624, 7.845287881791592, 22.494808335090056, -65.46370689757168, 18.731095679104328, 2.593072295188904, 38.68897952325642]| 12.0337705612182617|    128.00000000|[2724, 390, 0, 55]                                                         | | GPS sucess | actual_k=8
