k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646582961082, 0.2747185826301575, -0.137134462594986, 0.4579889476299286, 0.2082384824752808, -0.3116142749786377, -0.1069750189781189, -0.1159370467066765, 0.1397458612918854, 0.0341020561754704, -0.1914674639701843, -0.0652850568294525, -0.0144763644784689, 0.337201863527298, 0.0044242572039366, 0.0833752825856209, 0.197030246257782, 0.3441071510314941, 0.0740233510732651, 0.0973725020885468, -0.072860062122345, -0.4003025889396667]| 14.1187686920166016|      2.00000000|[28, 3, 0, 1]                                                              | | GPS sucess | actual_k=8
       2|[0.805901549756527, 0.0230059325695038, 0.331399530172348, 0.9638579189777374, 0.2326217480003834, -0.4496302306652069, 0.0715660899877548, -0.0496741905808449, -1.0943792760372162, -0.3962313793599606, -0.4576093852519989, -0.1191623248159885, 0.1232605818659067, 0.6048676073551178, 0.1225447487086058, 0.3724162057042122, 0.294710747897625, -0.0315624475479126, 0.4627584964036942, 0.0501806847751141, 0.719632089138031, -0.4867890328168869]| 12.7930288314819336|      4.00000000|[53, 8, 0, 2]                                                              | | GPS sucess | actual_k=8
       3|[1.254736714065075, -1.2885643541812897, 0.7237949669361115, 2.12134912610054, 1.7098483629524708, -0.739165186882019, 0.2739704698324203, -1.144857443869114, -1.8223329484462738, -0.4664635322988033, -0.1273080110549927, -0.0257623381912708, 0.3967779520899057, 0.0268223583698273, 0.94732497446239, -0.3535818979144096, -0.414460189640522, -1.6170661449432373, 1.0810322910547256, -1.1423773653805256, 1.3699823021888733, -1.737802192568779]| 12.1430625915527344|      8.00000000|[79, 12, 0, 3]                                                             | | GPS sucess | actual_k=8
       4|[-0.3407673314213753, -0.6178317368030548, 2.758318930864334, 3.049533873796463, 1.958632294088602, -0.8891353756189346, 0.5380910187959671, -0.9178378209471703, -0.6851416528224945, -0.0117931328713894, -1.9126875400543213, -0.0920181311666965, -0.8598627205938101, 1.2662585079669952, 0.8233622070401907, -1.9356540367007256, -2.87936282902956, 1.5283637046813965, 4.414523854851723, -0.0263591893017292, 3.140345871448517, 2.0053375512361526]| 12.1402330398559570|     16.00000000|[104, 17, 0, 4]                                                            | | GPS sucess | actual_k=8
       5|[-0.3407673314213753, -0.6178317368030548, 2.758318930864334, 3.049533873796463, 1.958632294088602, -0.8891353756189346, 0.5380910187959671, -0.9178378209471703, -0.6851416528224945, -0.0117931328713894, -1.9126875400543213, -0.0920181311666965, -0.8598627205938101, 1.2662585079669952, 0.8233622070401907, -1.9356540367007256, -2.87936282902956, 1.5283637046813965, 4.414523854851723, -0.0263591893017292, 3.140345871448517, 2.0053375512361526]| 12.1402330398559570|      8.00000000|[131, 20, 0, 5]                                                            |  | used linear model with 31 points | actual_k=8
       6|[-0.3407673314213753, -0.6178317368030548, 2.758318930864334, 3.049533873796463, 1.958632294088602, -0.8891353756189346, 0.5380910187959671, -0.9178378209471703, -0.6851416528224945, -0.0117931328713894, -1.9126875400543213, -0.0920181311666965, -0.8598627205938101, 1.2662585079669952, 0.8233622070401907, -1.9356540367007256, -2.87936282902956, 1.5283637046813965, 4.414523854851723, -0.0263591893017292, 3.140345871448517, 2.0053375512361526]| 12.1402330398559570|      4.00000000|[156, 25, 0, 6]                                                            |  | used linear model with 31 points | actual_k=8
       7|[-0.3407673314213753, -0.6178317368030548, 2.758318930864334, 3.049533873796463, 1.958632294088602, -0.8891353756189346, 0.5380910187959671, -0.9178378209471703, -0.6851416528224945, -0.0117931328713894, -1.9126875400543213, -0.0920181311666965, -0.8598627205938101, 1.2662585079669952, 0.8233622070401907, -1.9356540367007256, -2.87936282902956, 1.5283637046813965, 4.414523854851723, -0.0263591893017292, 3.140345871448517, 2.0053375512361526]| 12.1402330398559570|      2.00000000|[181, 30, 0, 7]                                                            |  | used linear model with 31 points | actual_k=8
       8|[-0.3366355048492551, -0.825868234038353, 2.4703177213668823, 3.0578413605690002, 1.2074571885168552, -0.6187767833471298, 1.1926749497652054, -0.7690750733017921, -0.3997406363487244, 0.2439644671976566, -1.989682823419571, 0.3287537954747677, -0.9568523298949003, 0.9705267548561096, -0.4544250015169382, -1.5887430235743523, -2.3264694288372993, 1.5226619187742472, 3.947934165596962, -0.0601353086531162, 3.359254330396652, 1.8224833309650421]| 12.1392040252685547|      4.00000000|[207, 34, 0, 8]                                                            | | GPS sucess | actual_k=8
       9|[-0.7345186220481992, -1.634987398982048, 2.608280226588249, 3.385847270488739, 1.8974179066717625, -1.038164809346199, 2.2400689870119095, -0.3575797453522682, -0.2880506590008736, 1.0030280090868473, -3.3319990932941437, -1.6092896796762943, -1.1816750299185514, 0.2869640588760376, 0.3783158417791128, -2.101324252784252, -2.5345944240689278, 2.2524055186659098, 4.702008858323097, 1.4591937623918056, 4.604791730642319, 1.1031597554683685]| 12.1376714706420898|      8.00000000|[233, 38, 0, 9]                                                            | | GPS sucess | actual_k=8
      10|[-0.7345186220481992, -1.634987398982048, 2.608280226588249, 3.385847270488739, 1.8974179066717625, -1.038164809346199, 2.2400689870119095, -0.3575797453522682, -0.2880506590008736, 1.0030280090868473, -3.3319990932941437, -1.6092896796762943, -1.1816750299185514, 0.2869640588760376, 0.3783158417791128, -2.101324252784252, -2.5345944240689278, 2.2524055186659098, 4.702008858323097, 1.4591937623918056, 4.604791730642319, 1.1031597554683685]| 12.1376714706420898|      4.00000000|[259, 42, 0, 10]                                                           |  | used linear model with 31 points | actual_k=8
      11|[-1.5558144794777036, -2.948900505900383, 1.734055444598198, 4.311576306819916, 1.3441289700567722, -2.103128030896187, 1.899386927485466, -0.2004067525267601, 0.311909906566143, 2.232996318489313, -4.524164110422134, -1.3688095845282078, -1.2640286143869162, -0.1121738255023956, 0.7105046268552542, -0.2491440102458, -3.7309254482388496, 1.5828776899725199, 5.640258029103279, 1.936534371227026, 5.193442076444626, 1.0415645502507687]| 12.1352071762084961|      8.00000000|[284, 47, 0, 11]                                                           | | GPS sucess | actual_k=8
