k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8764642849564552, 1.2869354486465454, 0.804011806845665, 1.1728223115205765, 0.0511585474014282, 0.6970320045948029, 1.1661124378442764, 1.1817501485347748, 1.008027696982026, 0.5106664001941681, 0.5868785679340363, 0.1023983359336853, 1.1708577126264572, 0.6269434988498688, 1.5202123522758484, 1.1101862862706184, 0.7083412110805511, 1.428932100534439, 0.4630210995674133, 0.2875623106956482, 1.0438347570598125, 1.2180215120315552]|  1.2769769430160522|      2.00000000|[222, 70, 0, 5]                                                            | | GPS sucess | actual_k=16
       2|[0.321858324110508, 0.7564957141876221, -0.0243830233812332, 1.921127513051033, 0.08211749792099, 1.2756827771663666, 0.6177510172128677, 1.931211680173874, -0.3711691852658987, -0.8789497315883636, 0.4102373868227005, -1.4913427233695984, -0.6788109093904495, 0.5407209917902946, 1.7024972289800644, 1.9400285556912422, 1.7521925866603851, 1.5221039429306984, 1.0599403977394104, 0.1687489449977875, 0.1138855926692486, 1.4975066781044006]|  0.9837254285812378|      4.00000000|[444, 139, 0, 10]                                                          | | GPS sucess | actual_k=16
       3|[-0.7020233497023582, 1.3874265551567078, 2.7858412712812424, -0.0557098835706711, -0.8611514568328857, 0.4911141097545624, -2.185836896300316, 0.4183470904827118, 1.044734025374055, -1.6687894761562347, 0.0187395960092545, -3.4845884442329407, -0.7433551996946335, 0.6706398352980614, 1.678997727110982, 3.286551959812641, -2.3842953741550446, -1.2007990702986717, 0.4503991603851318, 0.2994724065065384, 0.2513774745166302, 3.858070194721222]|  0.6743337512016296|      8.00000000|[660, 214, 0, 15]                                                          | | GPS sucess | actual_k=16
       4|[-1.48176821321249, 1.5144196450710297, 0.965855285525322, -1.5581081360578537, 0.4366021156311035, 0.6795170903205872, -1.7131804674863815, 0.1726924628019333, -0.5951642747968435, -2.095812201499939, 0.4874260872602463, -3.8957408666610718, -1.458159253001213, -0.4327178373932838, 1.4126571137458086, 2.834538199007511, -2.794205665588379, -1.9930643066763878, -0.3724648952484131, 0.8412540704011917, 0.5807778649032116, 4.673016786575317]|  0.5547713637351990|     16.00000000|[875, 290, 0, 20]                                                          | | GPS sucess | actual_k=16
       5|[0.6357497349381447, 1.445559911429882, -0.8848922997713089, -1.3354530781507492, 0.5473111569881439, -1.1199964880943298, -4.6407927721738815, 0.2037720214575529, -0.2219936605542898, -1.8741138279438019, 1.6519159525632858, -7.116698384284973, 0.6415767222642899, -2.3260409012436867, 3.0078757721930742, 2.8582613691687584, -5.763999938964844, -2.582010827958584, -0.2731569334864616, 3.161727264523506, -1.1954260058701038, 2.6629443168640137]|  0.5362377166748047|     32.00000000|[1093, 363, 0, 25]                                                         | | GPS sucess | actual_k=16
       6|[0.6357497349381447, 1.445559911429882, -0.8848922997713089, -1.3354530781507492, 0.5473111569881439, -1.1199964880943298, -4.6407927721738815, 0.2037720214575529, -0.2219936605542898, -1.8741138279438019, 1.6519159525632858, -7.116698384284973, 0.6415767222642899, -2.3260409012436867, 3.0078757721930742, 2.8582613691687584, -5.763999938964844, -2.582010827958584, -0.2731569334864616, 3.161727264523506, -1.1954260058701038, 2.6629443168640137]|  0.5362377166748047|     16.00000000|[1314, 433, 0, 30]                                                         |  | used quadratic model with 292 points | actual_k=16
       7|[-0.4597199782729149, 0.431038074195385, 0.7876780480146408, -0.7673961967229843, 0.8291943073272705, -0.4664544463157654, -2.6839435547590256, -0.4762227404862642, 1.5958508495241404, 0.5506434142589569, 0.0014423578977585, -5.997929215431213, 1.2427451759576797, -4.098137773573399, 2.843915658071637, 0.2309589609503746, -7.350977778434753, -2.8088309094309807, -0.398919366300106, 7.680189445614815, -3.059024352580309, 4.608701586723328]|  0.5334995388984680|     32.00000000|[1532, 506, 0, 35]                                                         | | GPS sucess | actual_k=16
       8|[-0.4597199782729149, 0.431038074195385, 0.7876780480146408, -0.7673961967229843, 0.8291943073272705, -0.4664544463157654, -2.6839435547590256, -0.4762227404862642, 1.5958508495241404, 0.5506434142589569, 0.0014423578977585, -5.997929215431213, 1.2427451759576797, -4.098137773573399, 2.843915658071637, 0.2309589609503746, -7.350977778434753, -2.8088309094309807, -0.398919366300106, 7.680189445614815, -3.059024352580309, 4.608701586723328]|  0.5334995388984680|     16.00000000|[1750, 579, 0, 40]                                                         |  | used quadratic model with 292 points | actual_k=16
       9|[-0.0124237760901451, -0.7290904000401497, 0.744999349117279, 1.1103338152170181, 0.2141837477684021, -2.0345707535743713, -3.3531526774168015, 0.6661802660673857, 0.3696754220873117, -1.6661093533039093, -0.8009798675775528, -6.669962167739868, 2.588919773697853, -0.8300403729081154, 2.0188722778111696, 1.923880122601986, -5.992015361785889, -6.26623123139143, -3.8400821909308434, 5.427352264523506, -3.258625853806734, 4.445123955607414]|  0.5026895999908447|     32.00000000|[1967, 653, 0, 45]                                                         | | GPS sucess | actual_k=16
      10|[-0.0124237760901451, -0.7290904000401497, 0.744999349117279, 1.1103338152170181, 0.2141837477684021, -2.0345707535743713, -3.3531526774168015, 0.6661802660673857, 0.3696754220873117, -1.6661093533039093, -0.8009798675775528, -6.669962167739868, 2.588919773697853, -0.8300403729081154, 2.0188722778111696, 1.923880122601986, -5.992015361785889, -6.26623123139143, -3.8400821909308434, 5.427352264523506, -3.258625853806734, 4.445123955607414]|  0.5026895999908447|     16.00000000|[2186, 725, 0, 50]                                                         |  | used quadratic model with 292 points | actual_k=16
      11|[-2.3495781645178795, -2.114579387009144, -1.1429035067558289, 0.1491573601961136, -2.959163248538971, -1.3901782631874084, -4.036312684416771, -0.8413545954972506, 0.2928955797106028, -0.6904191672801971, -0.8637478575110435, -7.134551256895065, 3.8373990207910538, -2.5921740904450417, 0.5751433540135622, -1.0113389268517494, -8.895060300827026, -8.617508821189404, -2.342713974416256, 4.410443142056465, -1.1074906475842, 3.7350233644247055]|  0.4192350208759308|     32.00000000|[2405, 797, 0, 55]                                                         | | GPS sucess | actual_k=16
