k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646582961082, 0.2747185826301575, -0.137134462594986, 0.4579889476299286, 0.2082384824752808, -0.3116142749786377, -0.1069750189781189, -0.1159370467066765, 0.1397458612918854, 0.0341020561754704, -0.1914674639701843, -0.0652850568294525, -0.0144763644784689, 0.337201863527298, 0.0044242572039366, 0.0833752825856209, 0.197030246257782, 0.3441071510314941, 0.0740233510732651, 0.0973725020885468, -0.072860062122345, -0.4003025889396667]| 14.1187686920166016|      2.00000000|[22, 3, 0, 2]                                                              | | GPS sucess | actual_k=2
       2|[0.4199729785323143, 0.4848650246858597, 0.0137902796268463, 1.5193719565868378, -0.480047881603241, -0.0606126189231873, -0.5430244505405426, -0.3426791504025459, -0.5373475849628448, 0.0342656667489791, -0.3939834386110306, -0.0070138610899448, 0.5667052213102579, 0.3250685445964336, -0.3890509773045778, 0.3064622804522514, 0.639898031949997, 0.0634190738201141, -0.138149157166481, -0.5346539318561554, -0.465640127658844, -0.310857430100441]| 12.6099729537963867|      4.00000000|[43, 6, 0, 4]                                                              | | GPS sucess | actual_k=2
       3|[0.0205185934901237, 1.5752656012773514, 1.1272890865802765, 3.1067881286144257, -0.5141153410077095, 0.428569495677948, 0.5317362248897552, -1.9289023950695992, -0.3196176439523697, 0.7742895181436324, 0.4533228129148483, -0.2333610095083714, 0.1647016648203135, -0.180943239480257, -0.7433645892888308, 1.6608438417315483, 0.7789885848760605, 1.0927941501140594, -1.480834260582924, -0.598118007183075, -1.0541059374809265, -0.2321691513061523]| 12.1615638732910156|      8.00000000|[64, 9, 0, 6]                                                              | | GPS sucess | actual_k=2
       4|[0.6175988242030144, -1.1055038422346115, -0.8230923116207123, 2.920169845223427, -2.9718864038586617, 0.361370861530304, -0.7697282135486603, -1.2670694068074226, -0.5667485594749451, -1.6068466608267045, -1.6619964390993118, -0.5711095072329044, 1.673400366678834, -1.1111817844212055, -0.4713449347764254, 0.9449603483080864, -0.7366265207529068, 2.207587331533432, -1.173475369811058, -2.386678159236908, 1.0005801320075989, -4.629741668701172]| 12.1419763565063477|     16.00000000|[85, 12, 0, 8]                                                             | | GPS sucess | actual_k=2
       5|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|     32.00000000|[106, 15, 0, 10]                                                           | | GPS sucess | actual_k=2
       6|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|     16.00000000|[126, 19, 0, 12]                                                           |  | used linear model with 25 points | actual_k=2
       7|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|      8.00000000|[146, 23, 0, 14]                                                           |  | used linear model with 25 points | actual_k=2
       8|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|      4.00000000|[168, 25, 0, 16]                                                           |  | used linear model with 25 points | actual_k=2
       9|[-0.4978619180619717, -5.082558259367943, 0.0363459885120392, 3.8729306887835264, 1.06760822981596, -0.0883523635566235, 2.074857920408249, -7.629026599228382, -3.160981833934784, -2.252686590407393, -3.424952730536461, 3.9123444221913815, -0.2821509893983603, 1.2899593226611614, -7.982784019783139, -3.3484870865941048, 0.9802431911230087, 2.742387145757675, -0.7079000752419233, 4.677370846271515, 4.313618898391724, -6.040778338909149]| 12.1362361907958984|      8.00000000|[189, 28, 0, 18]                                                           | | GPS sucess | actual_k=2
      10|[-2.750924166291952, -2.8919514268636703, 1.2271739542484283, 5.237393183633685, 1.7364950105547905, 1.4137841053307056, 1.2609001100063324, -6.23402363806963, -2.6758446097373962, -1.5198339526396012, -4.62910495698452, 3.6836260221898556, -0.7127437647432089, -1.0782652981579304, -10.075959192588925, -5.984832234680653, -0.3425127416849136, 2.317479431629181, 1.9998321253806353, 4.741144448518753, 0.6443846225738525, -4.1960490345954895]| 12.1332015991210938|     16.00000000|[211, 30, 0, 20]                                                           | | GPS sucess | actual_k=2
