k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.390603244304657, 1.1473620533943176]                                         |  5.4714069366455078|      2.00000000|[6, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       2|[1.035070687532425, 0.1781252026557922]                                         |  2.3486096858978271|      4.00000000|[11, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       3|[1.9262993037700653, -0.4148749113082886]                                       |  0.3487380743026733|      8.00000000|[16, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       4|[1.9262993037700653, -0.4148749113082886]                                       |  0.3487380743026733|      4.00000000|[21, 0, 1, 9]                                                              |  | used quadratic model with 6 points | iterate failure | actual_k=0
       5|[1.9262993037700653, -0.4148749113082886]                                       |  0.3487380743026733|      2.00000000|[27, 0, 2, 12]                                                             |  | used quadratic model with 6 points | iterate failure | actual_k=0
       6|[1.9262993037700653, -0.4148749113082886]                                       |  0.3487380743026733|      1.00000000|[33, 0, 2, 14]                                                             |  | used quadratic model with 6 points | actual_k=0
       7|[1.89136403799057, -1.2166762948036194]                                         |  0.0762205645442009|      2.00000000|[38, 0, 2, 16]                                                             | | GPS sucess | actual_k=0
       8|[1.89136403799057, -1.2166762948036194]                                         |  0.0762205645442009|      1.00000000|[43, 0, 3, 19]                                                             |  | used quadratic model with 6 points | iterate failure | actual_k=0
       9|[1.89136403799057, -1.2166762948036194]                                         |  0.0762205645442009|      0.50000000|[49, 0, 4, 22]                                                             |  | used quadratic model with 6 points | iterate failure | actual_k=0
