k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3776347637176514, 5.653315186500549]                                         |  2.9020338058471680|      2.00000000|[3, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.3776347637176514, 5.653315186500549]                                         |  2.9020338058471680|      1.00000000|[5, 2, 1, 3]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[0.3776347637176514, 5.653315186500549]                                         |  2.9020338058471680|      0.50000000|[8, 3, 2, 5]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[0.3410506621003151, 5.37666329741478]                                          |  1.9596973657608032|      1.00000000|[12, 3, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[0.4638329818844795, 4.9169928431510925]                                        |  0.4582065045833588|      2.00000000|[14, 4, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[0.4638329818844795, 4.9169928431510925]                                        |  0.4582065045833588|      1.00000000|[16, 5, 3, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[0.4638329818844795, 4.9169928431510925]                                        |  0.4582065045833588|      0.50000000|[19, 6, 4, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[0.4638329818844795, 4.9169928431510925]                                        |  0.4582065045833588|      0.25000000|[22, 7, 5, 13]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[0.4638329818844795, 4.9169928431510925]                                        |  0.4582065045833588|      0.12500000|[25, 8, 6, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.4663908109068871, 4.934631695970893]                                         |  0.4407191276550293|      0.25000000|[28, 9, 6, 16]                                                             | | GPS sucess | actual_k=1
      11|[0.4663908109068871, 4.934631695970893]                                         |  0.4407191276550293|      0.12500000|[30, 10, 7, 18]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[0.4663908109068871, 4.934631695970893]                                         |  0.4407191276550293|      0.06250000|[33, 11, 8, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
