k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.50000000|[637, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 236 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 408 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 465 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 522 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 579 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.25000000|[1269, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 175 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 232 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 346 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 404 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 461 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 518 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 575 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.1001818934246275, -0.042025777016439, -0.0393495092581164, -0.074049144894714, -0.0692855548949485, -0.0618485283280211, -0.0263980913112977, -0.0491670567826203, -0.0981229621776029, -0.1386250972761544, -0.0596523517839492, -0.130322469140465, -0.1237071422562906, -0.1000170639863274, -0.123390177344543, -0.1254468452600973, -0.1514121474737267, -0.1437533152994682, -0.1449609720129915, -0.1625732716023646, -0.1742970454173748, -0.1844666155771671, -0.2023716962185038, -0.1891658025012856, -0.184071723655748, -0.1996129577851795, -0.1700472013162817, -0.2260498843041731, -0.2341675735565165, -0.2246904605321134, -0.2136982884588998, -0.2323463067834396, -0.1965777927510224, -0.2469803529225942, -0.2442552318984797, -0.2128513911912033, -0.2559874744753234, -0.1983155565479417, -0.227824054546957, -0.2394676376858549, -0.2728324180957394, -0.2451720764768701, -0.220957011252725, -0.2088769423362996, -0.2221720545445723, -0.2469419906233483, -0.2371530225218682, -0.2531730508437079, -0.2538806480253364, -0.2672840234562543, -0.1907444126671069, -0.2630157606222513, -0.2589892882239451, -0.2627507369268448, -0.209422625877901, -0.2326057899811917, -0.2016382657692377, -0.2657528640510509, -0.2556845767863267, -0.1919167324078973, -0.2477763829512965, -0.2307964847318691, -0.2501390175035068, -0.2552281279348558, -0.2480757396931242, -0.2118801872159645, -0.2440370794046053, -0.2175658437325333, -0.2243540234331441, -0.1783391798697111, -0.1689062529538063, -0.1971053518580669, -0.2252425712077131, -0.1859915684955273, -0.1857776810575135, -0.1876240161235534, -0.1579600149185417, -0.1864245376356766, -0.1574049067914017, -0.1785610698674384, -0.1365570835377652, -0.1472309650075962, -0.1185199320415466, -0.1498077570633246, -0.1679609645664673, -0.1363618654072661, -0.108665209952989, -0.132864068730263, -0.127894881347101, -0.1130764151875963, -0.0852617027569956, -0.0927024149763791, -0.0610785834730067, -0.0057843339507478, -0.0339616083951834, -0.0775177779335479, -0.0498533297063674, -0.0363949841895359, -0.0207509957642239, -0.0884319443586473]| 99.9768142700195312|      0.50000000|[1673, 116, 0, 29]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 175 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 232 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 347 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       4|[-0.1001818934246275, -0.042025777016439, -0.0393495092581164, -0.074049144894714, -0.0692855548949485, -0.0618485283280211, -0.0263980913112977, -0.0491670567826203, -0.0981229621776029, -0.1386250972761544, -0.0596523517839492, -0.130322469140465, -0.1237071422562906, -0.1000170639863274, -0.123390177344543, -0.1254468452600973, -0.1514121474737267, -0.1437533152994682, -0.1449609720129915, -0.1625732716023646, -0.1742970454173748, -0.1844666155771671, -0.2023716962185038, -0.1891658025012856, -0.184071723655748, -0.1996129577851795, -0.1700472013162817, -0.2260498843041731, -0.2341675735565165, -0.2246904605321134, -0.2136982884588998, -0.2323463067834396, -0.1965777927510224, -0.2469803529225942, -0.2442552318984797, -0.2128513911912033, -0.2559874744753234, -0.1983155565479417, -0.227824054546957, -0.2394676376858549, -0.2728324180957394, -0.2451720764768701, -0.220957011252725, -0.2088769423362996, -0.2221720545445723, -0.2469419906233483, -0.2371530225218682, -0.2531730508437079, -0.2538806480253364, -0.2672840234562543, -0.1907444126671069, -0.2630157606222513, -0.2589892882239451, -0.2627507369268448, -0.209422625877901, -0.2326057899811917, -0.2016382657692377, -0.2657528640510509, -0.2556845767863267, -0.1919167324078973, -0.2477763829512965, -0.2307964847318691, -0.2501390175035068, -0.2552281279348558, -0.2480757396931242, -0.2118801872159645, -0.2440370794046053, -0.2175658437325333, -0.2243540234331441, -0.1783391798697111, -0.1689062529538063, -0.1971053518580669, -0.2252425712077131, -0.1859915684955273, -0.1857776810575135, -0.1876240161235534, -0.1579600149185417, -0.1864245376356766, -0.1574049067914017, -0.1785610698674384, -0.1365570835377652, -0.1472309650075962, -0.1185199320415466, -0.1498077570633246, -0.1679609645664673, -0.1363618654072661, -0.108665209952989, -0.132864068730263, -0.127894881347101, -0.1130764151875963, -0.0852617027569956, -0.0927024149763791, -0.0610785834730067, -0.0057843339507478, -0.0339616083951834, -0.0775177779335479, -0.0498533297063674, -0.0363949841895359, -0.0207509957642239, -0.0884319443586473]| 99.9768142700195312|      0.25000000|[2307, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 176 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 233 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 290 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 347 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 404 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 462 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 520 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.1221934163302822, -0.0929619526445451, -0.0481955197709856, -0.0382253038639619, -0.0571400711236408, -0.0417164689642911, -0.0146108525295014, -0.0281961734951443, -0.1221926693545995, -0.1292540569146454, -0.0968591533902441, -0.0804894506335538, -0.1002400675788873, -0.0634111021246602, -0.1366252061817655, -0.1446745895593615, -0.176836457969395, -0.1779105624561752, -0.1523097058088334, -0.1447252215321103, -0.1872234856234243, -0.1839163023021274, -0.1804585146791871, -0.1660280716952039, -0.1947595155735909, -0.1461861118118939, -0.179201495288205, -0.1923348206063393, -0.19642991039989, -0.1967996222573081, -0.257775244064225, -0.2358796078528473, -0.1684058396946808, -0.2621235533106718, -0.2231425080364847, -0.2497470148953276, -0.2741123385473559, -0.2197430325242169, -0.2174917069251404, -0.2394953815446978, -0.2703178070572606, -0.2840455178638914, -0.184736171482904, -0.2327378446749427, -0.2087702114489748, -0.2284624113465544, -0.2619055991805517, -0.2804150183810175, -0.2231392744143784, -0.2513550539073865, -0.2025785708748154, -0.2868380213616573, -0.2970810303948196, -0.271402519115278, -0.237526570544853, -0.2200882567059501, -0.1941345946943445, -0.2545568650985127, -0.2458323894146524, -0.2087289637797295, -0.2267206009852702, -0.2186651684164735, -0.2134406212465088, -0.2167991446842719, -0.2512774217067028, -0.1997834265645755, -0.2421618584582425, -0.2341325698144788, -0.2341195759500157, -0.2150587412972029, -0.1472312975816295, -0.159448984873955, -0.2042034064072783, -0.21380219033557, -0.1533991405114181, -0.1588095464669682, -0.1473979605541791, -0.1904295083970928, -0.1838871630095693, -0.1569485059582703, -0.1316123516040896, -0.1048075417978533, -0.1616249276173731, -0.1646793693192581, -0.1628978992342436, -0.1050527722106854, -0.1067951332219786, -0.1185852794676542, -0.1010389684980002, -0.09794320903478, -0.1014875674526338, -0.1028962897459667, -0.0839733758050054, -0.0253769207158603, -0.0326572525796638, -0.0339155719151133, 0.0053383137112098, -0.0381627386004816, -0.0236214200944778, -0.1091659739609338]| 99.9549179077148438|      0.50000000|[2425, 168, 0, 42]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       6|[-0.1221934163302822, -0.0929619526445451, -0.0481955197709856, -0.0382253038639619, -0.0571400711236408, -0.0417164689642911, -0.0146108525295014, -0.0281961734951443, -0.1221926693545995, -0.1292540569146454, -0.0968591533902441, -0.0804894506335538, -0.1002400675788873, -0.0634111021246602, -0.1366252061817655, -0.1446745895593615, -0.176836457969395, -0.1779105624561752, -0.1523097058088334, -0.1447252215321103, -0.1872234856234243, -0.1839163023021274, -0.1804585146791871, -0.1660280716952039, -0.1947595155735909, -0.1461861118118939, -0.179201495288205, -0.1923348206063393, -0.19642991039989, -0.1967996222573081, -0.257775244064225, -0.2358796078528473, -0.1684058396946808, -0.2621235533106718, -0.2231425080364847, -0.2497470148953276, -0.2741123385473559, -0.2197430325242169, -0.2174917069251404, -0.2394953815446978, -0.2703178070572606, -0.2840455178638914, -0.184736171482904, -0.2327378446749427, -0.2087702114489748, -0.2284624113465544, -0.2619055991805517, -0.2804150183810175, -0.2231392744143784, -0.2513550539073865, -0.2025785708748154, -0.2868380213616573, -0.2970810303948196, -0.271402519115278, -0.237526570544853, -0.2200882567059501, -0.1941345946943445, -0.2545568650985127, -0.2458323894146524, -0.2087289637797295, -0.2267206009852702, -0.2186651684164735, -0.2134406212465088, -0.2167991446842719, -0.2512774217067028, -0.1997834265645755, -0.2421618584582425, -0.2341325698144788, -0.2341195759500157, -0.2150587412972029, -0.1472312975816295, -0.159448984873955, -0.2042034064072783, -0.21380219033557, -0.1533991405114181, -0.1588095464669682, -0.1473979605541791, -0.1904295083970928, -0.1838871630095693, -0.1569485059582703, -0.1316123516040896, -0.1048075417978533, -0.1616249276173731, -0.1646793693192581, -0.1628978992342436, -0.1050527722106854, -0.1067951332219786, -0.1185852794676542, -0.1010389684980002, -0.09794320903478, -0.1014875674526338, -0.1028962897459667, -0.0839733758050054, -0.0253769207158603, -0.0326572525796638, -0.0339155719151133, 0.0053383137112098, -0.0381627386004816, -0.0236214200944778, -0.1091659739609338]| 99.9549179077148438|      0.25000000|[3057, 212, 0, 53]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 176 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 233 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 290 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 348 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 405 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 462 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 519 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 576 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.1748947542951318, -0.1297320012393602, -0.040070707469274, -0.0442465736184783, -0.0367732798469964, -0.0226932520420414, -0.024602273492104, -0.0573703145180362, -0.1186851774261952, -0.1229763457818237, -0.1063448124272455, -0.0660685865530984, -0.0843483501560384, -0.0698514440234011, -0.1135264910513467, -0.1391059532268386, -0.1586798491836054, -0.1816723665676073, -0.1419668804877906, -0.1731765878832653, -0.210271760149117, -0.182258996778401, -0.1630217596910738, -0.2051667949291809, -0.1644436976536311, -0.1652932545256876, -0.1770646995328312, -0.2185001045394289, -0.1941613965264186, -0.220733206248457, -0.2526288892847603, -0.2302138038700492, -0.2311995253142511, -0.1907387215430602, -0.2460290013659249, -0.2239332585428508, -0.2620879749333025, -0.2423763892608473, -0.1899540689495235, -0.2586637669774675, -0.2714676305579256, -0.2513811087795014, -0.2298080363598544, -0.206419418633681, -0.2414745222309037, -0.2438123907474425, -0.2602761575586632, -0.2532878295314211, -0.2503153839076718, -0.2287388362099458, -0.2566998141908653, -0.257740127062744, -0.2846326545022452, -0.2606486959778804, -0.2540894834472694, -0.2242202477612469, -0.2369000815286636, -0.2478186646321348, -0.237287244054701, -0.2375052991376765, -0.2120741565215362, -0.2275249876072548, -0.2218132434335, -0.2212320373605954, -0.2043389399241593, -0.2329069105852682, -0.23416320101535, -0.2721710495218671, -0.2589413721446046, -0.2115319225555841, -0.1600765910426374, -0.1673759750847092, -0.2119123775875232, -0.1886585190644614, -0.1927564715178792, -0.1487034470294403, -0.152584192718815, -0.1949040912790695, -0.1705181654221615, -0.1456971714224278, -0.0955599812529629, -0.145278296809654, -0.1465395173857214, -0.1929230490606915, -0.1514038954026322, -0.1228835766365546, -0.0799438101406527, -0.1042304335636803, -0.0925307790585697, -0.0925573403967244, -0.0947917023207213, -0.116118394137133, -0.0915983706352537, -0.0337235666321379, -0.025830924409329, 0.0038814191790166, -0.0476740949479914, -0.0250743808168382, -0.049000798251509, -0.1661407398669862]| 99.6852416992187500|      0.50000000|[3460, 240, 0, 60]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 176 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 233 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 290 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 347 points | iterate success | actual_k=4
       8|[-0.1748947542951318, -0.1297320012393602, -0.040070707469274, -0.0442465736184783, -0.0367732798469964, -0.0226932520420414, -0.024602273492104, -0.0573703145180362, -0.1186851774261952, -0.1229763457818237, -0.1063448124272455, -0.0660685865530984, -0.0843483501560384, -0.0698514440234011, -0.1135264910513467, -0.1391059532268386, -0.1586798491836054, -0.1816723665676073, -0.1419668804877906, -0.1731765878832653, -0.210271760149117, -0.182258996778401, -0.1630217596910738, -0.2051667949291809, -0.1644436976536311, -0.1652932545256876, -0.1770646995328312, -0.2185001045394289, -0.1941613965264186, -0.220733206248457, -0.2526288892847603, -0.2302138038700492, -0.2311995253142511, -0.1907387215430602, -0.2460290013659249, -0.2239332585428508, -0.2620879749333025, -0.2423763892608473, -0.1899540689495235, -0.2586637669774675, -0.2714676305579256, -0.2513811087795014, -0.2298080363598544, -0.206419418633681, -0.2414745222309037, -0.2438123907474425, -0.2602761575586632, -0.2532878295314211, -0.2503153839076718, -0.2287388362099458, -0.2566998141908653, -0.257740127062744, -0.2846326545022452, -0.2606486959778804, -0.2540894834472694, -0.2242202477612469, -0.2369000815286636, -0.2478186646321348, -0.237287244054701, -0.2375052991376765, -0.2120741565215362, -0.2275249876072548, -0.2218132434335, -0.2212320373605954, -0.2043389399241593, -0.2329069105852682, -0.23416320101535, -0.2721710495218671, -0.2589413721446046, -0.2115319225555841, -0.1600765910426374, -0.1673759750847092, -0.2119123775875232, -0.1886585190644614, -0.1927564715178792, -0.1487034470294403, -0.152584192718815, -0.1949040912790695, -0.1705181654221615, -0.1456971714224278, -0.0955599812529629, -0.145278296809654, -0.1465395173857214, -0.1929230490606915, -0.1514038954026322, -0.1228835766365546, -0.0799438101406527, -0.1042304335636803, -0.0925307790585697, -0.0925573403967244, -0.0947917023207213, -0.116118394137133, -0.0915983706352537, -0.0337235666321379, -0.025830924409329, 0.0038814191790166, -0.0476740949479914, -0.0250743808168382, -0.049000798251509, -0.1661407398669862]| 99.6852416992187500|      0.25000000|[4092, 284, 0, 71]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 175 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 232 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 346 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 403 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 461 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 519 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 576 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.2122065046366779, -0.1557745710443589, -0.0865529643839388, -0.0296580313435614, 0.0091421151195644, -0.0162312389516658, -0.0402268437425505, -0.1167987754869391, -0.1370753474459599, -0.0707059558339759, -0.0885220566898617, -0.0627019034856834, -0.042501878384542, -0.063351264140383, -0.1442806444556684, -0.1094732812416667, -0.1785768412652145, -0.1358055725788039, -0.124166811909547, -0.1891617547744082, -0.2035072726097548, -0.1598311951075419, -0.1917456703378146, -0.2038339564235188, -0.1829512943045989, -0.1832332479147403, -0.1940797429086644, -0.2082705096442817, -0.181945630348393, -0.1727916689974217, -0.2247283436958748, -0.2147544718424801, -0.2087501064285084, -0.2206638786278209, -0.2079041815199155, -0.2427722622837349, -0.2295208063612909, -0.2242967083705536, -0.2207447026910708, -0.2560119656193373, -0.2875013554645857, -0.2241793274935671, -0.1896783075682885, -0.2282272091196648, -0.2725103144184222, -0.2710928269829804, -0.2365735937768935, -0.2613682933230251, -0.2582041145315587, -0.25773502664007, -0.2476890400667456, -0.2704759262786245, -0.2466623438021804, -0.2377583400376773, -0.2451380026468822, -0.2060080490845609, -0.2269849922602641, -0.2529966981228814, -0.238857666066168, -0.2758566358723267, -0.2081382770160735, -0.1913221428501998, -0.2251091454649426, -0.213398552058885, -0.1857988521838647, -0.2479212832581859, -0.2754498383348362, -0.2674250611236546, -0.25171774815437, -0.2014585782737024, -0.173380770266295, -0.1522814890080701, -0.2153890318123355, -0.1504079303900734, -0.182310110754476, -0.1796051660135531, -0.1550879639036836, -0.1473193471157985, -0.210830249640644, -0.1424852252074328, -0.1267693067555206, -0.1558271859773728, -0.1428265961438795, -0.1987118615159002, -0.1790128401627933, -0.1326663917754214, -0.0977806616528843, -0.0829029675693262, -0.1018992513868631, -0.1008332934916913, -0.1094475580460754, -0.1005456020616494, -0.0553781775065127, -0.0482649058908998, 0.0193982097297033, -0.0221534104044988, -0.0189050222273649, -0.0044752275092019, -0.0669898127423094, -0.1785583026847253]| 99.6814880371093750|      0.50000000|[4497, 312, 0, 78]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 176 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 233 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 290 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 348 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
      10|[-0.2122065046366779, -0.1557745710443589, -0.0865529643839388, -0.0296580313435614, 0.0091421151195644, -0.0162312389516658, -0.0402268437425505, -0.1167987754869391, -0.1370753474459599, -0.0707059558339759, -0.0885220566898617, -0.0627019034856834, -0.042501878384542, -0.063351264140383, -0.1442806444556684, -0.1094732812416667, -0.1785768412652145, -0.1358055725788039, -0.124166811909547, -0.1891617547744082, -0.2035072726097548, -0.1598311951075419, -0.1917456703378146, -0.2038339564235188, -0.1829512943045989, -0.1832332479147403, -0.1940797429086644, -0.2082705096442817, -0.181945630348393, -0.1727916689974217, -0.2247283436958748, -0.2147544718424801, -0.2087501064285084, -0.2206638786278209, -0.2079041815199155, -0.2427722622837349, -0.2295208063612909, -0.2242967083705536, -0.2207447026910708, -0.2560119656193373, -0.2875013554645857, -0.2241793274935671, -0.1896783075682885, -0.2282272091196648, -0.2725103144184222, -0.2710928269829804, -0.2365735937768935, -0.2613682933230251, -0.2582041145315587, -0.25773502664007, -0.2476890400667456, -0.2704759262786245, -0.2466623438021804, -0.2377583400376773, -0.2451380026468822, -0.2060080490845609, -0.2269849922602641, -0.2529966981228814, -0.238857666066168, -0.2758566358723267, -0.2081382770160735, -0.1913221428501998, -0.2251091454649426, -0.213398552058885, -0.1857988521838647, -0.2479212832581859, -0.2754498383348362, -0.2674250611236546, -0.25171774815437, -0.2014585782737024, -0.173380770266295, -0.1522814890080701, -0.2153890318123355, -0.1504079303900734, -0.182310110754476, -0.1796051660135531, -0.1550879639036836, -0.1473193471157985, -0.210830249640644, -0.1424852252074328, -0.1267693067555206, -0.1558271859773728, -0.1428265961438795, -0.1987118615159002, -0.1790128401627933, -0.1326663917754214, -0.0977806616528843, -0.0829029675693262, -0.1018992513868631, -0.1008332934916913, -0.1094475580460754, -0.1005456020616494, -0.0553781775065127, -0.0482649058908998, 0.0193982097297033, -0.0221534104044988, -0.0189050222273649, -0.0044752275092019, -0.0669898127423094, -0.1785583026847253]| 99.6814880371093750|      0.25000000|[5128, 356, 0, 89]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 175 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 232 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 346 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 403 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 460 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 518 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 575 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
