k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.50000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       2|[1.789663411467899, 2.5463938718175454]                                         |338.4407640330065874|      1.00000000|[4, 2, 2, 4]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       3|[0.9078840983804357, 2.1439998751019997]                                        | 88.5704650878906250|      2.00000000|[6, 3, 2, 5]                                                               | | GPS sucess | actual_k=1
       4|[-0.5347036348883021, 2.162887463856296]                                        | 78.2355422973632812|      4.00000000|[8, 3, 2, 6]                                                               | | GPS sucess | actual_k=1
       5|[-1.712183259636532, 2.0718227797632975]                                        | 75.7262420654296875|      8.00000000|[9, 4, 2, 7]                                                               | | GPS sucess | actual_k=1
       6|[1.6990885508950841, 0.8412437611704631]                                        |  2.9114899635314941|     16.00000000|[11, 4, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[1.6990885508950841, 0.8412437611704631]                                        |  2.9114899635314941|      8.00000000|[12, 5, 3, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[1.6990885508950841, 0.8412437611704631]                                        |  2.9114899635314941|      4.00000000|[14, 6, 4, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[1.6990885508950841, 0.8412437611704631]                                        |  2.9114899635314941|      2.00000000|[16, 7, 5, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[1.6990885508950841, 0.8412437611704631]                                        |  2.9114899635314941|      1.00000000|[18, 8, 6, 16]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[1.2599589301046026, 0.7947647483533187]                                        |  0.0884705483913422|      2.00000000|[21, 8, 6, 17]                                                             | | GPS sucess | actual_k=1
      12|[1.2599589301046026, 0.7947647483533187]                                        |  0.0884705483913422|      1.00000000|[22, 9, 7, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      13|[1.2599589301046026, 0.7947647483533187]                                        |  0.0884705483913422|      0.50000000|[24, 10, 8, 21]                                                            |  | used linear model with 3 points | iterate failure | actual_k=1
