k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0721865117549896, 0.3880840539932251]                                       |266.9453735351562500|      2.00000000|[3, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.3576896965503693, 0.717850923538208]                                         | 45.5827140808105469|      4.00000000|[5, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.3576896965503693, 0.717850923538208]                                         | 45.5827140808105469|      2.00000000|[7, 3, 1, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[0.3576896965503693, 0.717850923538208]                                         | 45.5827140808105469|      1.00000000|[11, 3, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[0.3576896965503693, 0.717850923538208]                                         | 45.5827140808105469|      0.50000000|[14, 4, 3, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[0.0683078050613404, 0.6368598714470863]                                        | 41.3865127563476562|      1.00000000|[17, 5, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[0.3778602481287731, -0.3140225003481761]                                       | 13.9274537856562812|      2.00000000|[19, 6, 4, 11]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
       8|[0.0153884292048229, 0.3453148414372548]                                        | 12.8934421539306641|      4.00000000|[22, 7, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[0.0153884292048229, 0.3453148414372548]                                        | 12.8934421539306641|      2.00000000|[24, 8, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.0153884292048229, 0.3453148414372548]                                        | 12.8934421539306641|      1.00000000|[27, 9, 6, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[-0.1123402714329945, 0.207270245718871]                                        |  5.5923695564270020|      2.00000000|[30, 10, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[-0.1123402714329945, 0.207270245718871]                                        |  5.5923695564270020|      1.00000000|[32, 11, 7, 19]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
      13|[0.2871780991953625, 0.0333090831517323]                                        |  0.5173794031143188|      2.00000000|[35, 12, 7, 20]                                                            | | GPS sucess | actual_k=1
