k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1156117033364805, -0.3667519048965937]                                       | 16.3055630390918331|      2.00000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       2|[2.1156117033364805, -0.3667519048965937]                                       | 16.3055630390918331|      1.00000000|[7, 1, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[1.217897446096185, 0.073826198168897]                                          |  4.3672022819519043|      2.00000000|[10, 2, 2, 5]                                                              | | GPS sucess | actual_k=1
       4|[1.217897446096185, 0.073826198168897]                                          |  4.3672022819519043|      1.00000000|[12, 3, 3, 7]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[0.5663277816178831, -0.6847625927246577]                                       |  1.0492939949035645|      2.00000000|[16, 3, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[0.5663277816178831, -0.6847625927246577]                                       |  1.0492939949035645|      1.00000000|[18, 4, 4, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[0.5663277816178831, -0.6847625927246577]                                       |  1.0492939949035645|      0.50000000|[21, 5, 5, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[0.0781327795388731, -0.7927704111851221]                                       |  0.8266463875770569|      1.00000000|[25, 5, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[0.0781327795388731, -0.7927704111851221]                                       |  0.8266463875770569|      0.50000000|[27, 6, 6, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.0781327795388731, -0.7927704111851221]                                       |  0.8266463875770569|      0.25000000|[30, 7, 7, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[0.0781327795388731, -0.7927704111851221]                                       |  0.8266463875770569|      0.12500000|[33, 8, 8, 19]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[0.145332752237105, -0.6873703937783072]                                        |  0.7733757507649368|      0.25000000|[36, 9, 9, 21]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
