k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.571463465690613, 2.179372489452362]                                          |260.9653015136718750|      2.00000000|[3, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[2.5540488958358765, 0.1794484257698059]                                        | 28.2390594482421875|      4.00000000|[6, 1, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[2.5540488958358765, 0.1794484257698059]                                        | 28.2390594482421875|      2.00000000|[8, 2, 1, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[2.5540488958358765, 0.1794484257698059]                                        | 28.2390594482421875|      1.00000000|[11, 3, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[1.9024792313575745, -0.5791403651237488]                                       |  3.8950555324554443|      2.00000000|[15, 3, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[1.9024792313575745, -0.5791403651237488]                                       |  3.8950555324554443|      1.00000000|[17, 4, 3, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[1.9024792313575745, -0.5791403651237488]                                       |  3.8950555324554443|      0.50000000|[20, 5, 4, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[1.4142842292785645, -0.6871481835842133]                                       |  0.8811250329017639|      1.00000000|[24, 5, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[1.4142842292785645, -0.6871481835842133]                                       |  0.8811250329017639|      0.50000000|[26, 6, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[1.4517727529091655, -0.1885555536787985]                                       |  0.2102605621711723|      1.00000000|[29, 7, 6, 16]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
      11|[1.4517727529091655, -0.1885555536787985]                                       |  0.2102605621711723|      0.50000000|[32, 8, 7, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[1.4517727529091655, -0.1885555536787985]                                       |  0.2102605621711723|      0.25000000|[35, 9, 8, 20]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
