k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.50000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       2|[0.9956463575363159, 4.500018984079361]                                         | 56.5023956298828125|      1.00000000|[5, 1, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[0.9956463575363159, 4.500018984079361]                                         | 56.5023956298828125|      0.50000000|[7, 1, 2, 5]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[0.5203178027661632, 4.6551407588890825]                                        |  0.3101156979828199|      1.00000000|[9, 2, 3, 7]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       5|[0.5203178027661632, 4.6551407588890825]                                        |  0.3101156979828199|      0.50000000|[12, 2, 4, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[0.5203178027661632, 4.6551407588890825]                                        |  0.3101156979828199|      0.25000000|[15, 2, 5, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.5203178027661632, 4.6551407588890825]                                        |  0.3101156979828199|      0.12500000|[18, 2, 6, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[0.5203178027661632, 4.6551407588890825]                                        |  0.3101156979828199|      0.06250000|[21, 2, 7, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[0.5203178027661632, 4.6551407588890825]                                        |  0.3101156979828199|      0.03125000|[23, 3, 8, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[0.5203178027661632, 4.6551407588890825]                                        |  0.3101156979828199|      0.01562500|[25, 4, 9, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[0.5296458123268675, 4.6426056534296904]                                        |  0.2569992244243622|      0.03125000|[28, 4, 9, 20]                                                             | | GPS sucess | actual_k=1
