k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6753371953964233, 0.8128117024898529, 0.9143563881516457, 0.9790388401597738, 1.0358772315084934, 0.5415856540203094, 1.1518088579177856, 0.8381522595882416, 1.064435750246048, 1.1662998497486115, 0.9102666452527046, 0.4542871117591858, 1.2306382358074188, 0.9865232016891241, 0.9801069125533104, 1.026202144101262, 0.824710801243782, 1.0097856670618057, 1.0079399710521102, 1.1174477115273476, 0.958405613899231, 1.3622678220272064]|  1.3611805438995361|      2.00000000|[276, 0, 0, 5]                                                             | | GPS sucess | actual_k=0
       2|[0.4143901467323303, 0.636856809258461, 0.4965353086590767, 1.1110697146505117, 0.9312642477452755, 1.028492510318756, 0.5000619888305664, 0.7201511412858963, -0.2074994742870331, 0.6528446972370148, 0.4654287770390511, 0.2727839946746826, 0.8921398520469666, 1.6210305001586676, 0.9451756365597248, 1.000801557675004, 0.9858597666025162, 1.2014808654785156, 0.8494741385802627, 1.0500762611627579, 0.6821538507938385, 0.9382151663303375]|  1.1601189374923706|      4.00000000|[551, 0, 0, 10]                                                            | | GPS sucess | actual_k=0
       3|[-1.3338916897773743, 0.6203357707709074, 0.771602489054203, 1.9333078023046255, 1.309935625642538, 0.0565624237060547, -0.1720512509346008, 0.3340152055025101, -0.8009070456027985, -0.8142548501491547, 0.6889285668730736, -1.1243529319763184, 1.8675360679626465, 0.0243173148483038, 1.6048239953815937, 1.1727842632681131, 0.1229118257761002, 0.6643486022949219, 1.4860138958320022, 1.1928818374872208, 0.9435406625270844, 1.3403600454330444]|  0.8571578264236450|      8.00000000|[826, 0, 0, 15]                                                            | | GPS sucess | actual_k=0
       4|[-0.461484432220459, 1.362571669742465, -2.4652968868613243, -1.546441638842225, -0.8376547731459141, -1.7427624464035034, 0.0311807841062546, -1.4910425394773483, -0.0494889914989471, -2.7073666751384735, 0.8276298120617867, -1.0390845015645027, 1.5142731070518494, 1.698106935247779, 4.447953391820192, 0.3230651561170816, -0.5873910635709763, 0.7420500591397285, 1.6695527797564864, 0.033555880188942, -0.2934235632419586, 3.686956286430359]|  0.6810687780380249|     16.00000000|[1101, 0, 0, 20]                                                           | | GPS sucess | actual_k=0
       5|[-5.132870197296143, -3.9187498558312654, -5.126870773732662, -6.154283607378602, -1.4188467897474766, -3.981183171272278, -2.115899160504341, -1.4173052608966827, -3.2644765079021454, -0.7896440923213959, 0.0940464213490486, -1.5729351714253426, 0.4745710492134094, -1.5287092421203852, -2.047622036188841, 1.5489368382841349, 1.2600540667772293, -7.74065887182951, 1.5742494529113173, -1.1389094442129135, -0.8186071813106537, 2.33411180973053]|  0.5808300971984863|     32.00000000|[1376, 0, 0, 25]                                                           | | GPS sucess | actual_k=0
       6|[-5.132870197296143, -3.9187498558312654, -5.126870773732662, -6.154283607378602, -1.4188467897474766, -3.981183171272278, -2.115899160504341, -1.4173052608966827, -3.2644765079021454, -0.7896440923213959, 0.0940464213490486, -1.5729351714253426, 0.4745710492134094, -1.5287092421203852, -2.047622036188841, 1.5489368382841349, 1.2600540667772293, -7.74065887182951, 1.5742494529113173, -1.1389094442129135, -0.8186071813106537, 2.33411180973053]|  0.5808300971984863|     16.00000000|[1651, 0, 0, 30]                                                           |  | used quadratic model with 276 points | actual_k=0
       7|[-10.587011814117432, -6.85659103281796, -5.925005577504635, -1.1529427412897348, 0.6353955827653408, -1.4578038454055786, -3.905831053853035, -1.2984970211982727, -1.0782465636730194, -1.5205093920230865, 1.104058213531971, -5.558748789131641, 0.3954122141003609, -0.3319754097610712, -2.9933257214725018, 1.3871142361313105, -6.519426867365837, -14.937515370547771, -1.7071226174011827, -4.026099547743797, -1.4080718457698822, 0.5639098882675171]|  0.5500202775001526|     32.00000000|[1926, 0, 0, 35]                                                           | | GPS sucess | actual_k=0
       8|[-10.587011814117432, -6.85659103281796, -5.925005577504635, -1.1529427412897348, 0.6353955827653408, -1.4578038454055786, -3.905831053853035, -1.2984970211982727, -1.0782465636730194, -1.5205093920230865, 1.104058213531971, -5.558748789131641, 0.3954122141003609, -0.3319754097610712, -2.9933257214725018, 1.3871142361313105, -6.519426867365837, -14.937515370547771, -1.7071226174011827, -4.026099547743797, -1.4080718457698822, 0.5639098882675171]|  0.5500202775001526|     16.00000000|[2201, 0, 0, 40]                                                           |  | used quadratic model with 276 points | actual_k=0
       9|[-9.928706109523773, -2.926415966823697, -1.995959185063839, -1.7872047666460276, -1.1465795673429966, -1.6511621177196503, -8.045242980122566, -0.4212902188301086, 0.0005371868610382, -5.770109802484512, 0.3598116710782051, -0.4090533927083015, 1.3080620244145393, -4.871412226930261, -0.8619351498782635, 3.3072932455688715, -5.912299618124962, -11.660948149859905, -7.608937078155577, 4.403360977768898, 0.5198774635791779, -0.8962336778640747]|  0.5092991590499878|     32.00000000|[2476, 0, 0, 45]                                                           | | GPS sucess | actual_k=0
      10|[-9.928706109523773, -2.926415966823697, -1.995959185063839, -1.7872047666460276, -1.1465795673429966, -1.6511621177196503, -8.045242980122566, -0.4212902188301086, 0.0005371868610382, -5.770109802484512, 0.3598116710782051, -0.4090533927083015, 1.3080620244145393, -4.871412226930261, -0.8619351498782635, 3.3072932455688715, -5.912299618124962, -11.660948149859905, -7.608937078155577, 4.403360977768898, 0.5198774635791779, -0.8962336778640747]|  0.5092991590499878|     16.00000000|[2751, 0, 0, 50]                                                           |  | used quadratic model with 276 points | actual_k=0
      11|[-9.928706109523773, -2.926415966823697, -1.995959185063839, -1.7872047666460276, -1.1465795673429966, -1.6511621177196503, -8.045242980122566, -0.4212902188301086, 0.0005371868610382, -5.770109802484512, 0.3598116710782051, -0.4090533927083015, 1.3080620244145393, -4.871412226930261, -0.8619351498782635, 3.3072932455688715, -5.912299618124962, -11.660948149859905, -7.608937078155577, 4.403360977768898, 0.5198774635791779, -0.8962336778640747]|  0.5092991590499878|      8.00000000|[3026, 0, 0, 55]                                                           |  | used quadratic model with 276 points | actual_k=0
