k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3313650012016296, 0.644174188375473]                                        |  0.2450585812330246|      2.00000000|[4, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.3016644597053528, -0.056299239397049]                                        |  0.0001424127549399|      4.00000000|[7, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.3016644597053528, -0.056299239397049]                                        |  0.0001424127549399|      2.00000000|[10, 0, 1, 4]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[0.3016644597053528, -0.056299239397049]                                        |  0.0001424127549399|      1.00000000|[14, 0, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[0.0085735499858857, 0.3518294394016266]                                        |  0.0000036627734517|      2.00000000|[18, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[0.0085735499858857, 0.3518294394016266]                                        |  0.0000036627734517|      1.00000000|[21, 0, 2, 8]                                                              |  | used linear model with 4 points | actual_k=0
       7|[0.0085735499858857, 0.3518294394016266]                                        |  0.0000036627734517|      0.50000000|[24, 0, 2, 9]                                                              |  | used linear model with 4 points | actual_k=0
       8|[0.0085735499858857, 0.3518294394016266]                                        |  0.0000036627734517|      0.25000000|[27, 0, 2, 10]                                                             |  | used linear model with 4 points | actual_k=0
       9|[0.0085735499858857, 0.3518294394016266]                                        |  0.0000036627734517|      0.12500000|[30, 0, 2, 11]                                                             |  | used linear model with 4 points | actual_k=0
      10|[0.0007176270708442, 0.3775961473584175]                                        |  0.0000000283383965|      0.25000000|[33, 0, 2, 12]                                                             | | GPS sucess | actual_k=0
      11|[0.0007176270708442, 0.3775961473584175]                                        |  0.0000000283383965|      0.12500000|[36, 0, 2, 13]                                                             |  | used linear model with 4 points | actual_k=0
      12|[0.0007176270708442, 0.3775961473584175]                                        |  0.0000000283383965|      0.06250000|[39, 0, 2, 14]                                                             |  | used linear model with 4 points | actual_k=0
      13|[0.0007176270708442, 0.3775961473584175]                                        |  0.0000000283383965|      0.03125000|[42, 0, 2, 15]                                                             |  | used linear model with 4 points | actual_k=0
      14|[0.0007176270708442, 0.3775961473584175]                                        |  0.0000000283383965|      0.01562500|[45, 0, 2, 16]                                                             |  | used linear model with 4 points | actual_k=0
      15|[0.0007176270708442, 0.3775961473584175]                                        |  0.0000000283383965|      0.00781250|[48, 0, 2, 17]                                                             |  | used linear model with 4 points | actual_k=0
      16|[-0.0002897650003433, 0.3823005151934922]                                       |  0.0000000046893831|      0.01562500|[51, 0, 2, 18]                                                             | | GPS sucess | actual_k=0
      17|[-0.0002897650003433, 0.3823005151934922]                                       |  0.0000000046893831|      0.00781250|[54, 0, 2, 19]                                                             |  | used linear model with 4 points | actual_k=0
      18|[-0.0002897650003433, 0.3823005151934922]                                       |  0.0000000046893831|      0.00390625|[57, 0, 2, 20]                                                             |  | used linear model with 4 points | actual_k=0
