k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.221341133117676, 0.3702257931232452]                                         | 36.2394371032714844|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[2.3289249166846275, 0.1425839722156524]                                        | 34.8725776672363281|      4.00000000|[5, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[2.3289249166846275, 0.1425839722156524]                                        | 34.8725776672363281|      2.00000000|[7, 0, 1, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       4|[1.7550242766737938, -0.4219632685184479]                                       |  8.1370563507080078|      4.00000000|[10, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[1.2067736014723778, -0.1591309845447541]                                       |  3.5111713409423828|      8.00000000|[12, 0, 1, 6]                                                              | | GPS sucess | actual_k=0
       6|[1.2067736014723778, -0.1591309845447541]                                       |  3.5111713409423828|      4.00000000|[14, 0, 2, 8]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       7|[1.2067736014723778, -0.1591309845447541]                                       |  3.5111713409423828|      2.00000000|[17, 0, 3, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[0.5215897187590599, -0.6143098711967468]                                       |  1.0242819786071777|      4.00000000|[20, 0, 3, 11]                                                             | | GPS sucess | actual_k=0
       9|[0.5215897187590599, -0.6143098711967468]                                       |  1.0242819786071777|      2.00000000|[22, 0, 4, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      10|[0.5215897187590599, -0.6143098711967468]                                       |  1.0242819786071777|      1.00000000|[25, 0, 5, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      11|[0.5215897187590599, -0.6143098711967468]                                       |  1.0242819786071777|      0.50000000|[28, 0, 5, 16]                                                             |  | used linear model with 3 points | actual_k=0
      12|[0.0453134509796463, -0.766496982182245]                                        |  0.8287941329638402|      1.00000000|[30, 0, 6, 18]                                                             |  | used linear model with 3 points | iterate success | actual_k=0
      13|[0.0453134509796463, -0.766496982182245]                                        |  0.8287941329638402|      0.50000000|[33, 0, 7, 20]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
