k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       2|[0.6132224798202515, 0.1315086245536804]                                        |  0.4381265938282013|      1.00000000|[6, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[0.1979590058326721, 0.4145527243614197]                                        |  0.1066775545477867|      2.00000000|[8, 3, 1, 4]                                                               | | GPS sucess | actual_k=1
       4|[0.1979590058326721, 0.4145527243614197]                                        |  0.1066775545477867|      1.00000000|[11, 3, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[0.1979590058326721, 0.4145527243614197]                                        |  0.1066775545477867|      0.50000000|[14, 4, 3, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[-0.0555537343025208, 0.3573309689760208]                                       |  0.0497274100780487|      1.00000000|[17, 5, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[-0.0555537343025208, 0.3573309689760208]                                       |  0.0497274100780487|      0.50000000|[19, 6, 4, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[-0.0555537343025208, 0.3573309689760208]                                       |  0.0497274100780487|      0.25000000|[22, 7, 5, 13]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[0.1367793381214142, 0.2316605061292648]                                        |  0.0116983959451318|      0.50000000|[25, 8, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[0.1367793381214142, 0.2316605061292648]                                        |  0.0116983959451318|      0.25000000|[27, 9, 6, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[0.0040502548217773, 0.1946809351444244]                                        |  0.0043106260709465|      0.50000000|[30, 10, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[0.0838450714945793, -0.1019308805465698]                                       |  0.0006181948701851|      1.00000000|[32, 11, 6, 18]                                                            | | GPS sucess | actual_k=1
      13|[0.0838450714945793, -0.1019308805465698]                                       |  0.0006181948701851|      0.50000000|[34, 12, 7, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
