k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.50000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.25000000|[5, 1, 2, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.12500000|[8, 1, 3, 6]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.06250000|[10, 2, 4, 8]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       5|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.03125000|[13, 2, 5, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[-3.9704128578305244, -0.1100580109283328]                                      | 34.2144508361816406|      0.06250000|[16, 2, 5, 11]                                                             | | GPS sucess | actual_k=1
       7|[-3.9704128578305244, -0.1100580109283328]                                      | 34.2144508361816406|      0.03125000|[18, 2, 6, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[-3.9704128578305244, -0.1100580109283328]                                      | 34.2144508361816406|      0.01562500|[21, 2, 7, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[-3.9704128578305244, -0.1100580109283328]                                      | 34.2144508361816406|      0.00781250|[23, 3, 8, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[-3.9704128578305244, -0.1100580109283328]                                      | 34.2144508361816406|      0.00390625|[25, 4, 9, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[-3.9704128578305244, -0.1100580109283328]                                      | 34.2144508361816406|      0.00195312|[28, 4, 10, 21]                                                            |  | used linear model with 3 points | iterate failure | actual_k=1
