k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4878475146897449, 0.8729288644620702]                                        |  6.1123486911547538|      2.00000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       2|[0.4878475146897449, 0.8729288644620702]                                        |  6.1123486911547538|      1.00000000|[4, 2, 2, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[0.4878475146897449, 0.8729288644620702]                                        |  6.1123486911547538|      0.50000000|[6, 3, 3, 6]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[0.4878475146897449, 0.8729288644620702]                                        |  6.1123486911547538|      0.25000000|[9, 3, 4, 8]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       5|[0.5753681662090435, 0.6480557985135839]                                        |  0.5440911650657654|      0.50000000|[11, 4, 4, 9]                                                              | | GPS sucess | actual_k=1
       6|[0.5753681662090435, 0.6480557985135839]                                        |  0.5440911650657654|      0.25000000|[13, 4, 5, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.5753681662090435, 0.6480557985135839]                                        |  0.5440911650657654|      0.12500000|[15, 5, 6, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[0.6405120790443317, 0.5413727604029808]                                        |  0.4361553133190849|      0.25000000|[17, 6, 7, 15]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
       9|[0.6405120790443317, 0.5413727604029808]                                        |  0.4361553133190849|      0.12500000|[19, 7, 8, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[0.6405120790443317, 0.5413727604029808]                                        |  0.4361553133190849|      0.06250000|[21, 8, 9, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[0.6068423875114815, 0.5731724456129703]                                        |  0.3628100454807281|      0.12500000|[24, 8, 9, 20]                                                             | | GPS sucess | actual_k=1
