k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.50000000|[112, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.25000000|[226, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.12500000|[331, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 84 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-0.0314651310157761, -0.0091661920057272, -0.0397744087287836, -0.0454500648829367, -0.0670283505275172, -0.0501681688042256, -0.0628212029640136, -0.0660790218486739, -0.098673014087542, -0.1128772906837735, -0.102338322401836, -0.1121568555898997, -0.1133667166578783, -0.1192660260858716, -0.1094827313025734, -0.129537371231296, -0.1394482614179446, -0.1353123801638018, -0.1704082772130978, -0.1541933638782197, -0.174778908479088, -0.1859347904491513, -0.1742295834196813, -0.1821314282979912, -0.1726975134400084, -0.1898096254815869, -0.1865565242611682, -0.2076828660306127, -0.2003062444544155, -0.2277598342127033, -0.2169644897259487, -0.1982281604140808, -0.1895524196033016, -0.231316490065524, -0.2228770820067478, -0.218721852147176, -0.2503498011954295, -0.2138198106273072, -0.2261561186341893, -0.2384848102336741, -0.2561991389193086, -0.2485175664384681, -0.2334608533008492, -0.2382742412953903, -0.2445718545869476, -0.2434441659912818, -0.2657601428915888, -0.2482201046708175, -0.2356549881699554, -0.2344753045759418, -0.2754114293253978, -0.2657619438408309, -0.2682567818438747, -0.2553682212796143, -0.2568395250023131, -0.2356062385393649, -0.2272699566179298, -0.2596935489999438, -0.2502266263332111, -0.2220084803957988, -0.2329948532008668, -0.2404186806902837, -0.2286274379218073, -0.2141344843620653, -0.2246540431356932, -0.2132438260598847, -0.216170787777538, -0.2389068595448217, -0.2241040076285533, -0.207646698403096, -0.2000781684141663, -0.1791577702238332, -0.2155610342148511, -0.2044557084368332, -0.1870765707810561, -0.206273772224978, -0.1844948374937866, -0.1832085601160903, -0.1729766401268527, -0.1622145079562286, -0.1554772719497765, -0.1597712881750999, -0.1339291522197024, -0.1446809756363925, -0.1353672293415628, -0.111994709313072, -0.1214090726405373, -0.1086777673413273, -0.100924693580294, -0.063962756538433, -0.0758975942544461, -0.0857503830613888, -0.0733773425453792, -0.0562142352775549, -0.0371647361474093, -0.0574714604172328, -0.0336782490317416, -0.0221554803286513, -0.025951895792582, -0.0330382386251003]| 99.9771804809570312|      0.25000000|[395, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       5|[-0.0314651310157761, -0.0091661920057272, -0.0397744087287836, -0.0454500648829367, -0.0670283505275172, -0.0501681688042256, -0.0628212029640136, -0.0660790218486739, -0.098673014087542, -0.1128772906837735, -0.102338322401836, -0.1121568555898997, -0.1133667166578783, -0.1192660260858716, -0.1094827313025734, -0.129537371231296, -0.1394482614179446, -0.1353123801638018, -0.1704082772130978, -0.1541933638782197, -0.174778908479088, -0.1859347904491513, -0.1742295834196813, -0.1821314282979912, -0.1726975134400084, -0.1898096254815869, -0.1865565242611682, -0.2076828660306127, -0.2003062444544155, -0.2277598342127033, -0.2169644897259487, -0.1982281604140808, -0.1895524196033016, -0.231316490065524, -0.2228770820067478, -0.218721852147176, -0.2503498011954295, -0.2138198106273072, -0.2261561186341893, -0.2384848102336741, -0.2561991389193086, -0.2485175664384681, -0.2334608533008492, -0.2382742412953903, -0.2445718545869476, -0.2434441659912818, -0.2657601428915888, -0.2482201046708175, -0.2356549881699554, -0.2344753045759418, -0.2754114293253978, -0.2657619438408309, -0.2682567818438747, -0.2553682212796143, -0.2568395250023131, -0.2356062385393649, -0.2272699566179298, -0.2596935489999438, -0.2502266263332111, -0.2220084803957988, -0.2329948532008668, -0.2404186806902837, -0.2286274379218073, -0.2141344843620653, -0.2246540431356932, -0.2132438260598847, -0.216170787777538, -0.2389068595448217, -0.2241040076285533, -0.207646698403096, -0.2000781684141663, -0.1791577702238332, -0.2155610342148511, -0.2044557084368332, -0.1870765707810561, -0.206273772224978, -0.1844948374937866, -0.1832085601160903, -0.1729766401268527, -0.1622145079562286, -0.1554772719497765, -0.1597712881750999, -0.1339291522197024, -0.1446809756363925, -0.1353672293415628, -0.111994709313072, -0.1214090726405373, -0.1086777673413273, -0.100924693580294, -0.063962756538433, -0.0758975942544461, -0.0857503830613888, -0.0733773425453792, -0.0562142352775549, -0.0371647361474093, -0.0574714604172328, -0.0336782490317416, -0.0221554803286513, -0.025951895792582, -0.0330382386251003]| 99.9771804809570312|      0.12500000|[502, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.0581654938333639, 0.0063908760320435, -0.0402496866748891, -0.0383722521490509, -0.0472614817207141, -0.0583711380889055, -0.0463263736707085, -0.0382203278566346, -0.0966443135525768, -0.1332751546355052, -0.0927892614572813, -0.1267993435164962, -0.1050891606277061, -0.0971724988510136, -0.1031288603139335, -0.1420030259101426, -0.1318184456302581, -0.1326152582747525, -0.1576065823179228, -0.1453255708713383, -0.1720286990356094, -0.1938191461999354, -0.1604632375801569, -0.1860501968614295, -0.1749455203971979, -0.1725223839770631, -0.1777219257027887, -0.2272798088734669, -0.1989932797536038, -0.2381629732370396, -0.2203355586395883, -0.1829174820683735, -0.1906928337405147, -0.2373621357146469, -0.228842073036805, -0.2100912831736769, -0.2483555647911769, -0.2220312865785981, -0.2275903159489233, -0.2533568471287814, -0.2482952394363844, -0.260020554856296, -0.230864297269868, -0.2670913485191418, -0.2553903390073276, -0.2478344766942771, -0.2740835681229576, -0.2641212847219452, -0.2322631805181639, -0.2302608139619602, -0.2645254166397804, -0.2766513369057395, -0.2857678816539816, -0.268272739996202, -0.2433344093318038, -0.2420612672394339, -0.2298554763699839, -0.2492837580553314, -0.2368516059130819, -0.2099492953453876, -0.247493671435001, -0.2164141516440539, -0.2231336664175846, -0.2243413443071038, -0.2402203807878536, -0.1903765706197024, -0.2248138282562185, -0.2669032474395527, -0.2163444384901251, -0.2084592302265979, -0.2106484269377442, -0.1857714096113899, -0.2115850158821146, -0.2027464650440224, -0.1681844381840631, -0.1962887139409148, -0.1826845871028797, -0.1776645038904377, -0.1704725815673278, -0.1686036250571193, -0.1450818930944083, -0.1593135366185379, -0.1355167043079137, -0.1397730594343081, -0.149706195424684, -0.1167094334137928, -0.1303126612392647, -0.1231299080489852, -0.1069470422923111, -0.0739779193120866, -0.0566421055124041, -0.0907601147035289, -0.0572719567451298, -0.0484029529155101, -0.0541601367198294, -0.069783217196657, -0.024261259442707, -0.0261689032075991, -0.0415606088041998, -0.0644276288971217]| 99.9721755981445312|      0.25000000|[556, 204, 0, 51]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       7|[-0.0581654938333639, 0.0063908760320435, -0.0402496866748891, -0.0383722521490509, -0.0472614817207141, -0.0583711380889055, -0.0463263736707085, -0.0382203278566346, -0.0966443135525768, -0.1332751546355052, -0.0927892614572813, -0.1267993435164962, -0.1050891606277061, -0.0971724988510136, -0.1031288603139335, -0.1420030259101426, -0.1318184456302581, -0.1326152582747525, -0.1576065823179228, -0.1453255708713383, -0.1720286990356094, -0.1938191461999354, -0.1604632375801569, -0.1860501968614295, -0.1749455203971979, -0.1725223839770631, -0.1777219257027887, -0.2272798088734669, -0.1989932797536038, -0.2381629732370396, -0.2203355586395883, -0.1829174820683735, -0.1906928337405147, -0.2373621357146469, -0.228842073036805, -0.2100912831736769, -0.2483555647911769, -0.2220312865785981, -0.2275903159489233, -0.2533568471287814, -0.2482952394363844, -0.260020554856296, -0.230864297269868, -0.2670913485191418, -0.2553903390073276, -0.2478344766942771, -0.2740835681229576, -0.2641212847219452, -0.2322631805181639, -0.2302608139619602, -0.2645254166397804, -0.2766513369057395, -0.2857678816539816, -0.268272739996202, -0.2433344093318038, -0.2420612672394339, -0.2298554763699839, -0.2492837580553314, -0.2368516059130819, -0.2099492953453876, -0.247493671435001, -0.2164141516440539, -0.2231336664175846, -0.2243413443071038, -0.2402203807878536, -0.1903765706197024, -0.2248138282562185, -0.2669032474395527, -0.2163444384901251, -0.2084592302265979, -0.2106484269377442, -0.1857714096113899, -0.2115850158821146, -0.2027464650440224, -0.1681844381840631, -0.1962887139409148, -0.1826845871028797, -0.1776645038904377, -0.1704725815673278, -0.1686036250571193, -0.1450818930944083, -0.1593135366185379, -0.1355167043079137, -0.1397730594343081, -0.149706195424684, -0.1167094334137928, -0.1303126612392647, -0.1231299080489852, -0.1069470422923111, -0.0739779193120866, -0.0566421055124041, -0.0907601147035289, -0.0572719567451298, -0.0484029529155101, -0.0541601367198294, -0.069783217196657, -0.024261259442707, -0.0261689032075991, -0.0415606088041998, -0.0644276288971217]| 99.9721755981445312|      0.12500000|[663, 244, 0, 61]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-0.0533887094032207, -0.0057907065801727, -0.0252509978293212, -0.0572920781549159, -0.0691557705777255, -0.0564969476566178, -0.0502282306599532, -0.0192549566409804, -0.100669845972833, -0.1241542547713703, -0.1070670870233288, -0.1211736140573437, -0.1106870768227437, -0.0890252155242952, -0.0964858883997402, -0.1287339461484176, -0.123527761119273, -0.1330996580381789, -0.1496885923016325, -0.1564992847950294, -0.1624438974828998, -0.1681207091735907, -0.1675407690803338, -0.2002852272673745, -0.158157318793969, -0.166672233387658, -0.1734753444961208, -0.2190720874498392, -0.2065500630585246, -0.225661157037541, -0.2384380402199445, -0.1903429925563411, -0.2120384869333422, -0.2259971176971491, -0.2361767126335569, -0.2204141130381377, -0.2177954893223271, -0.2142513821097004, -0.2215966681536415, -0.242245699513943, -0.264346259736239, -0.2487972637853758, -0.2494726408027096, -0.2743066737854375, -0.2560363744512446, -0.2614523589595307, -0.2875336871356026, -0.2344387369242478, -0.2007882257923456, -0.2475476291387661, -0.272929641801023, -0.2857065331020493, -0.2737517734285486, -0.2613066276447641, -0.2422946822772857, -0.2342283136982316, -0.2395307172364206, -0.2400231167835613, -0.240030421096862, -0.2111652475546088, -0.2325338029221809, -0.2338175783445126, -0.213829706836018, -0.2204437497613043, -0.2251393940288449, -0.1906088313254231, -0.2222474317202457, -0.2664920352068796, -0.2019511304227174, -0.2022826716200666, -0.2224155252118599, -0.1944438971926739, -0.199496381617704, -0.1964654159817776, -0.1851414134613412, -0.1826347929136515, -0.1827265065130674, -0.1704659880678752, -0.1702989132070459, -0.1519704779503464, -0.139838805996393, -0.1511606376241269, -0.1332742974541283, -0.1421456466957517, -0.1742212916169351, -0.1234272005362228, -0.1196023051560952, -0.1179419677296892, -0.1055555152309515, -0.0828924417332287, -0.0780521205006613, -0.0747199038817803, -0.0703929212072839, -0.02637739933738, -0.0553017982146776, -0.0590969272706988, -0.0287459616364737, -0.0441046322380775, -0.0344065125428967, -0.0753326921030533]| 99.9246978759765625|      0.25000000|[685, 252, 0, 63]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       9|[-0.0533887094032207, -0.0057907065801727, -0.0252509978293212, -0.0572920781549159, -0.0691557705777255, -0.0564969476566178, -0.0502282306599532, -0.0192549566409804, -0.100669845972833, -0.1241542547713703, -0.1070670870233288, -0.1211736140573437, -0.1106870768227437, -0.0890252155242952, -0.0964858883997402, -0.1287339461484176, -0.123527761119273, -0.1330996580381789, -0.1496885923016325, -0.1564992847950294, -0.1624438974828998, -0.1681207091735907, -0.1675407690803338, -0.2002852272673745, -0.158157318793969, -0.166672233387658, -0.1734753444961208, -0.2190720874498392, -0.2065500630585246, -0.225661157037541, -0.2384380402199445, -0.1903429925563411, -0.2120384869333422, -0.2259971176971491, -0.2361767126335569, -0.2204141130381377, -0.2177954893223271, -0.2142513821097004, -0.2215966681536415, -0.242245699513943, -0.264346259736239, -0.2487972637853758, -0.2494726408027096, -0.2743066737854375, -0.2560363744512446, -0.2614523589595307, -0.2875336871356026, -0.2344387369242478, -0.2007882257923456, -0.2475476291387661, -0.272929641801023, -0.2857065331020493, -0.2737517734285486, -0.2613066276447641, -0.2422946822772857, -0.2342283136982316, -0.2395307172364206, -0.2400231167835613, -0.240030421096862, -0.2111652475546088, -0.2325338029221809, -0.2338175783445126, -0.213829706836018, -0.2204437497613043, -0.2251393940288449, -0.1906088313254231, -0.2222474317202457, -0.2664920352068796, -0.2019511304227174, -0.2022826716200666, -0.2224155252118599, -0.1944438971926739, -0.199496381617704, -0.1964654159817776, -0.1851414134613412, -0.1826347929136515, -0.1827265065130674, -0.1704659880678752, -0.1702989132070459, -0.1519704779503464, -0.139838805996393, -0.1511606376241269, -0.1332742974541283, -0.1421456466957517, -0.1742212916169351, -0.1234272005362228, -0.1196023051560952, -0.1179419677296892, -0.1055555152309515, -0.0828924417332287, -0.0780521205006613, -0.0747199038817803, -0.0703929212072839, -0.02637739933738, -0.0553017982146776, -0.0590969272706988, -0.0287459616364737, -0.0441046322380775, -0.0344065125428967, -0.0753326921030533]| 99.9246978759765625|      0.12500000|[795, 292, 0, 73]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.0681647505232144, -0.0385450351183576, -0.0512971877606235, -0.0690030839936908, -0.0907476847090862, -0.0485491521972806, -0.0489402478812522, -0.0021978039562162, -0.0936650424667113, -0.1489143255646781, -0.1131206083888812, -0.1422679838613931, -0.1271952360914912, -0.080525000246869, -0.0952932346368958, -0.1046538984665856, -0.118230189953509, -0.1402736260057024, -0.1639186821732619, -0.1544885962071486, -0.1609625000153376, -0.1705209077915184, -0.1756486608923202, -0.1964112545304862, -0.1533226356045545, -0.1540939440380371, -0.2049193766604147, -0.2060368112821411, -0.2172321296133224, -0.2349497989841177, -0.2207472942926754, -0.181684897520821, -0.1940444023914627, -0.2218692314669838, -0.2429851151586611, -0.2415381054460909, -0.1905939428371403, -0.2160579109040634, -0.214424015924724, -0.2367129262097009, -0.2662385170362522, -0.248043840809703, -0.2397752096141003, -0.2759205190020378, -0.2618292019088828, -0.2710561872067666, -0.2979286976490745, -0.2289385099505359, -0.2118030750802747, -0.2375818158860488, -0.2768014658175149, -0.2851893948929879, -0.3017329109645129, -0.2642546239461393, -0.2430037043717907, -0.2485051626817254, -0.2410132676569809, -0.2395062025854836, -0.245289466615694, -0.1998784328979281, -0.2114165666122677, -0.2241577698427988, -0.2232842378547167, -0.2299134799480412, -0.2372854239197321, -0.2016293530290065, -0.2278217511844871, -0.2642856153958171, -0.202006429655707, -0.1806506845688484, -0.2100803611393666, -0.2024887581830759, -0.1992917141541636, -0.176291678824256, -0.1867854826079715, -0.1675119076944122, -0.1769601146174728, -0.1736503854765362, -0.1652783090764153, -0.1525468957378353, -0.1389684115515125, -0.1493974695862174, -0.1522241907266995, -0.1420049985316994, -0.1691044939557186, -0.1315790253484886, -0.1174285111069755, -0.1096582923191425, -0.0844502693853249, -0.0869273882760861, -0.0517358325018272, -0.0759026302128637, -0.0657830948416096, -0.0279523545189374, -0.0468405651713433, -0.044793638785564, -0.0147040641320596, -0.0311636886974725, -0.0450831617763453, -0.0809616100603624]| 99.9084625244140625|      0.25000000|[818, 300, 0, 75]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
