k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9845526039600372, 0.9811405893415213]                                       |3379.9470214843750000|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.8714723765850068, 0.8726955037564039]                                        |  0.0001547763531562|      4.00000000|[5, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.8714723765850068, 0.8726955037564039]                                        |  0.0001547763531562|      2.00000000|[7, 0, 1, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       4|[0.8714723765850068, 0.8726955037564039]                                        |  0.0001547763531562|      1.00000000|[10, 0, 1, 5]                                                              |  | used linear model with 3 points | actual_k=0
       5|[0.8714723765850068, 0.8726955037564039]                                        |  0.0001547763531562|      0.50000000|[12, 0, 1, 6]                                                              |  | used linear model with 3 points | actual_k=0
       6|[1.0800647020339966, 0.8563849236816168]                                        |  0.0001131204990088|      1.00000000|[14, 0, 1, 7]                                                              | | GPS sucess | actual_k=0
       7|[1.0800647020339966, 0.8563849236816168]                                        |  0.0001131204990088|      0.50000000|[16, 0, 1, 8]                                                              |  | used linear model with 3 points | actual_k=0
       8|[1.0800647020339966, 0.8563849236816168]                                        |  0.0001131204990088|      0.25000000|[18, 0, 1, 9]                                                              |  | used linear model with 3 points | actual_k=0
       9|[0.978412213921547, 0.833845991641283]                                          |  0.0000085635383584|      0.50000000|[20, 0, 1, 10]                                                             | | GPS sucess | actual_k=0
      10|[0.9776172490790487, 0.8656908087432384]                                        |  0.0000064729415499|      1.00000000|[22, 0, 1, 11]                                                             | | GPS sucess | actual_k=0
      11|[0.9776172490790487, 0.8656908087432384]                                        |  0.0000064729415499|      0.50000000|[24, 0, 1, 12]                                                             |  | used linear model with 3 points | actual_k=0
      12|[0.9776172490790487, 0.8656908087432384]                                        |  0.0000064729415499|      0.25000000|[26, 0, 1, 13]                                                             |  | used linear model with 3 points | actual_k=0
      13|[1.1167383195832372, 0.9982916377484798]                                        |  0.0000000508426226|      0.50000000|[28, 0, 1, 14]                                                             | | GPS sucess | actual_k=0
      14|[1.1167383195832372, 0.9982916377484798]                                        |  0.0000000508426226|      0.25000000|[30, 0, 1, 15]                                                             |  | used linear model with 3 points | actual_k=0
      15|[1.1167383195832372, 0.9982916377484798]                                        |  0.0000000508426226|      0.12500000|[32, 0, 1, 16]                                                             |  | used linear model with 3 points | actual_k=0
      16|[1.1167383195832372, 0.9982916377484798]                                        |  0.0000000508426226|      0.06250000|[34, 0, 1, 17]                                                             |  | used linear model with 3 points | actual_k=0
      17|[1.1167383195832372, 0.9982916377484798]                                        |  0.0000000508426226|      0.03125000|[36, 0, 1, 18]                                                             |  | used linear model with 3 points | actual_k=0
      18|[1.1167383195832372, 0.9982916377484798]                                        |  0.0000000508426226|      0.01562500|[38, 0, 1, 19]                                                             |  | used linear model with 3 points | actual_k=0
      19|[1.1167383195832372, 0.9982916377484798]                                        |  0.0000000508426226|      0.00781250|[40, 0, 1, 20]                                                             |  | used linear model with 3 points | actual_k=0
