k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1119915172457695, -0.0050009749829769, 0.2203882485628128, 0.5104287266731262, -0.1028216853737831, -0.031603891402483, -0.1402070075273514, -0.1358958929777145, 0.303578794002533, -0.1421090513467789, 0.0755552276968956, 0.1114024072885513, 0.1255492717027664, -0.3413342833518982, -0.1635442227125168, 0.1167746633291245, 0.0652485340833664, -0.2386676520109177, 0.2243261486291885, 0.0021223209332675, -0.2899384200572968, -0.2384861707687378]| 13.9657564163208008|      2.00000000|[276, 0, 0, 18]                                                            | | GPS sucess | actual_k=0
       2|[0.7921750470995903, -0.2050596736371517, -0.0530736595392227, 1.375937581062317, -0.6322320476174355, 0.1874087862670422, 0.2738541215658188, -0.7032429426908493, 0.4836582541465759, 0.4597885459661484, 0.210040308535099, -0.2975764125585556, -0.0992444455623627, -0.6246054172515869, -0.4243840426206589, 0.4237327128648758, 0.539827898144722, -0.4323215037584305, -0.1016676276922226, 0.0837642482947558, 0.3012919723987579, -0.137941338121891]| 12.5466938018798828|      4.00000000|[551, 0, 0, 36]                                                            | | GPS sucess | actual_k=0
       3|[-0.0402044728398323, -0.9682253859937191, 0.622723862528801, 3.1835862398147583, -1.0754672661423683, -1.107284564524889, 1.5820367187261581, -0.7278379090130329, 0.5445077605545521, 0.4979821108281612, -0.4223444685339928, -0.0161678642034531, 0.9712716639041901, 0.1722990870475769, -1.6597370356321335, 1.2622183710336685, -0.4830903261899948, 0.4347301572561264, 0.0656342804431915, -0.3095586069393903, -0.2372729480266571, -0.3479325994849205]| 12.1404037475585938|      8.00000000|[826, 0, 0, 54]                                                            | | GPS sucess | actual_k=0
       4|[-2.070439286530018, -2.445358779281378, 2.998463198542595, 4.338497281074524, 0.6406129226088524, -1.8421622700989246, -1.257668748497963, -1.9754221327602863, -0.5788781456649303, 0.9647861085832119, -0.2452744320034981, -1.0270378440618515, 2.7164181768894196, 1.3184075951576233, -2.3605995029211044, -1.3492179960012436, 1.5879219323396683, 0.0034304410219193, -0.9459007680416107, 1.7756018869113177, 2.525394231081009, -2.169714592397213]| 12.1361036300659180|     16.00000000|[1101, 0, 0, 72]                                                           | | GPS sucess | actual_k=0
       5|[-4.490537591278553, -0.9044599793851376, -2.483707383275032, 7.191776633262634, -0.3066866770386696, -10.227931160479784, -2.605030193924904, -5.10340927913785, -4.0643498711287975, -0.4915943779051304, -0.8812229707837105, -6.879317030310631, 0.4488579332828522, 4.208547651767731, -1.7265974134206772, -1.0293812602758408, 7.786558464169502, -0.8475175350904465, -0.0092584788799286, 0.5635847083758563, 1.6100179255008698, 0.9799386039376259]| 12.1300525665283203|     32.00000000|[1376, 0, 0, 90]                                                           | | GPS sucess | actual_k=0
       6|[-9.546649403870106, -8.913994815200567, 0.245437428355217, 11.077183604240417, -8.395239152014256, -15.486597198992968, -11.868967190384865, -11.49105690792203, -7.609246235340834, 0.9392183385789394, 2.4271693155169487, 0.0232918411493301, 1.4894013702869415, 6.039367854595184, 0.7987662702798843, 10.544952884316444, 18.806290939450264, 10.326598599553108, -3.6118960082530975, 10.596005820436403, -7.701354831457138, 5.980171777307987]| 12.1158628463745117|     64.00000000|[1651, 0, 0, 108]                                                          | | GPS sucess | actual_k=0
       7|[-23.741622395813465, -18.787560489028692, -13.607567980885506, 25.268620371818542, -19.05803231149912, 16.108552794903517, -7.138781204819679, -22.733476150780916, -16.062376957386732, -10.083549682050943, 4.185513250529766, -2.7588498443365097, 6.126010924577713, 20.290283381938934, 11.53966535627842, 4.709522262215614, 19.56521685421467, -11.094158694148064, 2.65937140583992, 24.85643806378357, -21.38413891196251, 7.994821406900883]| 12.0769624710083008|    128.00000000|[1926, 0, 0, 126]                                                          | | GPS sucess | actual_k=0
       8|[-24.642105348408222, -76.4785661958158, -25.935172274708748, 32.20260274410248, -67.3137047663331, -42.12468924000859, -11.456751003861427, -17.509406078606844, -21.406816463917494, -17.101774875074625, 24.38883089274168, 23.199901834130287, -17.95096203684807, 4.7387735247612, 30.75225080549717, -2.668638691306114, 41.27072222530842, -1.4115338772535324, 41.187668830156326, 41.51401176373474, -55.29696545004845, -16.57085432857275]| 12.0361766815185547|    256.00000000|[2201, 0, 0, 144]                                                          | | GPS sucess | actual_k=0
       9|[-66.32207132130861, -186.5590334199369, 12.68307189643383, 65.0440982580185, -93.02150086313486, -108.06953634694219, -26.215500965714455, -51.346510875970125, -74.82674596831203, -24.752003375440836, -55.81850553303957, 48.40160013735294, -14.444781512022018, 35.9558030962944, 7.882343426346779, 86.46946860849857, 50.56138689815998, 50.98735757172108, -19.239966362714767, 87.76046028058045, 33.33330646157265, 8.00238785892725]| 11.8996067047119141|    512.00000000|[2476, 0, 0, 162]                                                          | | GPS sucess | actual_k=0
      10|[-66.32207132130861, -186.5590334199369, 12.68307189643383, 65.0440982580185, -93.02150086313486, -108.06953634694219, -26.215500965714455, -51.346510875970125, -74.82674596831203, -24.752003375440836, -55.81850553303957, 48.40160013735294, -14.444781512022018, 35.9558030962944, 7.882343426346779, 86.46946860849857, 50.56138689815998, 50.98735757172108, -19.239966362714767, 87.76046028058045, 33.33330646157265, 8.00238785892725]| 11.8996067047119141|    256.00000000|[2751, 0, 0, 180]                                                          |  | used quadratic model with 276 points | actual_k=0
      11|[-86.67174554616213, -189.21469261869788, -12.864953234791756, 86.52813374996185, -6.300675667822361, -186.54165090993047, 48.83476148545742, -33.7933740504086, -21.827337246388197, -83.82545918598771, -70.40301919728518, 27.762027993798256, 38.66535261273384, -79.12577801942825, 85.75082029402256, 98.7008977085352, 89.0052765160799, -21.394775912165642, -29.247001618146896, 119.41747131268494, -14.725771754980087, -11.85898794978857]| 11.8968000411987305|    512.00000000|[3026, 0, 0, 198]                                                          | | GPS sucess | actual_k=0
