k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.50000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       2|[0.9956463575363159, 4.500018984079361]                                         | 56.5023956298828125|      1.00000000|[7, 1, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[0.9956463575363159, 4.500018984079361]                                         | 56.5023956298828125|      0.50000000|[9, 2, 2, 5]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[0.8405245989561081, 4.024690419435501]                                         |  3.3192057609558105|      1.00000000|[12, 3, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[0.8405245989561081, 4.024690419435501]                                         |  3.3192057609558105|      0.50000000|[15, 3, 3, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[0.8405245989561081, 4.024690419435501]                                         |  3.3192057609558105|      0.25000000|[18, 4, 4, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[0.7562867850065231, 3.789309874176979]                                         |  0.2424946278333664|      0.50000000|[21, 5, 4, 11]                                                             | | GPS sucess | actual_k=1
       8|[0.7562867850065231, 3.789309874176979]                                         |  0.2424946278333664|      0.25000000|[24, 5, 5, 13]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[0.7562867850065231, 3.789309874176979]                                         |  0.2424946278333664|      0.12500000|[27, 6, 6, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.7562867850065231, 3.789309874176979]                                         |  0.2424946278333664|      0.06250000|[30, 7, 7, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[0.7935988232493401, 3.739169452339411]                                         |  0.0662247911095619|      0.12500000|[33, 8, 7, 18]                                                             | | GPS sucess | actual_k=1
      12|[0.7935988232493401, 3.739169452339411]                                         |  0.0662247911095619|      0.06250000|[35, 9, 8, 20]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
